time	Ta	Tastarstar	Tm	Tmstarstar	Ttot	Tv	V
0.0.	10.0	0.0	540.0	0.0	1000.0	450.0	5e-05
40.0.15.0	9.998834819237258	6.943534804581939e-09	540.1693278246548	6.450602999815681e-07	1000.1252453540217	449.9570820581261	2.7148551981370926e-06
80.0.3.0	10.001471701306183	1.079470623446181e-08	540.2748046693498	1.002991246473532e-06	1000.2124834767968	449.9362060923554	4.231720362307189e-06
120.0.44999999999999.0	10.003369933103915	1.6850972690322132e-08	540.346014192484	1.566096951722917e-06	1000.2754374365361	449.9260517280007	6.635049777455195e-06
160.0.6.0	10.004735657048238	2.6464516954019343e-08	540.3949548878965	2.460402230973409e-06	1000.3208055205979	449.92111248878643	1.048474328647848e-05
200.0.75.0	10.00571784061526	4.189619551509701e-08	540.4290380902773	3.896785156785151e-06	1000.3534698362405	449.9187099666667	1.6729738587828554e-05
240.0.89999999999998.0	10.006423927375288	6.698941956248098e-08	540.453000363937	6.234032991375834e-06	1000.3769719351743	449.91754134283946	2.7006501574794822e-05
281.0.05.0	10.006931291225921	1.083947719807867e-07	540.4699581734081	1.009353707193944e-05	1000.3938725727448	449.9169729061786	4.4189796864034034e-05
321.0.2.0	10.007295558291126	1.7783960409052302e-07	540.4820101047817	1.6572065326958574e-05	1000.4060188227945	449.91669640981627	7.342970245156388e-05
361.0.34999999999997.0	10.007556609036214	2.964220850964575e-07	540.490593432893	2.764473688233844e-05	1000.4147399008082	449.9165619177194	0.00012414603137200002
401.0.5.0	10.007742857053344	5.029136543287607e-07	540.4967023595977	4.694500030586352e-05	1000.420989163254	449.91649649868833	0.000213950402955
441.0.65.0	10.00787421510803	8.701812155259573e-07	540.5010244866677	8.130915856710067e-05	1000.4254455589785	449.9164646778622	0.00037654106901700005
481.0.79999999999995.0	10.007963982115244	1.538454569167166e-06	540.5040251305545	0.000143908885897	1000.4285837597326	449.9164491997215	0.000677987391612
521.0.9499999999999.0	10.00801967153913	2.784423660546516e-06	540.505993094375	0.00026076553894000004	1000.430717986793	449.91644167091494	0.001251188280643
562.0.1.0	10.008042454851084	5.168557169856606e-06	540.507048768991	0.00048465680910600006	1000.432019057997	449.9164380087874	0.002370759193214
602.0.25.0	10.008024185313525	9.857893082701041e-06	540.507098792525	0.0009256284729150001	1000.432494691678	449.916436227472	0.004620377009391
642.0.4.0	10.007939332732594	1.9353764744491324e-05	540.5056891032913	0.001819878568512	1000.4319030293713	449.9164353610127	0.009277750122405
682.0.55.0	10.007725141059954	3.918189594316874e-05	540.5016327866412	0.0036899680642550003	1000.4295220172163	449.9164349395534	0.019227379778869
722.0.6999999999999.0	10.007233026330297	8.194052120645399e-05	540.4921002050814	0.0077291331311480005	1000.4235790396148	449.91643473454917	0.041193637564618
762.0.85.0	10.006106964168627	0.000177310172588	540.470365906694	0.016753036712477	1000.4098378525811	449.916434634832	0.09138362445033
803.0.	10.00347014680223	0.00039762278998500003	540.4200769167983	0.037634709584633004	1000.3780139823043	449.91643458632797	0.210225508294332
843.0.15.0	9.997092420253603	0.0009253179455940001	540.3002136137792	0.087738039396659	1000.302403954111	449.916434562735	0.5021513849740691
883.0.3.0	9.981116798865555	0.002236273426713	540.0044272903822	0.21242487311611502	1000.1166397870506	449.9164345512589	1.246327461377324
923.0.4499999999999.0	9.939759983971738	0.005608600661400001	539.248575903773	0.533670781220948	999.6440498153047	449.9164345456768	3.211947650961231
963.0.5999999999999.0	9.830270961664619	0.014527154388138001	537.2598046044834	1.384071171693141	998.4051084351918	449.91643454296155	8.55501132669058
1003.0.75.0	9.543110548349144	0.038244650945948006	531.9750516109079	3.643946504603407	995.116787856448	449.916434541641	23.190186354032022
1043.0.8999999999999.0	8.855761598379765	0.09803711782610901	518.5135977103896	9.313198602899007	986.697029570494	449.9164345409984	61.37058130078867
1084.0.05.0	7.576384779577166	0.22431502581956303	489.0481902315231	21.138086589199887	967.9034111668075	449.916434540686	145.56928763309307
1124.0.2.0	6.008163955556236	0.414976077169843	440.7129259364381	38.65037149543273	935.7028720051328	449.91643454053394	280.0084874775715
1164.0.35.0	4.733172450645661	0.6065826120980721	384.13905079074027	55.90699429417279	895.3022346881188	449.9164345404601	425.22630091483575
1204.0.5.0	3.9145484464678972	0.74148673760209	333.3402835555507	67.86369244932123	855.7764457293672	449.916434540424	538.6133706140004
1244.0.6499999999999.0	3.43120413078312	0.8121511706872601	294.68514997801606	74.03271499187535	822.8776548117695	449.91643454040656	609.927368728376
1284.0.8.0	3.14998025892002	0.83798111110336	268.002031142725	76.22984729823419	798.1362743513815	449.9164345403981	649.6835522581648
1324.0.95.0	2.983044742707185	0.8402917473291991	250.5793072579115	76.37244003786547	780.6915183262083	449.91643454039394	671.9450776608867
1365.0.1.0	2.877497205509802	0.8338738236224371	239.4269615304129	75.77234874315029	768.8271158430884	449.9164345403919	687.3999026988063
1405.0.25.0	2.802003376968168	0.82696634952789	232.09155225949462	75.15322771841116	760.7901842447937	449.91643454039087	702.5370613702765
1445.0.3999999999999.0	2.738518631576606	0.823292298771998	226.8144209504981	74.83772411155239	755.1303905327904	449.9164345403904	720.661044358746
1485.0.55.0	2.677433087231025	0.8239232989573051	222.45471988385236	74.91457805372865	750.7870888641606	449.91643454039036	743.039146862675
1525.0.7.0	2.6144790056776843	0.8285578025574961	218.34879517566878	75.35224900319041	747.0605155274857	449.9164345403903	769.7656816096718
1565.0.85.0	2.548579210190837	0.836309588787544	214.16838421410122	76.06875636582396	743.5384639192946	449.9164345403903	800.341662667328
1606.0.	2.480318908106389	0.8461639352232211	209.79932872176764	76.97194366216992	740.0141897676582	449.9164345403903	834.0453385236492
1646.0.1499999999999.0	2.410921620515251	0.857217466894265	205.24776816032232	77.98049936392928	736.4128411520524	449.9164345403903	870.1554622808266
1686.0.3.0	2.341644749336967	0.868778087188212	200.5743490252149	79.03254137112648	732.7337477732577	449.9164345403903	908.0688812299252
1726.0.45.0	2.273493469724626	0.8803784662306031	195.85320323855436	80.08655075721805	729.0100604721185	449.9164345403903	947.3435936795298
1766.0.6.0	2.207142731559207	0.891742971782785	191.15025497282878	81.11822804661841	725.2838032631795	449.9164345403903	987.694009025864
1806.0.75.0	2.142970887258621	0.9027368549223611	186.5147781080091	82.11584243897654	721.5927628295566	449.9164345403903	1028.9611596500079
1846.0.8999999999999.0	2.081136024898365	0.9133160063717071	181.9787631217239	83.07569371337065	717.9653434067544	449.9164345403903	1071.0750289211815
1887.0.05.0	2.021654738856437	0.923486513253967	177.55998703460705	83.99848982738713	714.4200526544943	449.9164345403903	1114.0197682468477
1927.0.1999999999998.0	1.964465208388372	0.9332766514755311	173.26614370112443	84.88685627707834	710.9671763784564	449.9164345403903	1157.8068811166677
