time	species_0	species_1	species_10	species_11	species_12	species_13	species_14	species_15	species_2	species_3	species_4	species_5	species_6	species_7	species_8	species_9
28.0.799999999999997.0	7.811326522237851	2.325917958917564	2.9725162139672783	0.23471962438777402	0.6461927774582651	0.33303220800079303	0.17512238352196102	0.270205175699477	0.910359729385635	1.659970799602375	6.068396825680487	2.520002557196499	0.676472974288941	3.891804100024474	1.106782109398302	0.12079675947634601
29.0.52.0	7.686247492013289	2.262456450681689	3.469646845525385	0.23920872995817402	0.8567346282188271	0.331252644273395	0.190233201383524	0.36859123728827803	0.913013186392953	1.460440820877452	6.571716175254772	2.652769500748127	0.684284001820418	4.165158189998405	1.125058146290423	0.12115246694289601
30.0.24.0	7.60777926324003	2.180817192184898	3.96967716658441	0.24254573238425903	1.121114889828365	0.32733810653677103	0.20280169535255202	0.47415561157595004	0.9149904999989781	1.227966940684375	7.058065759152353	2.767033063532344	0.691282554848035	4.400559624650268	1.136795390946969	0.12140496378640601
30.0.959999999999997.0	7.58052246367499	2.086817819451845	4.462188667391638	0.24506274275505302	1.453521417203442	0.320618073278618	0.21325130414996202	0.5740852969663021	0.9162137490655181	0.985359753996869	7.518571291760366	2.843436508378843	0.6975395661296291	4.554265772735938	1.137573535734177	0.121533976920719
31.0.68.0	7.601301959589279	1.9878409899594742	4.921169726728028	0.246978195299441	1.864228004835852	0.31015034644140704	0.22189532673644602	0.6523377484314761	0.9166323255674861	0.757529228860463	7.930367340680279	2.832215599723865	0.703116719467968	4.533304935953619	1.11658158027546	0.12144988828503901
32.0.4.0	7.659682706880933	1.8917720088425232	5.290015337676316	0.24842198767633503	2.348745565793455	0.294918778794214	0.22895468190782503	0.694679716797572	0.9162389064999401	0.56621724465055	8.236248429894243	2.647458559527867	0.708054163747697	4.233493428202126	1.059872838236649	0.12096131569929301
33.0.12.0	7.742394140458202	1.805639206311791	5.492971031894884	0.24945609708059402	2.875853349433172	0.274525875475628	0.23459547349799803	0.6953218792011051	0.91508347261717	0.423410675717157	8.341300300485127	2.256229559718751	0.7123541637789901	3.6836143280432063	0.970285071838872	0.11986805451860601
33.0.839999999999996.0	7.838332352536102	1.7343063243775751	5.48842014085872	0.25010723752791303	3.389886012180993	0.250230816654544	0.238972839246529	0.6603262502547711	0.9132774137696691	0.32771809192718704	8.1720644134317	1.7458091059534602	0.7159792065852071	3.016376810819815	0.8694293957057081	0.11816180832217801
34.0.56.0	7.940528432062246	1.6797970846793562	5.288063246035474	0.250395114787451	3.8309057588919133	0.22511960227086003	0.242258100518939	0.603582314267581	0.9109812378878731	0.26820882235305005	7.718891461315687	1.214205995979922	0.7188663733742761	2.321785232238901	0.7715769908148621	0.11597837946049601
35.0.28.0	8.045321395341636	1.6416775864901312	4.928030966222945	0.25033351177295304	4.152981412258597	0.202650721368363	0.24463251074921902	0.5390105940716741	0.9083788788857251	0.23266558565452003	7.021463236179617	0.7238143718787461	0.720929387392731	1.640747297124272	0.6777787250727481	0.113374499356546
