time	Act_C_Cyt	Act_C_Nuc	Ca_Cyt	Ca_Nuc	Inact_C_Cyt	Inact_C_Nuc	NFAT_Act_C_Cyt	NFAT_Act_C_Nuc	NFAT_Cyt	NFAT_Nuc	NFAT_Pi_Act_C_Cyt	NFAT_Pi_Act_C_Nuc	NFAT_Pi_Cyt	NFAT_Pi_Nuc
108.0.	0.0015478602190050002	0.021372242668008003	0.9609557045102821	0.9608215252742571	0.0017548423625510002	0.024095860420960003	0.000141192727888	0.019494474534619003	3.7600735733728274e-05	0.00022134912273600002	5.919659329153117e-05	5.5185015020108395e-05	0.0017146274402160002	3.3377993734951534e-05
112.0.	0.0015368079686250001	0.021312896739626	0.9608757218956541	0.960739782370665	0.0017422935279370001	0.024035018645422002	0.000140186010555	0.01967707081982	3.6947633933637426e-05	0.000224256912391	5.7486052162971396e-05	5.5428065502979666e-05	0.00164054564803	3.200811625859693e-05
116.0.	0.0015273435907030002	0.021254080175529003	0.9607997309564371	0.960662174867783	0.0017315461252450002	0.023974434407952	0.000139278370847	0.019850275903456	3.6331515926177684e-05	0.00022705085169500002	5.590655414670634e-05	5.5659261605192916e-05	0.0015701658190900001	3.070665630294464e-05
120.0.	0.0015193403026820002	0.021195791055241	0.960727452570564	0.960588407463238	0.0017224562750810001	0.023914130297535002	0.000138457531813	0.020014775522173	3.5749386102935694e-05	0.00022973957022500002	5.444394671033786e-05	5.587943352348717e-05	0.001503227388839	2.9468746787553142e-05
124.0.	0.0015126842316080002	0.021138027429938002	0.960658635677416	0.960518215084277	0.0017148947536330002	0.023854126358683003	0.00013771293419700002	0.020171183927583002	3.5198531391286955e-05	0.00023233072609400002	5.3085939789269284e-05	5.6089326856410316e-05	0.001439496192736	2.8290020398573085e-05
128.0.	0.0015072727916020001	0.021080787311608	0.960593053755697	0.9604513590345021	0.001708745150093	0.023794440398477	0.000137035466079	0.020320053142657002	3.467648958642254e-05	0.00023483113913200002	5.1821823951825867e-05	5.62896133103859e-05	0.001378761128113	2.7166545772960883e-05
132.0.	0.001503013297753	0.021024068665283002	0.960530501812997	0.960387623709349	0.0017039022926570002	0.02373508824987	0.000136417240345	0.020461880829376	3.4181021938699653e-05	0.00023724690306600003	5.0642236845577304e-05	5.648089984114378e-05	0.0013208313045490001	2.6094773103688555e-05
136.0.	0.001499821777312	0.020967869403679	0.96047079380272	0.960326813785046	0.0017002708986570002	0.023676083998386003	0.000135851410606	0.020597117004167	3.3710089337054736e-05	0.00023958348041900002	4.953896870666331e-05	5.666373649025584e-05	0.0012655336016820001	2.5071487587919622e-05
140.0.	0.001497621946314	0.020912187383677002	0.9604137603995431	0.960268751803624	0.001697764412582	0.023617440178055	0.00013533201819400002	0.020726169792630002	3.326183154319791e-05	0.00024184578312600003	4.8504799645784e-05	5.68386231282698e-05	0.001212710568379	2.409376943537275e-05
144.0.	0.001496344325486	0.020857020404258002	0.960359247077012	0.9602132760906771	0.00169630400231	0.023559167941374002	0.00013485386441	0.020849410379532002	3.2834549023659446e-05	0.000244038241299	4.7533362917138446e-05	5.700601527756404e-05	0.001162218609176	2.3158959388585923e-05
148.0.	0.0014959254739520002	0.020802366205543002	0.960307112440764	0.9601602389538991	0.0016958176891250002	0.023501277207256	0.000134412403391	0.020967177281698002	3.242668700192966e-05	0.000246164862119	4.6619029537346956e-05	5.71663291573492e-05	0.001113926413479	2.226462889411773e-05
152.0.	0.001496307322935	0.020748222468691003	0.960257226778892	0.9601095051195061	0.001696239591284	0.023443776790229003	0.000134003651899	0.021079780048816003	3.2036821414393673e-05	0.00024822928045900003	4.575681052962342e-05	5.731994606854429e-05	0.001067713590722	2.140855421419834e-05
156.0.	0.001497436594683	0.020694586816449003	0.9602094707974711	0.9600609503709701	0.0016975092643750002	0.023386674513618002	0.000133624113068	0.021187502478926	3.166364650422676e-05	0.000250234802556	4.4942273783290734e-05	5.746721621628084e-05	0.001023469480951	2.058869388985305e-05
160.0.	0.0014992642942780001	0.020641456814193	0.9601637345144981	0.9600144603604701	0.0016995711244270002	0.023329977308992	0.000133270711686	0.021290605420634	3.1305963829026254e-05	0.000252184443823	4.417147308447999e-05	5.7608462051551786e-05	0.000981092115334	1.9803169065131842e-05
164.0.	0.001501745264002	0.020588829971336	0.960119916289877	0.9599699295683021	0.001702373942062	0.023273691303772003	0.00013294073909000001	0.021389329222113	3.096267249240119e-05	0.00025408096167800004	4.344088732400963e-05	5.774398120026222e-05	0.0009404873052810001	1.905024626248586e-05
168.0.	0.00150483779158	0.020536703742990003	0.96007792197258	0.9599272603894691	0.0017058703978030001	0.023217821898627002	0.000132631806068	0.021483895877162002	3.0632760438367136e-05	0.000255926884149	4.274736824843984e-05	5.7874049037060574e-05	0.0009015678422440001	1.832832226519283e-05
172.0.	0.001508503264937	0.020485075531830002	0.9600376641490681	0.9598863623299531	0.0017100166902130002	0.023162373836017002	0.000132341802478	0.021574510910592003	3.0315296671270023e-05	0.000257724534863	4.2088095409603254e-05	5.79989209523669e-05	0.0008642527930680001	1.7635910816913183e-05
176.0.	0.001512705867296	0.020433942690062	0.9599990614794861	0.959847151297856	0.0017147721898100002	0.023107351261034	0.000132068862513	0.021661365038566003	3.0009424283950733e-05	0.000259476054936	4.146053720148502e-05	5.8118834353599673e-05	0.0008284668780810001	1.697163089321426e-05
180.0.	0.0015174123072870002	0.020383302521482002	0.959962038110142	0.9598095489768601	0.001720099132756	0.023052757775536	0.00013181133473300001	0.021744635634084002	2.9714354193650467e-05	0.000261183422195	4.086241706274457e-05	5.823401043544593e-05	0.0007941399210490001	1.633419633701529e-05
184.0.	0.0015225915796060001	0.020333152283564002	0.9599265231524801	0.9597734822712981	0.001725962349201	0.02299859648642	0.000131567756127	0.021824488023244	2.9429359499306462e-05	0.000262848468105	4.0291684077436235e-05	5.8344655748884564e-05	0.0007612063617130001	1.5722406680803992e-05
188.0.	0.0015282147523270001	0.020283489189559002	0.9598924502201651	0.9597388828137061	0.0017323290219030001	0.022944870048746003	0.00013133682961000002	0.021901076634141002	2.915377038584878e-05	0.00026447289270300003	3.9746487332636466e-05	5.845096359437975e-05	0.000729604822972	1.5135139004290391e-05
192.0.	0.001534254777593	0.020234310410582	0.959859757017072	0.959705686527027	0.0017391684713730002	0.022891580704355003	0.000131117404438	0.021974546017079002	2.888696951125244e-05	0.000266058277802	3.9225153495248634e-05	5.855311526105391e-05	0.0006992777259120001	1.4571340697806892e-05
196.0.	0.0015406863228000001	0.020185613077674	0.9598283849699851	0.9596738332347231	0.0017464519642920002	0.022838730316502003	0.00013090845912000002	0.02204503175215	2.8628387820726194e-05	0.00026760609868400003	3.8726167155596346e-05	5.865128113061438e-05	0.000670170946814	1.4030023019971491e-05
200.0.	0.001547485619847	0.020137394283814003	0.9597982789006471	0.9596432663130151	0.0017541525424270002	0.022786320400985	0.000130709086474	0.022112661257949	2.8377500739775744e-05	0.00026911773448900003	3.8248153555993025e-05	5.874562166224005e-05	0.000642233511088	1.3510255353497481e-05
204.0.	0.0015546303302990002	0.020089651085897	0.9597693867325191	0.9596139323802051	0.001762244869612	0.022734352154165003	0.000130518480527	0.022177554513356002	2.8133824704171063e-05	0.00027059447743900004	3.7789863381045673e-05	5.883628827246002e-05	0.00061541731977	1.3011160076042773e-05
208.0.	0.001562099424612	0.020042380506646	0.9597416592282201	0.95958578101876	0.001770705094691	0.022682826478241002	0.00013033592499800002	0.022239824702672002	2.789691399024064e-05	0.00027203754106	3.735015933521749e-05	5.892342412220615e-05	0.0005896769047590001	1.2531907974039492e-05
212.0.	0.0015698730738300001	0.019995579536473	0.9597150497541431	0.959558764526353	0.0017795107286120002	0.022631744004074	0.000130160783164	0.022299578793042	2.766635781355018e-05	0.00027344806750900005	3.6928004273908094e-05	5.9007164821645e-05	0.000564969209519	1.2071714136853141e-05
216.0.	0.0015779325523190002	0.019949245135281003	0.959689514069173	0.959532837692577	0.0017886405340500002	0.022581105111855	0.00012999248890800002	0.022356918051974	2.7441777668016213e-05	0.00027482713411500003	3.652245068843934e-05	5.908763906204616e-05	0.0005412533923360001	1.1629834276656763e-05
220.0.	0.0015862601503300001	0.019903374234204	0.9596650101348371	0.9595079575984501	0.0017980744261900002	0.022530909949820002	0.00012983053881	0.022411938511704	2.7222824880950605e-05	0.00027617575923	3.613263137401379e-05	5.9164969182788025e-05	0.000518490649633	1.120556142628798e-05
224.0.	0.001594839095299	0.019857963737297	0.959641497944524	0.9594840834361821	0.0018077933834170002	0.022481158451257	0.00012967448514	0.022464731386366003	2.7009178362513603e-05	0.000277494907459	3.575775113387971e-05	5.923927168060834e-05	0.0004966440571100001	1.0798222973267241e-05
228.0.	0.0016036534809450002	0.019813010523158002	0.9596189393697131	0.9594611763469951	0.001817779366859	0.02243185034996	0.00012952392964	0.022515383447172	2.6800542530635882e-05	0.000278785494352	3.539707939335777e-05	5.931065766735075e-05	0.00047567842678700005	1.0407177993244581e-05
232.0.	0.001612688203313	0.019768511446505002	0.959597298021378	0.9594391992750471	0.001828015247817	0.022382985194310003	0.000129378517998	0.022563977360154003	2.6596645394713642e-05	0.0002800483906	3.5049943614685395e-05	5.937923328171712e-05	0.00045556017821100003	1.003181485053577e-05
236.0.	0.0016219289030470002	0.019724463339697	0.9595765391249611	0.9594181168357291	0.0018384847422550001	0.022334562360120002	0.000129237934933	0.022610591990526	2.6397236783331042e-05	0.000281284425808	3.4715723418327163e-05	5.944510005989648e-05	0.00043625722235300006	9.671549037210667e-06
240.0.	0.001631361913213	0.019680863014200002	0.9595566294074941	0.9593978951968231	0.0018491723515990002	0.022286581062375	0.000129101899812	0.022655302677192003	2.6202086702963715e-05	0.00028249439187700003	3.439384532891097e-05	5.950835526938179e-05	0.00041773885681500004	9.32582122549573e-06
244.0.	0.001640974212113	0.019637707262017003	0.9595375369955891	0.959378501971173	0.001860063309193	0.022239040365977	0.00012897016274	0.022698181480576	2.6010983816098883e-05	0.000283679046042	3.4083778074624924e-05	5.9569092209803356e-05	0.000399975671198	8.99409551112203e-06
248.0.	0.0016507533805650001	0.019594992857064	0.9595192313231851	0.959359906119667	0.0018711435318210002	0.022191939195599003	0.000128842501071	0.022739297406541	2.5823734028502135e-05	0.00028483911360200004	3.3785028378041354e-05	5.962740048418276e-05	0.000382939461551	8.675857827752184e-06
252.0.	0.0016606875631870002	0.019552716556506002	0.9595016830480391	0.959342077863468	0.001882399575785	0.022145276344734	0.00012871871629000002	0.022778716608891	2.56401591764927e-05	0.000285975290373	3.3497137184162455e-05	5.9683366243642114e-05	0.00036660315298300003	8.370614514806387e-06
256.0.	0.001670765433287	0.019510875102057002	0.9594848639760821	0.9593249886045451	0.001893818597055	0.022099050484027	0.00012859863122000002	0.022816502572652	2.5460095806080033e-05	0.000287088244895	3.3219676278205916e-05	5.973707240827762e-05	0.000350940729586	8.077891022924159e-06
260.0.	0.0016809761609770002	0.019469465221239	0.959468746992816	0.959308610853663	0.001905388315099	0.022053260168954	0.00012848208753	0.022852716280106003	2.5283394036682313e-05	0.000288178620414	3.2952245251438684e-05	5.9788598866621865e-05	0.00033592717092600005	7.797230742981405e-06
264.0.	0.0016913093841980002	0.01942848362861	0.959453306001063	0.9592929181650631	0.0019170969800040001	0.022007903846914003	0.0001283689435	0.022887416361332003	2.510991650290928e-05	0.00028924703666800003	3.2694468778360384e-05	5.983802265586668e-05	0.000321538394445	7.528193946064408e-06
268.0.	0.0017017551823620002	0.019387927026957002	0.9594385158644101	0.959277885077157	0.001928933342561	0.021962979863797003	0.000128259072022	0.022920659230835003	2.4939537368559443e-05	0.000290294091486	3.2445994172855665e-05	5.9885418124796634e-05	0.00030775120315200004	7.270356823110404e-06
272.0.	0.0017123040523270002	0.01934779210846	0.9594243523557751	0.9592634870586411	0.0019408866270200001	0.021918486470071	0.000128152358811	0.022952499211651003	2.4772141407568912e-05	0.00029132036223900005	3.2206489194673834e-05	5.993085708118539e-05	0.00029454323809200003	7.023310614081657e-06
276.0.	0.0017229468865020002	0.019308075555828003	0.9594107921105751	0.9592497004594611	0.0019529465062320002	0.021874421826442003	0.00012804870080700001	0.022982988648223002	2.4607623147164752e-05	0.00029232640713000005	3.197564008084081e-05	5.9974408925233565e-05	0.00028189293508100005	6.7866608175664425e-06
280.0.	0.0017336749528400002	0.019268774043409	0.9593978125840431	0.9592365024661521	0.001965103078958	0.021830784009123003	0.000127948004743	0.02301217800916	2.4445886068928896e-05	0.00029331276636800004	3.17531497794314e-05	6.0016140770469015e-05	0.000269779485301	6.560026472612825e-06
284.0.	0.001744479876541	0.01922988423827	0.959385392012258	0.9592238710611081	0.001977346849108	0.021787571014753003	0.00012785018586800002	0.023040115980909003	2.4286841863878293e-05	0.000294279963213	3.1538736365591436e-05	6.005611755339298e-05	0.000258182799339	6.3430395054144716e-06
288.0.	0.0017553536232890001	0.019191402801264003	0.9593735093765111	0.9592117849853711	0.0019896687067200002	0.021744780764998	0.00012775516681000002	0.023066849553267002	2.4130409738017503e-05	0.000295228504925	3.1332131621850034e-05	6.009440213303078e-05	0.000247083474336	6.1353441341940635e-06
292.0.	0.00176628848387	0.019153326388062	0.9593621443706861	0.9592002237046001	0.0020020599105100003	0.021702411110861002	0.000127662876554	0.023092424097553	2.3976515765129992e-05	0.00029615888361400004	3.11330797666435e-05	6.0131055381433655e-05	0.00023646276391100002	5.936596326280446e-06
296.0.	0.0017772770600270001	0.019115651650171	0.9593512773713131	0.9591891673778771	0.002014512071819	0.021660459836738002	0.00012757324954600001	0.023116883438194003	2.3825092283846953e-05	0.000297071577003	3.0941336316626065e-05	6.0166136266078695e-05	0.00022630255058800003	5.746463301959316e-06
300.0.	0.001788312251423	0.019078375235931002	0.959340889410053	0.959178596829065	0.002027017139831	0.021618924664231	0.000127486224889	0.023140269918394	2.3676077336273072e-05	0.000297967049117	3.0756667069794776e-05	6.0199701925023e-05	0.00021658532045800002	5.564623080202218e-06
304.0.	0.001799387243605	0.019041493791491	0.959330962148333	0.9591684935204581	0.002039567387909	0.021577803255751003	0.00012740174563	0.023162624460512003	2.352941414566161e-05	0.000298845750908	3.0578847197738853e-05	6.0231807735586926e-05	0.00020729413984600003	5.390764061851802e-06
308.0.	0.001810495496863	0.019005003961767002	0.9593214778539201	0.959158839528467	0.002052155400961	0.021537093217921	0.00012731975813900002	0.023183986621671003	2.3385050630818942e-05	0.000299708120811	3.0407660436456702e-05	6.026250737726757e-05	0.00019841263376400002	5.224584646268601e-06
312.0.	0.0018216307358780001	0.018968902391376	0.9593124193792301	0.9591496175211551	0.0020647740636950004	0.02149679210481	0.00012724021155400002	0.023204394645125002	2.324293895508507e-05	0.00030055458525	3.0242898366189144e-05	6.029185288951615e-05	0.00018992496597100003	5.065792877831296e-06
316.0.	0.0018327869401000001	0.018933185725562	0.9593037701411691	0.9591408107373931	0.002077416549704	0.021456897420997	0.00012716305730200002	0.023223885507816	2.3103035107885022e-05	0.00030138555909400003	3.0084359771611244e-05	6.031989472495254e-05	0.00018181582046500002	4.91410611903285e-06
320.0.	0.001843958334758	0.018897850611098003	0.9592955141023741	0.959132402967485	0.002090076311265	0.021417406624492003	0.000127088248671	0.02324249496452	2.296529851697657e-05	0.000302201446072	2.99318500745223e-05	6.034668179853482e-05	0.000174070384237	4.769250747233175e-06
324.0.	0.0018551393824390002	0.018862893697165	0.95928763575366	0.9591243785351	0.002102747069792	0.021378317129524	0.000127015740453	0.02326025758897	2.282969168963769e-05	0.000303002639145	2.9785180831886663e-05	6.037226153315141e-05	0.000166674331175	4.630961872418357e-06
328.0.	0.0018663247751860002	0.018828311636229	0.9592801200975801	0.959116722280356	0.002115422806865	0.021339626309200003	0.000126945488622	0.02327720681226	2.2696179881141362e-05	0.000303789520847	2.9644169292717885e-05	6.0396679902056885e-05	0.00015961380696500002	4.498983073579844e-06
332.0.	0.001877509427041	0.018794101084882	0.9592729526329421	0.959109419543944	0.00212809775578	0.021301331498058	0.000126877450066	0.023293374958845002	2.2564730788959853e-05	0.0003045624636	2.9508638007874904e-05	6.0419981468530985e-05	0.000152875414894	4.373066151567153e-06
336.0.	0.0018886884669990001	0.018760258704681003	0.9592661193401971	0.95910245615216	0.002140766393552	0.021263429994513	0.00012681158236200002	0.023308793280388002	2.2435314271223013e-05	0.00030532182999	2.9378414487356495e-05	6.044220942310214e-05	0.000146446202445	4.2529708964846825e-06
340.0.	0.001899857232323	0.018726781162959002	0.959259606667592	0.959095818402764	0.0021534234333310002	0.021225919063203	0.000126747843579	0.023323491987712	2.230790208804312e-05	0.00030606797303500005	2.9253330900163575e-05	6.046340561863952e-05	0.000140313648595	4.1384648679129185e-06
344.0.	0.0019110112621710002	0.018693665133628003	0.9592534015179961	0.9590894930515481	0.0021660638171830003	0.021188795937252	0.00012668619212200002	0.023337500281045	2.2182467664368682e-05	0.00030680123641900004	2.9133223812206534e-05	6.0483610603589e-05	0.00013446565174	4.029323186400541e-06
348.0.	0.0019221462915250001	0.018660907297951	0.959247491236329	0.9590834672995431	0.002178682709192	0.021152057820449002	0.000126626586604	0.023350846378780002	2.205898587310462e-05	0.00030752195472300004	2.9017933958132193e-05	6.0502863653597577e-05	0.000128890518165	3.925328334846128e-06
352.0.	0.0019332582453550002	0.018628504345314	0.9592418635975251	0.9590777287808041	0.002191275488853	0.021115701889352002	0.000126568985739	0.023363557544898002	2.193743283730898e-05	0.000308230453624	2.8907306043323614e-05	6.0521202801740216e-05	0.00012357695100200002	3.826269968558658e-06
356.0.	0.001944343233023	0.018596452973960002	0.9592365067949501	0.959072265550673	0.002203837744717	0.021079725295311002	0.00012651334826600002	0.023375660115216003	2.1817785750299642e-05	0.000308927050095	2.880118857260829e-05	6.053866486754579e-05	0.00011851403961600001	3.731944732890132e-06
360.0.	0.0019553975428800003	0.018564749891723003	0.9592314094292571	0.9590670660745041	0.0022163652682730003	0.021044125166438003	0.00012645963289	0.023387179522593	2.1700022712596024e-05	0.000309612052588	2.8699433702572076e-05	6.055528548498563e-05	0.00011369124937400001	3.642156087506711e-06
364.0.	0.001966417637048	0.018533391816733	0.959226560497584	0.9590621192167661	0.002228854048021	0.021008898609501003	0.00012640779824400002	0.023398140321215	2.158412258462518e-05	0.000310285761205	2.86018971145771e-05	6.0571099129580114e-05	0.00010909841174200001	3.5567141364288937e-06
368.0.	0.0019774001463590003	0.018502375478104002	0.9592219493830971	0.9590574142304941	0.0022413002637420004	0.020974042711766002	0.00012635780285900002	0.023408566210062	2.1470064854198193e-05	0.00031094846786700004	2.8508437905905543e-05	6.0586139144749785e-05	0.00010472571468300001	3.475435463114627e-06
372.0.	0.001988341865437	0.018471697616604003	0.9592175658448101	0.95905294074705	0.002253700280915	0.020939554542777003	0.000126309605158	0.023418480055653	2.135782951779473e-05	0.00031160045647200005	2.8418918496638733e-05	6.0600437767525296e-05	0.00010056369331300001	3.3981429699385697e-06
376.0.	0.001999239747912	0.01844135498531	0.9592134000076621	0.9590486887661501	0.002266050645294	0.020905431156086	0.00012626316346	0.023427903914141002	2.1247396974738314e-05	0.00031224200304900003	2.8333204550131222e-05	6.0614026153712726e-05	9.660322079074422e-05	3.324665721516136e-06
380.0.	0.0020100909017510002	0.018411344350234	0.9592094423528331	0.959044648646139	0.002278348077612	0.020871669590922	0.000126218435988	0.023436859052844	2.113874793338046e-05	0.00031287337590700005	2.8251164905121735e-05	6.0626934402597525e-05	9.283549941955583e-05	3.254838791391875e-06
384.0.	0.002020892584688	0.018381662490943	0.9592056837082551	0.959040811094482	0.002290589468403	0.020838266873822002	0.00012617538089300002	0.023445365971253	2.1031863328452922e-05	0.00031349483578300004	2.8172671517717325e-05	6.063919158125788e-05	8.925205192947466e-05	3.188503111687463e-06
