time	Bar1	Bar1a	Bar1aex	Cdc28	Far1	Far1PP	Far1U	Fus3	Fus3PP	GaGDP	GaGTP	Gabc	Gbc	Sst2	Ste11	Ste12	Ste12a	Ste2	Ste20	Ste2a	Ste5	Ste7	alpha	complexA	complexB	complexC	complexD	complexE	complexF	complexG	complexH	complexI	complexK	complexL	complexM	complexN
9.0.6.0	0.9125484650406851	181.49846707297036	17.58898446198982	282.7705187945868	0.00042425985376300004	0.006572382420625001	481.1660836633554	391.3603087657413	108.98980058725148	38.83398067258865	24.73142324496757	1603.1012627824382	0.0021305847392890003	199.76122575960122	137.62920870941073	1.014236186249704	198.9857638137503	1107.1846657821916	938.0341741749068	27.46691913558407	137.62920870941073	47.942733465320124	8.386451690159737	114.4716413428648	54.158116587055275	185.93331510386415	9.018764967518846e-06	0.0027255865772440003	0.000529045155689	7.114099268474843e-05	0.00045018943187100004	38.837373442650446	21.73153671936436	1.393139700925393	1.59743848895468	17.229481205415034
9.0.9.0	0.9099834171986231	180.95734880006907	18.13266778273318	282.76646711355306	0.00043244007143900003	0.006570563350950001	481.16681036619605	394.878572377699	105.42089065627242	39.77872069995184	21.74129121908123	1605.146654780961	0.0018316277543430001	199.7508916894889	138.19565097921233	1.048390575792771	198.95160942420722	1100.7878773228933	940.0744812541163	24.06200429712279	138.19565097921233	47.91552108624586	7.141114503306753	114.37827952426602	54.65840941733243	187.50054294917723	7.801458343245738e-06	0.002361899158173	0.00045839702353400003	6.163980234192998e-05	0.000390019495634	37.566265341476324	21.020430077497316	1.335551371435225	1.5926537439322361	17.233532886448717
10.0.2.0	0.9074294888973521	180.41784034649442	18.67473016460912	282.76244404252367	0.00044090556017100003	0.0065686804883370005	481.167551179209	398.2581652451209	101.99582419137832	40.523885954460894	19.033929021342406	1607.108851724191	0.0015776736657210002	199.73829260683246	138.7369289114378	1.083403718589552	198.91659628141042	1094.3338905899702	942.031652734598	20.993482801461496	138.7369289114378	47.889357802620516	6.051065379898097	114.2906445620965	55.138215671013626	189.00407250159358	6.759467042241889e-06	0.002050067330652	0.00039783937956	5.3495985042035924e-05	0.00033845973463700004	36.346336073941046	20.337943414244492	1.281227914791851	1.587883277263777	17.23755595747804
10.0.5.0	0.9048867405249991	179.87993682972743	19.215176429748517	282.7584500286557	0.00044965506922000004	0.006566734179565	481.168306585129	401.5065932218232	98.70679533753989	41.0785560642201	16.595655905876388	1608.9924547298974	0.001361048216401	199.72372005676007	139.25459206684408	1.11930031121168	198.8806996887883	1087.8184500430714	943.9102819964957	18.242487988999855	139.25459206684408	47.864177432147244	5.102489523071921	114.20825868569825	55.598673320494925	190.44742537985493	5.864095404636429e-06	0.0017816401394570001	0.00034572306550800005	4.648760279502052e-05	0.000294098517579	35.17481236912807	19.682526869549598	1.229910815506709	1.5831270542756042	17.24154997134596
10.0.799999999999999.0	0.9023552337936901	179.34363338055255	19.754011385654636	282.75448551400007	0.000458686320123	0.006564724945726	481.16907706368914	404.63081292292367	95.54657914005203	41.45373817929193	14.411215584624255	1610.8017129360776	0.0011756308753060002	199.70737330622973	139.75005920813612	1.156105532637101	198.8438944673629	1081.2401320370338	945.7146119983133	15.788753554645458	139.75005920813612	47.83991799514054	4.28176800905304	114.13069337115549	56.04083458425088	191.83385432671201	5.092306710252313e-06	0.001549837187093	0.00030072590923300004	4.043674174646116e-05	0.000255805028473	34.04912701828672	19.052745643837877	1.181368534700946	1.578385039042704	17.24551448600165
11.0.1.0	0.899835031787625	178.80892514297028	20.291239825242986	282.7505509339612	0.000467995959655	0.006562653500583	481.1698630898374	407.63728356452043	92.508476023617	41.66186994690829	12.464238234356793	1612.5405585187286	0.001016487835213	199.68938234825305	140.22463241697835	1.193845058145267	198.80615494185474	1074.5998830512358	947.4485699266422	13.611138180567691	140.22463241697838	47.81652148132357	3.57570077154086	114.05756325557944	56.465674191334045	193.16636982867504	4.425406112168055e-06	0.0013491579599870002	0.00026177606348400003	3.5199187002489746e-05	0.000222663247968	32.96689920275401	18.44726902597948	1.135393048171154	1.5736571946612021	17.249449066040516
11.0.4.0	0.897326199019522	178.27580727410066	20.826866526880742	282.7466467156235	0.00047757951966000004	0.006560520765161001	481.1706651318786	410.53201310610143	89.58626247436328	41.716364114655306	10.737665055629655	1614.2126375297084	0.0008796022002380001	199.6698248968482	140.67950939996587	1.232545075018399	198.7674549249816	1067.9005793393028	949.115797763446	11.688096143077656	140.6795093999659	47.793933601548865	2.971683118345876	113.98852091437368	56.874096712890534	194.447763601035	3.8480681566862895e-06	0.0011750937473440002	0.000227995521806	3.065681593163928e-05	0.000193923354858	31.92591701910628	17.864860644612882	1.091796903400283	1.5689434834576952	17.25335328437826
11.0.7.0	0.894828801492423	177.7442749440825	21.360896254426002	282.742773275973	0.00048743138464200003	0.006558327879034	481.171483649555	413.3205993479879	86.77414719674717	41.63120018445622	9.21412940189351	1615.8213371136437	0.000761672984674	199.6487389276849	141.11579424419762	1.272232299447054	198.72776770055293	1061.146615824796	950.7196793014012	9.998089929090096	141.11579424419764	47.772103536854736	2.457838660117229	113.92325236587652	57.26694307331923	195.6806293437145	3.3476096431927587e-06	0.0010239126453190001	0.00019865799644200002	2.671192622148364e-05	0.00016896551425	30.92412194313221	17.304369799453145	1.050410707936551	1.564243867151837	17.257226724028758
12.0.	0.892342906764889	177.2143233359693	21.89333375726671	282.7389310200428	0.0004975447679690001	0.006556076208639	481.17231909207976	416.0082665761166	84.06673208892515	41.420566521315514	7.876290594002033	1617.3698095846755	0.0006599638372100001	199.6261319163068	141.53450684337247	1.312933994240026	198.68706600575996	1054.3435302390983	952.2633640689486	8.519942890794738	141.5345068433725	47.7509836925975	2.023112450838926	113.86147319048993	57.6449963413647	196.86738112164318	2.913440329140657e-06	0.0008924973561130001	0.00017315716120700002	2.3282960052455464e-05	0.000147272596772	29.959594999947903	16.7647237433271	1.011080977707588	1.559558306983917	17.26106897995898
12.0.299999999999999.0	0.889868584018316	176.68594764562346	22.424183770359168	282.73512033900556	0.0005079116975100001	0.006553767352749	481.17317189613686	418.5998982831812	81.45897745355187	41.09855441167343	6.707118512220861	1618.860993776099	0.000572188009229	199.6019876271883	141.9365911814341	1.354677987082374	198.64532201291763	1047.4976666254272	953.7497885645794	7.233131875413215	141.93659118143412	47.7305294623258	1.6573287592205102	113.80292517028155	58.00898688948951	198.0102696762173	2.5366438531995505e-06	0.000778221608295	0.000150982470853	2.030124867406775e-05	0.000128409420287	29.030544433738548	16.24492080011116	0.9736682868281571	1.554886763815946	17.264879660996197
12.0.6.0	0.8874059041255651	176.15914308160902	22.953451014266363	282.73134160823804	0.000518523011437	0.006551403145217001	481.1740424838664	421.100066433811	78.9461709308252	40.67890383848174	5.690128844394595	1620.297634017117	0.000496420081672	199.57627108564787	142.32292263212176	1.397492689171569	198.60250731082837	1040.6158805305572	955.1816951450778	6.118021487346027	142.3229226321218	47.710699004043015	1.351218236799925	113.7473733706659	58.359596998844275	199.1113969326321	2.209655175196983e-06	0.000678855160494	0.00013170058363600002	1.770851154022663e-05	0.00011200681151100001	28.1352946954465	15.744024217489233	0.9380456709247721	1.550229198212506	17.268658391763676
