time	_101	_105	_11	_129	_13	_147	_15	_153	_174	_181	_19	_198	_21	_25	_27	_5	_75	_79	_84	_9	_96	_99	species_1	species_10	species_11	species_12	species_13	species_14	species_15	species_16	species_17	species_18	species_19	species_2	species_20	species_21	species_22	species_23	species_24	species_25	species_26	species_27	species_28	species_29	species_3	species_30	species_31	species_4	species_5	species_6	species_7	species_8	species_9
286.0.	0.005403762998933	0.004472681473030001	5.6199316981807795e-05	0.0017913816334170002	1.1888898216978009e-07	0.099464843542564	0.013012499397302	0.0018486053552220002	0.007884153759601	0.00025060805686000004	0.004361227010862	0.000409848855659	0.125506852913241	0.0005410951932960001	1.929708866603206e-05	0.10781196519233101	0.049719034823593	0.00585454605023	0.447191442617258	0.014092460466712002	4.311490573490096e-05	0.07830617721692	0.0018596032410640002	0.000201124212764	1.188818455402767e-07	8.524755264588897e-06	1.429754686861399e-20	1.6327512959821262e-20	0.00019999739264100002	0.000114710565959	0.10047859957815201	0.015775207939388	0.020864754180556	0.00010499963648300001	0.0048810937541100006	1.188941844815903e-07	5.143674406979038e-05	9.159655344043776e-05	0.010635634265924001	1.571241205687525e-05	1.1888620468489739e-07	0.022914589871240003	0.09352450041715	9.61861595730866e-07	0.12775766102375402	0.0064745329056540004	0.000199995781205	0.0020116484943780003	0.007119278688698	0.0023087176225000004	0.000102424924634	1.356614365545527e-05	0.000184344430908
297.0.	0.0054407448014440005	0.004189427066342	5.672684623730707e-05	0.00206457878643	1.1756439650866479e-07	0.09664741870717701	0.012728211834548002	0.0022534435724730004	0.007421635141066	0.000203309650255	0.005011132169634	0.00039932172004600005	0.13320834375946802	0.000495608850351	1.707732033781058e-05	0.103149129693011	0.049739000294752006	0.005864458753674	0.44721914465355106	0.014608726481106001	5.097026455117573e-05	0.072550047693462	0.0018242118962390002	0.00016609184612100003	1.175567612779746e-07	7.956642774422482e-06	2.1937794991915788e-20	2.5627158330549318e-20	0.000199998287122	0.000113755091347	0.106156034696136	0.016706665755676	0.019217343146573	0.00010498498781500001	0.005644117027303001	1.1757096362935619e-07	5.182125531634318e-05	9.02752066358398e-05	0.010722236277880002	1.430659090136131e-05	1.1756224247926398e-07	0.021347237185211	0.093509739621547	9.49959294909598e-07	0.118519630319109	0.006489305603557	0.000199997228505	0.002334208308078	0.00678754334768	0.002860689756391	0.000102413150572	1.2889067596128091e-05	0.000185589879607
308.0.	0.005628913732167001	0.003920931600539	5.7757391077696325e-05	0.002470487108226	1.138088976913768e-07	0.092237311231808	0.012379925778315001	0.0029972282324230003	0.007538000032263001	0.000153565807015	0.005978516384924	0.000395929779995	0.147116028630072	0.00048269162215200005	1.577536276366999e-05	0.096512437051239	0.049756919527204006	0.005875381442121	0.44724454413485404	0.016908272003551002	6.306400146332674e-05	0.065951389498937	0.001791233873512	0.000129249497002	1.1379976028778528e-07	7.373384405292537e-06	3.900863475454891e-20	4.602507465328319e-20	0.00019999887474100002	0.00011116240579100001	0.11512352102709701	0.019719276368268	0.018986201576312003	0.000106389530523	0.0067498095696870005	1.1381798885379898e-07	5.274713470034075e-05	8.777329216371802e-05	0.010815463045612001	1.370082740535092e-05	1.13807342133449e-07	0.021447941478603003	0.092782520972777	9.183626850678917e-07	0.10501931107942	0.007216555848937001	0.000199998179294	0.0028007803358570003	0.0063362033824830005	0.0038432630525120004	0.000103830409838	1.1915190086314961e-05	0.00018735866116100002
319.0.	0.005986024835056	0.003719706240359	5.933701359359661e-05	0.002916575032286	1.08019996028319e-07	0.086725304735091	0.012050952153702001	0.004016432625947	0.008324922075654	0.00011645225390700001	0.007049999609615	0.00040487028801700005	0.16508152729251502	0.000509430776672	1.5752503432036473e-05	0.08875273533014501	0.049774402575917004	0.005887842061525	0.44727018550769804	0.021006934030508	7.689131390821925e-05	0.060378408126356004	0.0017714804339010002	0.00010207021094800001	1.080082255758617e-07	6.845413062619575e-06	6.989879588149124e-20	8.085057139109803e-20	0.000199999260773	0.000107209140498	0.125288638228326	0.024711499245885	0.020496249122417	0.00010936647651	0.00790301633449	1.080326849055729e-07	5.427486470143231e-05	8.440032745843003e-05	0.010919034633546001	1.4206656527596252e-05	1.0801883915149139e-07	0.023567501126631002	0.091312498272829	8.704747414359399e-07	0.09041062359067001	0.008686626436828	0.00019999880390500003	0.003282306381494	0.005828569526405001	0.005127341046262	0.00010678526781900001	1.0732374031342792e-05	0.000189723911805
330.0.	0.0063587548133880005	0.003692965565897	6.111592373104279e-05	0.003187343445844	1.0145321737308459e-07	0.08204119014743501	0.011862962131322001	0.004881862975662001	0.009700824562542001	0.00010214936558	0.007716896252547001	0.00042917985043100005	0.18041367132407102	0.000576889256864	1.7224010133678754e-05	0.082683478319808	0.049792245341274	0.005900632321849001	0.44729449746840805	0.025813913965678004	8.429803122434559e-05	0.059901278070431004	0.0017749729467960002	9.313520976899332e-05	1.014382144745594e-07	6.60731633309821e-06	1.028395917522848e-19	1.1172449028964818e-19	0.000199999514372	0.00010274649828900001	0.131689531447231	0.030017308231060004	0.023677112358074	0.00011339866205200002	0.008478097566561	1.0146867027784769e-07	5.6041676938116985e-05	8.088978708329546e-05	0.011032340817563002	1.5979188431357053e-05	1.014512044025728e-07	0.027469794139176003	0.08946056979056001	8.171218174909243e-07	0.08256580732992701	0.010538608272022	0.00019999921423700001	0.0035123323805370003	0.0054389469089770005	0.0060555068361770005	0.00011061223001400001	9.745069121306647e-06	0.00019246276833900002
341.0.	0.006478077249107	0.003948501745543001	6.21941184209601e-05	0.003098468761345	9.661998435025046e-08	0.080790377559858	0.011910362792403002	0.005023377784052	0.011227411824978	0.000112422835781	0.0075238106339720005	0.00046281309445000003	0.18476670828810202	0.000668542496107	1.994477069595266e-05	0.081830747805073	0.049809526121899005	0.00591049208699	0.447311338937504	0.029133375689590003	7.88542454717803e-05	0.066814484198828	0.0018019794130010001	0.00010469918709900001	9.660264391310052e-08	6.963357016026916e-06	1.0433598263568559e-19	1.055739853688029e-19	0.00019999968097100001	9.954124358118387e-05	0.130518407100984	0.032988664741861004	0.027606539733087004	0.00011685729975900001	0.008095204815206	9.663486286027671e-08	5.712949394853382e-05	7.865696227552417e-05	0.011145086228646002	1.8662841548356214e-05	9.661519635184734e-08	0.031837625910263005	0.088022197041936	7.791698239070558e-07	0.08696039985085001	0.01197701897264	0.00019999948380100002	0.0033413429989900003	0.005417028756926	0.005977499228453	0.00011364745043000001	9.564085982347507e-06	0.00019494761779200001
352.0.	0.006310341957957001	0.004418260589802	6.188806617861695e-05	0.002705069176768	9.583714736009441e-08	0.08372554668662001	0.012188112936885001	0.0043568906077060005	0.012276080919467	0.000144057301219	0.006586102716906001	0.0004919225643560001	0.17572829377328902	0.0007495460211870001	2.3057024182977594e-05	0.086935745470127	0.049823924840541	0.0059150681455070004	0.447316273519669	0.029324818668740003	6.557524306726065e-05	0.077481521787092	0.0018424404021330002	0.000133955443189	9.581978852631388e-08	7.893601102867003e-06	7.11810040164478e-20	6.960143081688713e-20	0.00019999979041700002	9.928613381122368e-05	0.12292345025567401	0.032375232912205	0.030725472914799004	0.00011805421061500001	0.007028186536620001	9.58489003845486e-08	5.6869356524061854e-05	7.896591526950629e-05	0.011240511923702	2.130676788903084e-05	9.582971271412659e-08	0.034888434561754	0.087636423875263	7.749020799613322e-07	0.10044505148582701	0.012362796407056	0.00019999966088800003	0.0028926141026	0.0058153809309760005	0.005038134438552001	0.00011446738627700001	1.039178217287851e-05	0.00019654905643100003
363.0.	0.006069561602578001	0.0048559510339610005	6.0471151052594746e-05	0.002252213386459	9.94076741621053e-08	0.08914057390711101	0.012585325198443001	0.003370577516031	0.012450620687777001	0.00018967161516100003	0.005493842550729	0.000506961368379	0.15955616972830902	0.0007870924413540001	2.539763559899786e-05	0.095260899367821	0.049833647887098	0.005915029414462001	0.44731115284887	0.026686798950602	5.2947605504331014e-05	0.085486314834435	0.001882015630205	0.000173414191748	9.939246952075914e-08	8.896999780885148e-06	3.8895071252736606e-20	3.828375837186073e-20	0.000199999862316	0.00010211829802900001	0.113479170434214	0.029014935872690002	0.031819301236446	0.000116655087036	0.005883978589034	9.94162466732562e-08	5.555752730282691e-05	8.174161026105744e-05	0.011307023394161	2.2889484715247243e-05	9.939970564660655e-08	0.035551317019604005	0.08833556859541601	8.056554528403211e-07	0.11521904238079601	0.011663620933530001	0.00019999977722400002	0.0024174194799740003	0.0064166617070970005	0.0038735009093350003	0.00011303852790600001	1.175810152682449e-05	0.00019707963577900002
374.0.	0.0058816333693560005	0.005084636808279	5.879327011996037e-05	0.001912441477294	1.055589643453759e-07	0.09456840387084801	0.012948815700749001	0.002544112827243	0.011794223283206002	0.00023615473839000003	0.004670036386713	0.0005073749729210001	0.14391503511053402	0.0007708738637790001	2.6106380782493014e-05	0.10309622652891601	0.049838571466885	0.005912500861701001	0.44730094390193503	0.022807838265907	4.446578146504969e-05	0.08839449977791601	0.0019080026461550002	0.000211259704087	1.055466268043786e-07	9.476183650353036e-06	2.1704599148180227e-20	2.2000792055188938e-20	0.00019999990955	0.000106591450693	0.10575926159448701	0.02466324150906	0.030740997014661004	0.000113667597332	0.0050488449304650004	1.055653966710571e-07	5.400468621733428e-05	8.564070640226684e-05	0.011345061589942002	2.2946864675908013e-05	1.055520542066604e-07	0.033930688272439	0.08967756452938301	8.563134662325927e-07	0.12596126137275301	0.01032157434155	0.000199999853649	0.0020725079651250002	0.006965804228007	0.002955366844496	0.0001103300838	1.2985529967520752e-05	0.00019681333048100002
385.0.	0.005738818350744	0.005089712647488	5.7485498242580205e-05	0.001722525311472	1.1188740421836939e-07	0.09840050694151001	0.01317246380292	0.0020304197138570003	0.010650632613074001	0.00026856037179800004	0.004207247482201	0.0004972125301340001	0.13252537122535402	0.000713970544595	2.5095974745478475e-05	0.108170537361834	0.049839787327455004	0.0059092842936320005	0.44728988832862504	0.019104303706840003	4.011576182600589e-05	0.08753292173217801	0.0019146294089290002	0.000235802688858	1.118774614061921e-07	9.536772594530721e-06	1.452289074423545e-20	1.5270037724210602e-20	0.00019999994058000003	0.00011095368875500001	0.100870512901819	0.02070763807077	0.028191588363741003	0.000110388398368	0.0045982116236300006	1.118926849125247e-07	5.2764714101970154e-05	8.916550374710857e-05	0.011364009981662001	2.1702396116609403e-05	1.1188191096419699e-07	0.030893049410381002	0.091143301597415	9.074028449372578e-07	0.131560890100087	0.008855786184140001	0.00019999990385600002	0.001887510139544	0.007318140926324001	0.0024051637680540003	0.000107382304556	1.371382968573208e-05	0.00019619928714200002
396.0.	0.0056194834600250005	0.004934110459809	5.674328935141075e-05	0.001668488596796	1.166201862750817e-07	0.10013303987013401	0.013223863481673	0.001801391285555	0.009409722065758	0.000276805974536	0.0040725128906140004	0.00048113195779100003	0.12627919275777702	0.0006393491259580001	2.2927675717428764e-05	0.109947354694505	0.049838762780016005	0.005906492797915001	0.44728059242330104	0.016313013596674	3.9219714623393886e-05	0.08460785571966001	0.001903038901864	0.000240249030875	1.1661180265723061e-07	9.242943438696839e-06	1.237949948592589e-20	1.3488311102840539e-20	0.00019999996096400002	0.00011405989698100001	0.098843245045047	0.017840831067614003	0.025097564736591003	0.000107676302379	0.0044970874356840005	1.1662505477006579e-07	5.1999224220439736e-05	9.140904317922191e-05	0.011375129462438	1.9738145599972623e-05	1.166158920155881e-07	0.027438824325551003	0.092374696850002	9.4494569170495e-07	0.132639166858133	0.007624353388705001	0.000199999936839	0.001847710685665	0.007433595257685	0.002181289717834	0.00010489111749100001	1.3924397031561532e-05	0.000195615218663
407.0.	0.0055310288404340005	0.0046877361524410004	5.6526792922763426e-05	0.0017388763407090002	1.1893183610445909e-07	0.09989030049474401	0.013117584431822002	0.001813969711777	0.008363108145104001	0.00025907941154700004	0.004237381818175	0.00046313392921100004	0.12530117953494002	0.000567743621503	2.0350588007912343e-05	0.108814464761984	0.049836866160257	0.0059048112437760005	0.44727454001881306	0.014721895794584001	4.149073342902898e-05	0.08050800285192501	0.0018778705376490002	0.00022419953094400001	1.1892419877773159e-07	8.775924092871205e-06	1.3492819145268571e-20	1.516769198685356e-20	0.000199999974356	0.00011545233339400001	0.099664332756073	0.016340042420201	0.022228232337048	0.00010592025372300001	0.004721109115266	1.1893691709434979e-07	5.168984945670599e-05	9.209357581740529e-05	0.011387156970505002	1.7643318555287973e-05	1.1892844845010279e-07	0.024366903606946003	0.093181761599432	9.626228124123503e-07	0.12975143220455101	0.006817270962155001	0.00019999995850700003	0.0019435371776930002	0.007333246949934	0.002242427005015	0.00010323232619700001	1.3727203511002581e-05	0.00019530023686600002
418.0.	0.005507797170181	0.0044041701111770006	5.6766810568196864e-05	0.001936772446753	1.186790835817849e-07	0.097936119861722	0.012885941228563002	0.0020716344280970003	0.007693692332374001	0.00022118867114700002	0.004707628969210001	0.000446728507705	0.129870296155528	0.000513551973533	1.7993549928723563e-05	0.10532097903028001	0.049835255800407006	0.005904788123572	0.44727275010842704	0.014493708608812002	4.7193866230796105e-05	0.075445607500067	0.0018447991051380001	0.000192648690339	1.186714023651425e-07	8.242384791566642e-06	1.8399356345070452e-20	2.121189874425286e-20	0.000199999983153	0.00011509933327500001	0.103542380304648	0.016397624747345	0.020129502765862003	0.000105284035769	0.005282492637566001	1.1868507339395208e-07	5.1812102027574274e-05	9.132041011521898e-05	0.011405679726861	1.5873422873382583e-05	1.186763930396381e-07	0.022245961522615	0.093456928309276	9.594721913694026e-07	0.12289292225360302	0.006542107402932	0.00019999997274100002	0.0021810370186330003	0.0070602999814680005	0.002606322047001	0.000102625812989	1.3212083292486821e-05	0.00019539823463900002
429.0.	0.0056029080907870005	0.004121626186447	5.7468765177980344e-05	0.002267038080652	1.1601979037746251e-07	0.09441954985970301	0.012569761988992002	0.002624821502868	0.007526516728628	0.000174335152063	0.005493963857484001	0.00043561594209700006	0.14036699787790402	0.000486358711769	1.6318297800527492e-05	0.099819376782856	0.049834945159064004	0.005906997961505	0.447276181106584	0.015850827691551002	5.682772945792171e-05	0.06944881866676801	0.001810420197687	0.00015444993881900002	1.1601116801693969e-07	7.684141127646116e-06	2.997423135527195e-20	3.511844146013583e-20	0.000199999988932	0.00011313774929700001	0.11066244904014501	0.018296143874361	0.019212837346367	0.000105922476265	0.006191655879634	1.1602763688362181e-07	5.2413273784363976e-05	8.93245917114834e-05	0.011434421372619	1.4776407535904172e-05	1.160176947787086e-07	0.021524889476242003	0.093099613788126	9.368201822087835e-07	0.11185426656383601	0.006899444576091001	0.00019999998209300002	0.0025650777735500003	0.0066567050083420004	0.0033449198843760004	0.000103283037364	1.240958857321947e-05	0.00019602234767
440.0.	0.005859842303519	0.003879766520036	5.8694949012240094e-05	0.0026880424699380003	1.1123026940499809e-07	0.08955547435411601	0.012231234459218001	0.0034897702920150004	0.007965458387739	0.00013251383555600002	0.006500530579806	0.00043431234980700006	0.156024038440004	0.000493663656426	1.5695400938944112e-05	0.092756358494144	0.049836854129803	0.005911897343309	0.447285490703458	0.018973520661304002	6.961324594991152e-05	0.063392165881664	0.0017836623505850001	0.00012075177919500001	1.112196424722005e-07	7.139663017664106e-06	5.287608998195427e-20	6.174333415831514e-20	0.00019999999272900002	0.00010976702928200001	0.120128088385722	0.022213216071189	0.019830541297453	0.00010802349004200001	0.007312750013994	1.11241110528344e-07	5.3581274806449603e-05	8.636613394485695e-05	0.011476382350953001	1.4662091947285541e-05	1.112286751797753e-07	0.022598075178413002	0.092028128087174	8.969702948568113e-07	0.09792778971885101	0.007970970126931001	0.00019999998823600002	0.0030362009028760003	0.006168523895717	0.0044621693997850004	0.00010539613118000001	1.1353548330044183e-05	0.000197265179487
451.0.	0.006220003435534	0.003754074577366	6.032667742894306e-05	0.0030469486931040003	1.050430355797509e-07	0.08446547341365601	0.011971356139053	0.004436025964689	0.009029468119411	0.00010815316592500001	0.007370624988422001	0.00044707995454500003	0.172582194146115	0.000540011458026	1.6415580396222322e-05	0.08584685985162101	0.049841558045807005	0.005918989691422001	0.44729936401910003	0.023390381287413	8.040548737375217e-05	0.060250487078213004	0.0017751318217750001	0.00010193768195300001	1.0502950691766958e-07	6.751796164086074e-06	8.510505208672084e-20	9.544763901447993e-20	0.000199999995223	0.00010548315385200001	0.12842499386212702	0.027349869537362	0.022134839522853	0.000111462524078	0.008181060475136	1.050571377597637e-07	5.5198617961000644e-05	8.290873749658108e-05	0.011532528930540001	1.57685659460324e-05	1.0504131008184929e-07	0.025564529450707002	0.09038106277023601	8.462614192341867e-07	0.086601106452191	0.009618086152744001	0.000199999992271	0.0033937518147530003	0.005704912288627	0.005582898255883001	0.00010874312507100001	1.02693571124918e-05	0.00019905986290700002
462.0.	0.006457846987846001	0.0038581539286980005	6.173363390401805e-05	0.003133493897956	9.931463943756769e-08	0.08151592549459301	0.011900935954853	0.0049365544119270004	0.010469084906127002	0.00010687883744600001	0.007598027856202	0.00047275100036300004	0.18230705596504002	0.0006186390596140001	1.8485110936662654e-05	0.08240640219014901	0.049848515995455006	0.005925797160467001	0.447312437937596	0.027429882011252002	8.115666252897552e-05	0.063510032697878	0.001790211950297	0.000103248161846	9.929833523575786e-08	6.801245915639332e-06	1.031669960911137e-19	1.080453417481926e-19	0.000199999996862	0.00010156578229300001	0.130895293008325	0.031452656516817	0.025654957572625002	0.00011517817248700001	0.008257725387191	9.932983671315025e-08	5.6617490678988404e-05	8.000309524666225e-05	0.011597053693841002	1.8000562377004452e-05	9.931111523670313e-08	0.029667452293234003	0.08874581722689201	8.003882808632129e-07	0.08508790990557101	0.011253377569226002	0.00019999999492300002	0.0034144777207250005	0.005486034020451	0.005994802339134001	0.00011215141431600001	9.682478332342548e-06	0.00020097125733
473.0.	0.006406837814842001	0.0042206435742130005	6.2072664958273e-05	0.0028789418149900003	9.653119121172521e-08	0.082458372115256	0.012064601102165002	0.004643826948339	0.011738172521992002	0.000127737138263	0.007000425293858001	0.0005008943815190001	0.179532553017127	0.000703905691821	2.1362945789153483e-05	0.08466177754232501	0.049855633353658	0.005929175880838001	0.44731804773838	0.029096943594004002	7.127661556520227e-05	0.072546904737639	0.001823601915055	0.000123964315462	9.651377603983325e-08	7.452623189246131e-06	8.496651021927096e-20	8.448908403817364e-20	0.00019999999793800002	9.979882136521367e-05	0.126244360623808	0.032509958030997	0.029131331033032	0.000117440114167	0.007501115920937	9.65443685984894e-08	5.6991906040356236e-05	7.903514975596486e-05	0.011655789696661001	2.0668541365123092e-05	9.652488385631403e-08	0.033315453629463004	0.08786601204458201	7.795178114820775e-07	0.09442812346693201	0.012133203622006001	0.00019999999666400002	0.003091558355298	0.005675626838435001	0.0054458177644540005	0.00011400669213900001	1.0026224357476882e-05	0.00020234578582000001
484.0.	0.0061841955827810005	0.004671111781956	6.114520972371433e-05	0.0024505747304090003	9.80013287437297e-08	0.086718702151199	0.012402306741783001	0.0037937047222240004	0.012317305339439	0.000165828893264	0.005972086568642	0.0005194838467520001	0.16653476670171002	0.0007615180878980001	2.4039164126344803e-05	0.09148206322269001	0.04986046274203	0.005928247131448	0.44731437048647804	0.027748626511515002	5.8381438397623924e-05	0.081875423665048	0.001863001724225	0.000158781500429	9.798511692666406e-08	8.431216098335404e-06	5.143401013965333e-20	5.0558566258440973e-20	0.00019999999864500002	0.000101106582748	0.11760941795610101	0.030402744836884002	0.031151778484147002	0.00011723071250200001	0.0063892013236230005	9.801131499503888e-08	5.614676456030237e-05	8.060701318753483e-05	0.011694327169791002	2.2733965312004163e-05	9.799353727833344e-08	0.035071792996429	0.088065834007663	7.933935008776873e-07	0.108666856135187	0.011933367783235001	0.000199999997808	0.00262739076348	0.006176031724386	0.004377243999063	0.00011360118332700001	1.114791147101788e-05	0.000202778722312
495.0.	0.005971263828052	0.004988170211248	5.957039922486409e-05	0.002064536114102	1.0289374384476998e-07	0.092102820357014	0.012777796993844001	0.0029013072348780004	0.012043811536716001	0.00021114327714700002	0.005038537424467001	0.000524015427801	0.15076866571463401	0.000770330886862	2.5499021112702272e-05	0.09949027570426701	0.049861835833187006	0.005924450812315	0.44730462079641903	0.024444617751849	4.825507422955433e-05	0.086987757910838	0.0018948257524900002	0.000197677201404	1.0288012178889989e-07	9.204526746521481e-06	2.849208035979477e-20	2.854734598150886e-20	0.00019999999911000002	0.00010474715849600001	0.10920496215014201	0.026523611501840003	0.031065236236011002	0.00011496224743400001	0.005427023087855001	1.029011556998338e-07	5.469582027478937e-05	8.393834955195747e-05	0.011707623458485	2.344612299975209e-05	1.0288637035177738e-07	0.034498705384989004	0.08911009779831901	8.343141753669627e-07	0.12109612310520901	0.010889063071905	0.00019999999856	0.00222887669546	0.00673808139752	0.0033579151307270004	0.000111481260303	1.2436152369240501e-05	0.000202339341642
506.0.	0.0058106849320110005	0.0050873918588710005	5.8099077987534264e-05	0.0018130018902550002	1.090499029336863e-07	0.09659723571431601	0.013061328841174	0.0022617575671900004	0.011130357184463001	0.000249612042296	0.0044274285561200005	0.0005166371462830001	0.137697853469526	0.000732847060579	2.5288342241769032e-05	0.105733830321103	0.049860087532505	0.005919640744511	0.447293002399673	0.020711028902554003	4.221819738562718e-05	0.087733571301027	0.0019100101568650001	0.000228495186445	1.0903888192236458e-07	9.491509171723794e-06	1.763341420376021e-20	1.825701283701443e-20	0.00019999999941500002	0.00010906601289900001	0.10316457652669601	0.022444469245156	0.029203385371769003	0.000111835547566	0.004816741701545	1.0905575111128129e-07	5.332613604054226e-05	8.756952282914368e-05	0.011701241527125001	2.2726851189356882e-05	1.0904380904482029e-07	0.032131622741196006	0.090504801194407	8.844553200369219e-07	0.128842264022133	0.009494309534672	0.000199999999054	0.00197740513977	0.007168329811480001	0.002658041170434	0.000108671699636	1.3376645054055322e-05	0.000201406530823
517.0.	0.005681492671175001	0.005001253961052001	5.7111046070932316e-05	0.0017002182536620001	1.144105712570729e-07	0.09923088125835201	0.013188357582591001	0.0019146663927840002	0.009948778231090001	0.00026887997757600005	0.004151009969996	0.000501675990612	0.129302142438134	0.0006676907888600001	2.367994542489731e-05	0.108940954799492	0.04985632397589	0.005915118238292	0.447282506312893	0.017566055372810002	3.9820416690744865e-05	0.085751696123689	0.0019066629498820003	0.000242002392973	1.1440145695890491e-07	9.354019703009007e-06	1.3504305953685109e-20	1.448447131691047e-20	0.00019999999961600002	0.000112649028119	0.09990794472563201	0.019144662013603	0.026397091291189	0.00010890411253500001	0.0045629048311070005	1.1441568370871679e-07	5.2361227967438155e-05	9.033231577637799e-05	0.011685570234772001	2.102330621027643e-05	1.1440575510986479e-07	0.028913086446134002	0.09182242793694201	9.273670303450623e-07	0.131889621329033	0.008176639880427	0.00019999999937800003	0.0018740762930730002	0.007382794123184	0.002296658795755	0.000106011880879	1.3808784003347901e-05	0.00020038771677200002
528.0.	0.005577815582033001	0.004796659528346001	5.66592619124841e-05	0.001712868535609	1.1774848070390559e-07	0.099870903521088	0.013153770538452	0.0018195302860200002	0.008831159333942	0.00026337436638000004	0.004177047718787	0.00048328183747300003	0.12597448585851	0.000596386559553	2.1340036408070693e-05	0.109120726888123	0.049851779131953	0.005911661622731001	0.44727486489357304	0.015470972414759001	4.060241924646847e-05	0.08227093900054601	0.001887907913713	0.00023493113294300002	1.177404630884524e-07	8.970118113030138e-06	1.314683542309873e-20	1.4566511328025578e-20	0.00019999999974700002	0.00011475132790800001	0.09941847875859801	0.017060286799792	0.023474996053152	0.000106747208368	0.004634601065719	1.1775351166954979e-07	5.185188263242171e-05	9.168336020201105e-05	0.011670091688187001	1.893623045414092e-05	1.177446774965358e-07	0.025719412563910003	0.092805907287201	9.534879594319565e-07	0.13085364328196	0.007193134409239001	0.00019999999959100003	0.0019062559011360002	0.007376460273708	0.002228453758109	0.00010400529251800001	1.3793621372603712e-05	0.000199573448598
539.0.	0.005521354482998	0.004533226814805	5.668189322385165e-05	0.001847610948267	1.1863688110731109e-07	0.09873094504584301	0.012982054232878001	0.001957975460956	0.008002676264983001	0.00023536811047800003	0.004496250080168	0.00046503126661600003	0.12790492195671402	0.0005357524641510001	1.8939768936252144e-05	0.10676418504983001	0.04984754907016101	0.005909803510468	0.44727112971471505	0.014626647369830001	4.457562053670902e-05	0.077780610992265	0.001858861685289	0.00020992980850000002	1.1862918545774369e-07	8.47775517783333e-06	1.610142258743234e-20	1.833475726673366e-20	0.000199999999834	0.00011516411344100001	0.10180128898594301	0.016402043774264	0.021065633354340002	0.000105611926642	0.005027642272757001	1.1864246807501239e-07	5.177154297687401e-05	9.15641275466272e-05	0.011661238634647	1.698042383958498e-05	1.186338472765896e-07	0.023203600219412	0.093318404877648	9.596332427847292e-07	0.125983178582895	0.006680630673508	0.00019999999973100002	0.002072949993393	0.0071829872335370006	0.002442901653772	0.00010292760957700001	1.3432051377973671e-05	0.000199137507699
550.0.	0.005555451450826	0.0042546324760930005	5.7147393088277735e-05	0.002109942940423	1.171117483144233e-07	0.09601369543233201	0.012708816761705	0.00235898292372	0.007607864745679001	0.000193369894738	0.0051204084506090005	0.00045036748996400006	0.135451406386861	0.0004970940585730001	1.699793057013561e-05	0.10230926748867701	0.049844578748946	0.00591004437087	0.44727216393776303	0.015217822011974	5.2147663313020817e-05	0.072356632312706	0.0018254517301620002	0.00017414031614100003	1.171035568522885e-07	7.944750497130244e-06	2.4009116622679476e-20	2.789483818010856e-20	0.00019999999989100002	0.00011395447951600001	0.107278706367969	0.017399567583258002	0.019623378047304	0.00010564411385800001	0.005757537254647001	1.1711868803292299e-07	5.21317687836618e-05	9.015287530223254e-05	0.011662985491131001	1.5543080546566775e-05	1.1710933233170559e-07	0.021849014150416003	0.09326188583609	9.462048404417739e-07	0.11712121151486	0.006737163143469001	0.00019999999982300002	0.002381436674075	0.006844647001683001	0.0029868928967570004	0.000102982205589	1.2780107217218771e-05	0.000199195010987
561.0.	0.005730086083713001	0.003997121046728	5.8096856738554965e-05	0.002485549953876	1.1338531363930758e-07	0.09186164481681	0.012383348639571001	0.0030642876552700003	0.007757260758429	0.00014982943413200002	0.006016299685378	0.000443262120408	0.148528453103592	0.000488537932405	1.591010322091549e-05	0.09609323895360901	0.049843724434881005	0.005912872353361001	0.44727873585120503	0.017462182915575	6.331791715722602e-05	0.066362200712827	0.0017952051257230002	0.000137697616741	1.133756624210901e-07	7.404625154901547e-06	4.066203538692945e-20	4.75626743507926e-20	0.00019999999992800001	0.000111285461802	0.115587157972801	0.02030926798763	0.01951771641365	0.00010701821011900001	0.006774445575679001	1.133946485459421e-07	5.300661326582113e-05	8.76900257484903e-05	0.011678183609676	1.494158278615922e-05	1.1338343242857109e-07	0.022066301382114	0.092542041902841	9.149588767491152e-07	0.10464652552474601	0.007457038322681001	0.00019999999988400003	0.00281008302467	0.006402688729070001	0.003911432818018	0.00010437546039200001	1.1861136032128682e-05	0.00019984336035100002
572.0.	0.0060448571166290006	0.003814781140288	5.9525380057124935e-05	0.002879105502841	1.0790941392993429e-07	0.086869091774097	0.012086081580963	0.003981170335047001	0.008518721448097	0.00011791213259700001	0.006962805946464001	0.00044815854660700005	0.164741666959273	0.000516193485803	1.6001920691975944e-05	0.08909499003307801	0.049845671397617	0.005918302801341001	0.44729061476144005	0.021262251199999003	7.531698414977609e-05	0.061684468413833	0.001777986714188	0.00011155538316400001	1.0789730706321178e-07	6.94019943819545e-06	6.836946169753922e-20	7.828310931221155e-20	0.000199999999953	0.000107468510974	0.12457215299789601	0.024888723382761	0.02101166124289	0.00010980078295200001	0.007781848634635001	1.079219420501003e-07	5.440403981019361e-05	8.45051446947636e-05	0.011708619744236001	1.545064298672708e-05	1.0790776955182459e-07	0.024122801309443002	0.09116979146817901	8.697694727336657e-07	0.091839361066664	0.008829333946747	0.00019999999992300003	0.0032299878754870003	0.005927651779207	0.0050517965095800005	0.0001071280015	1.078924420692488e-05	0.000201103226019
