time	atp	fbp	phos
24.0.9.0	0.045234819281584	36.768276593005766	0.42213404027187
25.0.2.0	0.045235620173672005	37.19935880974008	0.42198354133665905
25.0.5.0	0.045236405758226	37.63044598532598	0.42183652717670406
25.0.8.0	0.045237176450929006	38.06153802527957	0.42169287814036405
26.0.099999999999998.0	0.045237932653566	38.492634837677016	0.42155247999246903
26.0.4.0	0.045238674754535003	38.923736333068945	0.42141522361119305
26.0.7.0	0.045239403129331	39.354842424397994	0.421281004705067
27.0.	0.045240118141021	39.785953026919465	0.42114972354858005
27.0.3.0	0.045240820140705004	40.21706805812489	0.421021284734967
27.0.599999999999998.0	0.045241509467955	40.64818743766829	0.42089559694488704
27.0.9.0	0.04524218645124	41.07931108729537	0.42077257272981605
28.0.2.0	0.045242851408341	41.510438930775145	0.42065212830907306
