time	APC	HC	HC3	HC36	HC5	HC53	HC536	HC56	LC	LC_APC	Va	Va3	Va36	Va36_APC	Va3_APC	Va5	Va53	Va536	Va536_APC	Va53_APC	Va56	Va56_APC	Va5_APC	VaA3	VaA36	VaA53	VaA536	VaLCA1	VaLCA1_APC	Va_APC
120.0.	3.546913403708924e-10	1.439440974503855e-10	1.475359286780878e-12	5.588286611048403e-16	1.8943204398113372e-10	2.2176022315155686e-11	5.6536584249087426e-14	2.958097911706226e-13	3.403145154382903e-10	1.706591279924652e-11	1.507676515468074e-08	2.841315328619741e-10	1.260362736491227e-13	7.920255414431553e-15	1.740795047027e-11	1.201036935594875e-07	1.3786400859481852e-08	4.8738135045756524e-11	4.731667709002828e-12	1.2244646701267163e-09	2.807873324651175e-10	1.7003425295241678e-11	5.988696257099784e-09	2.6189284761897344e-09	9.928362291919248e-13	3.97808812266831e-08	1.0201607951667492e-10	4.0433734214635804e-08	2.069084403982895e-09	3.068464518905161e-10
132.0.	3.5469134037089234e-10	1.466893954521086e-10	1.5275773713346061e-12	5.821126796630331e-16	2.141064240870525e-10	2.500152309605803e-11	6.686694210002723e-14	3.5610726615138714e-13	3.6921254287781993e-10	1.853593344966504e-11	1.16846734217792e-08	2.243386960084143e-10	1.005452656908082e-13	6.2264276171162426e-15	1.358041334556505e-11	1.188936279007381e-07	1.358441377338117e-08	5.131488813491227e-11	4.9219111815912666e-12	1.197010692500478e-09	3.032651902613989e-10	1.79567618785821e-11	5.84336487035861e-09	2.7054401811411892e-09	1.031708683978046e-12	4.4729085132845035e-08	1.203095379140362e-10	4.5243744381924015e-08	2.312122178660238e-09	2.378096718267369e-10
144.0.	3.546913403708921e-10	1.4881650829411281e-10	1.568798349525371e-12	6.006644578563768e-16	2.384646982371705e-10	2.777950569422697e-11	7.769700723930012e-14	4.2088177188117107e-13	3.9717050324189653e-10	1.995818677671769e-11	9.055762196053504e-09	1.7716495176761552e-10	8.005660952359319e-14	4.892877558687316e-15	1.059656713831395e-11	1.1707677485032949e-07	1.333017293995485e-08	5.3589148815785403e-11	5.089060123449495e-12	1.167319390891096e-09	3.24180658090169e-10	1.883165198270161e-11	5.68979464261324e-09	2.77238616505477e-09	1.062163123558741e-12	4.95763236691027e-08	1.394329549961218e-10	4.993979603550793e-08	2.549408916769211e-09	1.8430535045679291e-10
156.0.	3.546913403708921e-10	1.504644915157619e-10	1.601374305023742e-12	6.154343559367272e-16	2.6239952110889344e-10	3.05012386868534e-11	8.896850978274941e-14	4.898119939444743e-13	4.2421215895782174e-10	2.133386259679399e-11	7.018324917978287e-09	1.4021414607716561e-10	6.377536010799272e-14	3.848394715444563e-15	8.27593590386372e-12	1.148195907331547e-07	1.304258442109706e-08	5.56004532033177e-11	5.235969452718924e-12	1.1363864766612392e-09	3.435494660776328e-10	1.963101057552623e-11	5.5312333479164395e-09	2.8238642219936653e-09	1.0858616990587411e-12	5.430669246439162e-08	1.592780596506247e-10	5.451055126846464e-08	2.780369339270327e-09	1.4283886885745673e-10
168.0.	3.5469134037089203e-10	1.517411161874991e-10	1.627196849926788e-12	6.272120518839964e-16	2.8583376882953894e-10	3.316131607984455e-11	1.006307141162213e-13	5.625815188133868e-13	4.503629935205481e-10	2.266424387124277e-11	5.439286965542968e-09	1.114285318176518e-10	5.095053208637519e-14	3.0336407804730692e-15	6.474412089646796e-12	1.122500616763324e-07	1.273523405918308e-08	5.738235539595778e-11	5.365020294037763e-12	1.104919713043753e-09	3.614025694119625e-10	2.035794010420218e-11	5.370150571695926e-09	2.8631707798150245e-09	1.1041843102556741e-12	5.891012831343787e-08	1.797498300829949e-10	5.894948123863409e-08	3.004671869012063e-09	1.1070185587742829e-10
180.0.	3.5469134037089193e-10	1.5272990739448792e-10	1.647769421488961e-12	6.366408673700887e-16	3.0871353337831654e-10	3.575671316740987e-11	1.1263924683040321e-13	6.38881513067572e-13	4.756494161202031e-10	2.395066464226544e-11	4.215513927052991e-09	8.910204089930366e-11	4.0919090254286685e-14	2.4001959819035574e-15	5.077961743706843e-12	1.0946639366613739e-07	1.2417810018883539e-08	5.896306564892159e-11	5.4781996808273756e-12	1.0734178967348652e-09	3.7778183609295945e-10	2.1015648048905506e-11	5.20841441082523e-09	2.892928364447757e-09	1.118255145759216e-12	6.338078152893081e-08	2.0076448795295932e-10	6.325343645044517e-08	3.222156186032166e-09	8.579529172512968e-11
192.0.	3.5469134037089193e-10	1.534955991757015e-10	1.664277275844318e-12	6.442376309031335e-16	3.310027001248753e-10	3.828609645135123e-11	1.2495507042708661e-13	7.184126209403079e-13	5.00098204417131e-10	2.519448053963965e-11	3.267075409312551e-09	7.185089000958997e-11	3.311886278298581e-14	1.9091154456022e-15	3.996908155084232e-12	1.0654374626300349e-07	1.2097158587007011e-08	6.036619887096399e-11	5.577171878562126e-12	1.04222852951677e-09	3.927367434633398e-10	2.160738478767345e-11	5.047428363216152e-09	2.91520774367138e-09	1.128978022029253e-12	6.771582296170935e-08	2.222477432928078e-10	6.742162592542396e-08	3.4327815012716453e-09	6.649241114810405e-11
204.0.	3.5469134037089193e-10	1.540883621898927e-10	1.6776494964131752e-12	6.504133697351813e-16	3.5267875208957324e-10	4.074932146066984e-11	1.3754361221261232e-13	8.008862638251839e-13	5.237361172662829e-10	2.639704825967374e-11	2.532024408961699e-09	5.856869797342465e-11	2.708554322154117e-14	1.529392422421509e-15	3.161034962858241e-12	1.0353945016854839e-07	1.177806228615266e-08	6.161151637099551e-11	5.663339524356522e-12	1.0115898247942861e-09	4.0632185496086406e-10	2.213639712933074e-11	4.888237365692387e-09	2.9316356190927884e-09	1.137072714868341e-12	7.191457287581035e-08	2.441333050802304e-10	7.145488920459327e-08	3.6365896681049922e-09	5.153245176877144e-11
216.0.	3.5469134037089193e-10	1.54547080224771e-10	1.6886113609398069e-12	6.554925269617205e-16	3.737295247056059e-10	4.314706869267898e-11	1.503740401878472e-13	8.860254837434143e-13	5.465896285608321e-10	2.755971143962195e-11	1.9623512632629543e-09	4.8379398950805624e-11	2.244245328209323e-14	1.236520403152181e-15	2.515531278336485e-12	1.004970497987961e-07	1.146381034731636e-08	6.271560236400595e-11	5.73789453565944e-12	9.816612462059821e-10	4.185949000179383e-10	2.2605893919126498e-11	4.731609923225654e-09	2.943485355000867e-09	1.143108495742071e-12	7.59778667670841e-08	2.663616427893019e-10	7.535517795864851e-08	3.833678914721495e-09	3.993830778280022e-11
228.0.	3.546913403708918e-10	1.549018895441529e-10	1.6977273152470169e-12	6.597297521522343e-16	3.9415069701544125e-10	4.548058062037951e-11	1.634186695579044e-13	9.735654405167372e-13	5.686847472515859e-10	2.8683791083461247e-11	1.5208479139141723e-09	4.059390799369302e-11	1.8887831168045092e-14	1.0112335003532269e-15	2.017704673592652e-12	9.7449435260809e-08	1.1156615304199091e-08	6.369245127088939e-11	5.8018596306019444e-12	9.525456765844362e-10	4.2961531993617996e-10	2.301902093343906e-11	4.578101710443222e-09	2.9517513457439e-09	1.1475333390637881e-12	7.990759487197174e-08	2.8887897055969274e-10	7.912518754716505e-08	4.024185174449343e-09	3.095271059748089e-11
240.0.	3.5469134037089193e-10	1.5517614692260232e-10	1.7054355992109088e-12	6.633240390506527e-16	4.139438534028966e-10	4.775147239470074e-11	1.76652480745099e-13	1.063253647404842e-12	5.90046898551527e-10	2.977057922007238e-11	1.178677674269479e-09	3.467273589183061e-11	1.618211519280565e-14	8.384451033233885e-16	1.6343534845124692e-12	9.442126864243475e-08	1.0857916293794961e-08	6.455396128824458e-11	5.85612167940126e-12	9.243054922405426e-10	4.394431734846622e-10	2.3378842908905047e-11	4.428104815615583e-09	2.9572089096935733e-09	1.150698471224495e-12	8.370636859722355e-08	3.1163642111815923e-10	8.276809577854019e-08	4.208268847966293e-09	2.3988768068665738e-11
252.0.	3.5469134037089193e-10	1.5538795490368173e-10	1.712075810284575e-12	6.664303454250167e-16	4.3311498729371367e-10	4.9961596137415966e-11	1.900527300266544e-13	1.154850010613354e-12	6.107008484649807e-10	3.0821334851100405e-11	9.134917700807433e-10	3.0194907315103116e-11	1.4136381342016431e-14	7.063756145122398e-16	1.339685823316464e-12	9.143086342138716e-08	1.0568599343346822e-08	6.531033988351687e-11	5.901458192567612e-12	8.969742064690746e-10	4.4813831993257385e-10	2.368833103870492e-11	4.2818858590280294e-09	2.9604619663074263e-09	1.152878528883369e-12	8.737727947767373e-08	3.3458937709710074e-10	8.62873782535786e-08	4.386105446028535e-09	1.859163182213541e-11
264.0.	3.5469134037089193e-10	1.555513438994263e-10	1.7179106650012418e-12	6.691689870815731e-16	4.516733471898216e-10	5.211294411976168e-11	2.035986356363052e-13	1.2481267230908599e-12	6.306706588865335e-10	3.183728151519118e-11	7.079696362110612e-10	2.683270519132062e-11	1.2602370743829581e-14	6.058475155546976e-16	1.1136821648250841e-12	8.849164006917428e-08	1.0289157046271791e-08	6.597043151585611e-11	5.93855818424368e-12	8.705648957099522e-10	4.5575981579563483e-10	2.3950354646355877e-11	4.139615490444482e-09	2.961980687595919e-09	1.154287849382384e-12	9.092372547125825e-08	3.576969303940527e-10	8.968667837495362e-08	4.557879002143954e-09	1.440878897255593e-11
276.0.	3.546913403708916e-10	1.556771883363212e-10	1.723143082186066e-12	6.716331445976196e-16	4.696305478253348e-10	5.420758010416122e-11	2.1727112448544152e-13	1.342868051428667e-12	6.499796641689241e-10	3.281960598813767e-11	5.486876292587141e-10	2.433145316058781e-11	1.1464164725908542e-14	5.297222752085025e-16	9.40812740694837e-13	8.561325323370584e-08	1.001980410016889e-08	6.654197934488534e-11	5.968038509814696e-12	8.450762914102061e-10	4.623654759643863e-10	2.4167676039924472e-11	4.001391206788446e-09	2.9621310690501915e-09	1.155093487818198e-12	9.434928619425691e-08	3.8092144421560333e-10	9.296971634043393e-08	4.723777460576592e-09	1.116703785298488e-11
288.0.	3.546913403708915e-10	1.5577391668312412e-10	1.727929540303147e-12	6.738948120092867e-16	4.86999886610198e-10	5.624759104821024e-11	2.3105262708022193e-13	1.438870045693526e-12	6.68650462673001e-10	3.376945777642041e-11	4.2524226641147564e-10	2.2493492435475852e-11	1.063138343970056e-14	4.724542735466775e-16	8.090360314264114e-13	8.280246442306906e-08	9.760560765541771e-09	6.703183242422707e-11	5.990456613379995e-12	8.204971792171465e-10	4.680115610318656e-10	2.434294777621491e-11	3.867254994384186e-09	2.9611980650570093e-09	1.155425534499287e-12	9.765763368963988e-08	4.042281966133368e-10	9.614022590540062e-08	4.883989471444104e-09	8.654643931921885e-12
300.0.	3.546913403708915e-10	1.5584806173388973e-10	1.7323904922480562e-12	6.760094822194634e-16	5.037958189953283e-10	5.823505350534491e-11	2.4492691047832003e-13	1.535940195071263e-12	6.867049186815839e-10	3.46879491602589e-11	3.295707251515352e-10	2.116556976930329e-11	1.003371097880902e-14	4.297395312487917e-16	7.090184972759132e-13	8.006381748020456e-08	9.511313043238147e-09	6.744610876446397e-11	6.006320458749677e-12	7.96809571220929e-10	4.727525612771298e-10	2.4478711740049428e-11	3.737206961591756e-09	2.9594036404012753e-09	1.1553852445063618e-12	1.0085246897249831e-07	4.275850882123791e-10	9.920191089957323e-08	5.0387021867833105e-09	6.7075104372125424e-12
312.0.	3.546913403708916e-10	1.559046870862852e-10	1.7366184696284873e-12	6.780198209133191e-16	5.200335568307749e-10	6.017201061263295e-11	2.5887894112593293e-13	1.633897046820715e-12	7.041641713943186e-10	3.557615561277017e-11	2.554242224616631e-10	2.022895759161889e-11	9.61653418806287e-15	3.98240295739348e-16	6.335276395392515e-13	7.740016124766548e-08	9.271855974152653e-09	6.779032320668487e-11	6.016096270282078e-12	7.739909890431342e-10	4.766410544544735e-10	2.457739957973156e-11	3.6112158653223924e-09	2.9569208280888574e-09	1.1550514155939978e-12	1.039374772606427e-07	4.5096240025811804e-10	1.021584157729098e-07	5.1880997674955005e-09	5.1984604254294e-12
324.0.	3.546913403708915e-10	1.5594771766933802e-10	1.740684380131812e-12	6.799585378074698e-16	5.357287618775865e-10	6.20604566876788e-11	2.7289477110670223e-13	1.7325698018782512e-12	7.210486486740944e-10	3.6435116472163344e-11	1.9795987745978602e-10	1.959174027699848e-11	9.337494681506082e-15	3.753697899942282e-16	5.769604215331514e-13	7.48130538313497e-08	9.041924713829125e-09	6.806948756052549e-11	6.020214582405977e-12	7.520161026806219e-10	4.797276197238134e-10	2.46413341450803e-11	3.489227231600292e-09	2.9538846622272345e-09	1.15448537586666e-12	1.0691629673849341e-07	4.743325920043484e-10	1.050133060840022e-07	5.33236239409875e-09	4.02893025843594e-12
336.0.	3.5469134037089147e-10	1.559801959072034e-10	1.744642395808734e-12	6.818506250550168e-16	5.508973129029566e-10	6.390232727817452e-11	2.869614427286928e-13	1.8317978972532918e-12	7.373780838949826e-10	3.7265835779767806e-11	1.534244010942009e-10	1.918280583885234e-11	9.163777757440488e-15	3.591243762676871e-16	5.349771575101216e-13	7.230307512870093e-08	8.821216758257773e-09	6.828818907772694e-11	6.019074990023113e-12	7.308579026343615e-10	4.820607940716702e-10	2.46727316557914e-11	3.3711696127499783e-09	2.9504006724622677e-09	1.153734875021992e-12	1.0979249711303349e-07	4.976701288539634e-10	1.07770056015657e-07	5.471665633567825e-09	3.1225319694367297e-12
348.0.	3.546913403708913e-10	1.560044801575254e-10	1.748533742994524e-12	6.837150982614287e-16	5.655551296077758e-10	6.569949308860195e-11	3.010669076699865e-13	1.931430584820476e-12	7.531715345891802e-10	3.806928321530637e-11	1.1890906669629812e-10	1.8947175985131288e-11	9.069990280694667e-15	3.479529774932573e-16	5.042175772132595e-13	6.987006819556241e-08	8.609407767802941e-09	6.845065205984836e-11	6.013049900187804e-12	7.104885340173615e-10	4.836870602484291e-10	2.4673704369827097e-11	3.25695940039396e-09	2.946551476310986e-09	1.152837113440036e-12	1.125695652249185e-07	5.209513349390314e-10	1.104320408174364e-07	5.606180055845673e-09	2.420066356560796e-12
360.0.	3.546913403708912e-10	1.560223988988653e-10	1.752389647822552e-12	6.855663528094751e-16	5.797180405972489e-10	6.745375673118648e-11	3.151999567451414e-13	2.031326502217449e-12	7.684474027785141e-10	3.884639512192423e-11	9.215932264035477e-11	1.884236972210533e-11	9.036499419822569e-15	3.406553063423095e-16	4.820800441783958e-13	6.75133259826483e-08	8.406162771074025e-09	6.856078675790343e-11	6.0024875455266355e-12	6.908798860113534e-10	4.846508603093954e-10	2.464626369997858e-11	3.146504527650641e-09	2.9424019086084263e-09	1.151821104299526e-12	1.152508958457842e-07	5.441542631764914e-10	1.130025328079409e-07	5.7360710307325866e-09	1.875648167572643e-12
372.0.	3.546913403708912e-10	1.5603536961681943e-10	1.756233607177828e-12	6.874152113538225e-16	5.934016851478632e-10	6.916685133978038e-11	3.293501597149699e-13	2.131353260036623e-12	7.83223455026697e-10	3.959807551990624e-11	7.142799545436883e-11	1.883559582404995e-11	9.04814503020161e-15	3.363032301602802e-16	4.665512461103627e-13	6.523173471614502e-08	8.211144013388189e-09	6.862222790209115e-11	5.987714388920146e-12	6.720040038861154e-10	4.849946241525617e-10	2.4592323441853387e-11	3.039707295686401e-09	2.938002980612978e-09	1.150709499607997e-12	1.1783978603240889e-07	5.67258582518403e-10	1.154846996643329e-07	5.861498640707148e-09	1.453718449380772e-12
384.0.	3.5469134037089116e-10	1.5604449135188392e-10	1.760083155622563e-12	6.892697398344625e-16	6.066214410991588e-10	7.084044059459814e-11	3.435078115835944e-13	2.231387029095453e-12	7.97516843155485e-10	4.032519715619683e-11	5.5361015774741376e-11	1.8901565742807327e-11	9.093233647682554e-15	3.341794704814283e-16	4.560735851039367e-13	6.302388477786598e-08	8.024016407074477e-09	6.863836584753175e-11	5.969037107469005e-12	6.538333734273637e-10	4.84758812384463e-10	2.4513703226621086e-11	2.936466539840508e-09	2.9333949647629425e-09	1.149520014463591e-12	1.203394321810147e-07	5.902454757944451e-10	1.178816044592918e-07	5.98261768229496e-09	1.126718811371099e-12
396.0.	3.5469134037089116e-10	1.56050616338413e-10	1.7639512320988162e-12	6.911358791968225e-16	6.193923728871428e-10	7.247611967478736e-11	3.576638848091676e-13	2.331312138815925e-12	8.113441247474391e-10	4.102860254450669e-11	4.290896269276887e-11	1.90208001656194e-11	9.162757883397522e-15	3.337301096548744e-16	4.494425192033365e-13	6.088815588540992e-08	7.844451241305354e-09	6.861237179845245e-11	5.9467442357665414e-12	6.363411127722214e-10	4.839819679760831e-10	2.4412132034821676e-11	2.836679276152891e-09	2.9286097842983623e-09	1.148266531108226e-12	1.227529289496661e-07	6.130975475094623e-10	1.2019620682351739e-07	6.099577724487821e-09	8.732911517213125e-13
408.0.	3.5469134037089116e-10	1.5605440551655302e-10	1.7678472378859662e-12	6.930179346820512e-16	6.317291950316936e-10	7.407541683983796e-11	3.718099862533657e-13	2.431020687143793e-12	8.247212833272228e-10	4.1709104990078884e-11	3.325852172477996e-11	1.917831683293609e-11	9.24979062988151e-15	3.345277703638025e-16	4.4572701597218584e-13	5.88227824638248e-08	7.672128643560863e-09	6.854721852236839e-11	5.9211075504870504e-12	6.195010976601549e-10	4.827007741008988e-10	2.428925172984468e-11	2.740241947771847e-09	2.923672866266255e-09	1.146959955356833e-12	1.250832695085555e-07	6.357987396208028e-10	1.2243136486868638e-07	6.212523205711672e-09	6.768826712373299e-13
420.0.	3.5469134037089116e-10	1.5605637155536822e-10	1.7717778554938462e-12	6.949189546873276e-16	6.436462474749322e-10	7.563979542221208e-11	3.859383180325805e-13	2.5304121628419127e-12	8.376637481144657e-10	4.236748959336901e-11	2.577936386789943e-11	1.93626138252953e-11	9.349015162210901e-15	3.362430726097135e-16	4.4420790855092635e-13	5.682590369734042e-08	7.506739146625311e-09	6.844569759881561e-11	5.892383255950069e-12	6.032880388641428e-10	4.809501160413103e-10	2.4146620573735448e-11	2.6470513624286942e-09	2.9186045787038803e-09	1.145608880902751e-12	1.273333467224581e-07	6.583342539193514e-10	1.245898376079422e-07	6.3215935560202004e-09	5.246647413478066e-13
432.0.	3.546913403708912e-10	1.560569121969328e-10	1.7757476823370258e-12	6.968410239897224e-16	6.551574799810191e-10	7.717065607436822e-11	4.000416416406229e-13	2.629393080822939e-12	8.501864132697115e-10	4.3004514228432506e-11	1.9982976192445312e-11	1.9564881917727148e-11	9.456360833107226e-15	3.386225120620331e-16	4.443301278820448e-13	5.489560172880646e-08	7.3479846172213154e-09	6.831043398877078e-11	5.860813015020354e-12	5.876775254227245e-10	4.78763145519091e-10	2.398571669596749e-11	2.557005391456187e-09	2.913421345400157e-09	1.144220104523705e-12	1.295059549766439e-07	6.80690479993055e-10	1.266742876870945e-07	6.426923335047291e-09	4.0669501304535514e-13
444.0.	3.5469134037089116e-10	1.560563360990053e-10	1.7797597209287991e-12	6.987854905899339e-16	6.662764434395922e-10	7.866933915853388e-11	4.1411324485430025e-13	2.727876630889869e-12	8.623036565858499e-10	4.362091049344429e-11	1.549075502730452e-11	1.977839446949101e-11	9.568720741256432e-15	3.4147131793060428e-16	4.456656891872222e-13	5.3029930693587215e-08	7.1955787316831235e-09	6.814389851926551e-11	5.826624858608086e-12	5.726460435618109e-10	4.761713462052486e-10	2.380794149379294e-11	2.4700034849380294e-09	2.9081365106847714e-09	1.1427990256248479e-12	1.316037924369563e-07	7.028549279880158e-10	1.286872842955727e-07	6.5286423790822156e-09	3.152680406568195e-13
456.0.	3.546913403708912e-10	1.5605488286397364e-10	1.7838157579403651e-12	7.007531411196065e-16	6.770162864045567e-10	8.013712720028246e-11	4.2814691104021245e-13	2.825782340029063e-12	8.740293575990414e-10	4.4217384631921384e-11	1.2009277772731158e-11	1.999803488168734e-11	9.683732992735995e-15	3.446401711779599e-16	4.478850125714532e-13	5.12269386694941e-08	7.049247132856664e-09	6.794841873213659e-11	5.790033998712315e-12	5.581709784855879e-10	4.732045994733428e-10	2.3614622948907987e-11	2.385947045263465e-09	2.9027610104279553e-09	1.141349956083094e-12	1.336294635925252e-07	7.248161655595454e-10	1.306313061658282e-07	6.62687595264072e-09	2.444120070048672e-13
468.0.	3.5469134037089116e-10	1.5605273856205582e-10	1.7879166571872692e-12	7.027443364023692e-16	6.873897555791561e-10	8.157524735063179e-11	4.4213689056186593e-13	2.9230357482324128e-12	8.853769151081477e-10	4.479461842401324e-11	9.31113824073873e-12	2.021993063732839e-11	9.79961127186224e-15	3.480149148077256e-16	4.507347019201506e-13	4.948468415534532e-08	6.908727365239415e-09	6.772618843588491e-11	5.7512435637331e-12	5.442306042440487e-10	4.698912496983729e-10	2.340701884986539e-11	2.3047396918189504e-09	2.8973038928119514e-09	1.13987636054304e-12	1.355854819716761e-07	7.465637585383155e-10	1.325087445980544e-07	6.721744901332607e-09	1.894986790068717e-13
480.0.	3.5469134037089116e-10	1.5605004776246482e-10	1.7920625859593e-12	7.0475911615383115e-16	6.974091992520328e-10	8.298487381847855e-11	4.560778740472094e-13	3.019568097700942e-12	8.963592641020253e-10	4.5353270047773594e-11	7.220093800165491e-12	2.0441169909534177e-11	9.915013632095582e-15	3.515085829099464e-16	4.540203282996486e-13	4.7801248327290155e-08	6.7737686584365175e-09	6.747927621684836e-11	5.710445270147766e-12	5.308040654518047e-10	4.662581685867426e-10	2.318631991325354e-11	2.2262874421548385e-09	2.8917727226440133e-09	1.1383810427956951e-12	1.3747427295222852e-07	7.680882149359724e-10	1.343219064670152e-07	6.8133658038360546e-09	1.4694111830338698e-13
492.0.	3.546913403708913e-10	1.5604692285817751e-10	1.796253189734902e-12	7.067972797841442e-16	7.070865729165422e-10	8.436713024752492e-11	4.699649673228426e-13	3.11531603519076e-12	9.069888921010712e-10	4.5893974910700964e-11	5.599554225219997e-12	2.0659582129770706e-11	1.002894090355477e-14	3.550552264650766e-16	4.575930912301952e-13	4.6174744040377206e-08	6.6441316094293085e-09	6.720963310382858e-11	5.667820041207536e-12	5.178713535881171e-10	4.6233081816392496e-10	2.2953652799394947e-11	2.150498829235518e-09	2.886173895388235e-09	1.136866290362e-12	1.392981766097367e-07	7.893809319887782e-10	1.360730171818995e-07	6.901851121504516e-09	1.139594031510512e-13
504.0.	3.5469134037089147e-10	1.560434512931923e-10	1.8004877269311889e-12	7.088584486986856e-16	7.164334464818207e-10	8.572309202073265e-11	4.837936678561893e-13	3.210221327196812e-12	9.172778549240922e-10	4.641734645208526e-11	4.343660406737726e-12	2.087356809947795e-11	1.014065804588294e-14	3.586051313126108e-16	4.613394847864421e-13	4.4603322324578925e-08	6.519587799965725e-09	6.691909953388751e-11	5.623538580761788e-12	5.054132798486256e-10	4.5813331215477935e-10	2.271008302038762e-11	2.0772849699419932e-09	2.880512881206582e-09	1.135333986679428e-12	1.41059450563498e-07	8.104341459933524e-10	1.377642235800491e-07	6.9873093446353815e-09	8.83990599106869e-14
516.0.	3.5469134037089147e-10	1.560397011641681e-10	1.8047651727143413e-12	7.109421142767699e-16	7.254610126205739e-10	8.705378848171981e-11	4.975598425736436e-13	3.3042305876238508e-12	9.272377918946258e-10	4.6923976916861013e-11	3.37037023998602e-12	2.108196847663593e-11	1.0249633275328429e-14	3.621211147327167e-16	4.651732920047563e-13	4.308517695534409e-08	6.3999193750537955e-09	6.660941173236332e-11	5.5777619084296956e-12	4.934114459644537e-10	4.53688475574468e-10	2.245661773987431e-11	2.0065595965562164e-09	2.874794414735911e-09	1.1337856981771079e-12	1.427602727920422e-07	8.312408847302653e-10	1.393975967424215e-07	7.0698451347849664e-09	6.859034514222678e-14
528.0.	3.5469134037089147e-10	1.56035725563702e-10	1.80908429887729e-12	7.130476747736424e-16	7.341800959609449e-10	8.836020507359292e-11	5.112597068924591e-13	3.397295016891599e-12	9.368799405637028e-10	4.741443810487185e-11	2.6160982220114198e-12	2.1283961952125076e-11	1.0355490943297589e-14	3.655756567030206e-16	4.690293812479962e-13	4.1618547539784426e-08	6.284918599661058e-09	6.628220760916119e-11	5.530641862316609e-12	4.81848213892369e-10	4.4901790259460607e-10	2.219420847335963e-11	1.938239059874408e-09	2.869022642854593e-09	1.1322227419127028e-12	1.444027444100184e-07	8.517949221935613e-10	1.409751347344927e-07	7.149559463315608e-09	5.323914922176895e-14
540.0.	3.5469134037089147e-10	1.560315659393495e-10	1.813443735095004e-12	7.151744636061494e-16	7.4260116252127e-10	8.964328535391945e-11	5.248898051711555e-13	3.489370156042283e-12	9.46215150607169e-10	4.788928207814062e-11	2.031570238162074e-12	2.147898662053048e-11	1.0457975156826951e-14	3.6894868350901113e-16	4.728589113419055e-13	4.020172151202689e-08	6.17438741509242e-09	6.593903215215228e-11	5.482321564990401e-12	4.707066757426133e-10	4.4414201153288504e-10	2.1923753641698277e-11	1.8722423133962873e-09	2.8632012394962846e-09	1.130646237987484e-12	1.459888923249832e-07	8.720907361216103e-10	1.4249876520412542e-07	7.2265497427134855e-09	4.134263182153795e-14
552.0.	3.546913403708913e-10	1.560272547124305e-10	1.817842016026314e-12	7.173217710894447e-16	7.507343300360412e-10	9.090393298379611e-11	5.384469917254226e-13	3.5804156452697217e-12	9.552538978333036e-10	4.8349041873756046e-11	1.578592364616385e-12	2.1666678815718086e-11	1.0556921487299871e-14	3.722258423395199e-16	4.766255967467592e-13	3.8833035189228824e-08	6.068136982310576e-09	6.558134259285933e-11	5.432935876331409e-12	4.5997062277164756e-10	4.390800997005527e-10	2.164610110471954e-11	1.8084908777452453e-09	2.8573334958462894e-09	1.129057150548324e-12	1.475206719400327e-07	8.921234665485633e-10	1.439703480006029e-07	7.300909958975078e-09	3.212345969392983e-14
564.0.	3.546913403708913e-10	1.5602281729121562e-10	1.822277617108697e-12	7.194888609460608e-16	7.585893777641095e-10	9.214301354739449e-11	5.519284134667144e-13	3.670395001384611e-12	9.640062969689393e-10	4.879423215460047e-11	1.227567258289743e-12	2.184682617839607e-11	1.065223526808282e-14	3.753971765457829e-16	4.80302838598043e-13	3.7510874268616545e-08	5.9659872508309355e-09	6.521051306274301e-11	5.382611805538682e-12	4.4962451626403584e-10	4.338503940349119e-10	2.1362050493989087e-11	1.7469087986672161e-09	2.8514223901118722e-09	1.12745631939479e-12	1.489999696398211e-07	9.11888877680895e-10	1.4539167757118468e-07	7.372730792748345e-09	2.497925955862847e-14
576.0.	3.546913403708913e-10	1.560182736425507e-10	1.8267489819173123e-12	7.216749829136826e-16	7.661757568180859e-10	9.336135633727368e-11	5.653314930588964e-13	3.759275400069445e-12	9.724821144858166e-10	4.922534986212202e-11	9.555557812983e-13	2.2019331132446977e-11	1.074387471113479e-14	3.784560935982691e-16	4.838714878829713e-13	3.62336737660449e-08	5.867766527742727e-09	6.48278390742122e-11	5.331468912117102e-12	4.3965345826430255e-10	4.284701012748409e-10	2.1072355516434257e-11	1.6874225933234112e-09	2.845470642608084e-09	1.125844484779328e-12	1.504286052937393e-07	9.313833207667981e-10	1.467644853609598e-07	7.4420997406389435e-09	1.944316775275314e-14
588.0.	3.5469134037089147e-10	1.5601363950683843e-10	1.831254542836082e-12	7.23879382262175e-16	7.735026003408393e-10	9.455975604019313e-11	5.786539130684904e-13	3.847027469569658e-12	9.806907808528383e-10	4.9642874839888925e-11	7.447788973519368e-13	2.218418274218612e-11	1.083183790243558e-14	3.8139856896723706e-16	4.873181185363111e-13	3.49999175999557e-08	5.773311064004942e-09	6.443454169753227e-11	5.279619683118857e-12	4.300431634338926e-10	4.229554557945144e-10	2.0777726145448877e-11	1.629961191618202e-09	2.8394807588519505e-09	1.124222306683285e-12	1.5180833465546798e-07	9.506036990123726e-10	1.480904421045877e-07	7.509101231050984e-09	1.51533404158921e-14
