time	ACA	ACA0	ADP	AMP	ATP	DHAP	DHAPCN	DPG	EtOH	EtOH0	F6P	FBP	G6P	GAP	Glc	Glc0	Glyc	Glyc0	HCN	HCN0	NAD	NADH	OAc	OAc0	PEP	Pyr	PyrCN	glycogen	lacto
13.0.5.0	0.044724911713542	0.036713515053512	1.656699483558307	0.46853972830257606	1.804760788139124	1.7999835358250662	4.17017949915824	0.000165340580919	18.317076214404608	16.122409339064205	0.26827694929962903	1.78197460451652	2.241175349067515	0.07133859768212601	0.067009716932047	9.82488352350489	3.123076074480904	1.506559746711378	4.274773969536107	4.296766767578877	0.699465637983398	0.28053436201660104	0.007183475435834001	0.006282470479490001	0.029551429268561004	9.46891718102495	18.298501153845145	252.3366273728678	0.071206979088202
13.0.770000000000001.0	0.044080531649465	0.037021130593833	1.731834091291873	0.565292933605966	1.63287297510217	1.644494745420957	4.227486536404172	0.00014408563976100002	18.613165172877924	16.457273022465372	0.253883811712089	1.505617333963051	2.143228362687332	0.06536622675819401	0.078647218221223	9.546587530386772	2.932009161702028	1.532694273868029	4.264351612934345	4.28522895318308	0.7150207893878311	0.264979210612169	0.00737443126308	0.006428932944008	0.028677342763887004	9.176431786484727	18.645250680999546	257.82002828939545	0.072745420386801
14.0.040000000000001.0	0.0423719709281	0.036800615998167	1.751002364763651	0.597294331282596	1.581703303953761	1.924500069041396	4.289957231486414	0.00014091386798600002	18.907436695782412	16.78317178943026	0.24580535980433502	2.083458693768105	2.079121580044477	0.07853533217198401	0.085157780423899	9.263537399072765	3.079982828406934	1.5576329796153021	4.252168907304155	4.273748856985786	0.6480425975956341	0.331957402404365	0.007372300072991	0.006561207721227	0.028943978718444	9.275164611327725	18.985834717359495	262.41990203913264	0.074281846629678
14.0.31.0	0.044456560234486006	0.036724448388993004	1.660457831183809	0.47284319905227906	1.796698969763919	1.8142683815154481	4.357242559595458	0.00016349011657600001	19.28949874665339	17.111936516757574	0.26464972585871205	1.814948600500709	2.210641224594892	0.072199058909808	0.06534515976614501	8.983470177616335	3.20254184363193	1.585432335462767	4.240536333792161	4.262110170254323	0.6924295561089331	0.287570443891066	0.0075744495046790004	0.006688351680574	0.029364964225873	9.387997957520838	19.331716477389378	267.480201933678	0.075805121964021
14.0.580000000000002.0	0.044383938700299004	0.037059317988295	1.724175169558278	0.55372970591098	1.652095124530748	1.6018022801995162	4.41297360845963	0.00014475711273900002	19.592945318235703	17.44515767215451	0.253451377708074	1.426489314766541	2.13620709593007	0.063458119402321	0.07358270153931	8.708032184150726	2.999425721422907	1.611616606078982	4.230432179751341	4.250752122476435	0.724137303406295	0.25586269659370503	0.007797500535883001	0.006834702889054	0.028461622331048004	9.076319099877216	19.671402940880572	272.97641531057036	0.07733163730971
14.0.850000000000001.0	0.042136628454476	0.036838478410509	1.757786678305259	0.6090382103737021	1.5631751113210441	1.898228561057698	4.472523293562055	0.000137881968772	19.873399094753736	17.768852399887603	0.24199614366972802	2.031732921975733	2.047477762492987	0.0776201861378	0.083001585548667	8.427653388091162	3.126685090421544	1.636080493880666	4.218518492945643	4.239498396021082	0.64765399947878	0.33234600052121904	0.007776679733725001	0.006968343724527	0.028627377476942002	9.146284011694506	20.00346514885723	277.5250575745923	0.078857730018994
15.0.120000000000001.0	0.044140811392348	0.036700949953056006	1.6644664345922981	0.47748532471389804	1.788048240693806	1.823567821385903	4.538323423252445	0.00016135837069700002	20.252447400365508	18.09441940006074	0.260644649028677	1.838478743952453	2.176817456045334	0.072865534744529	0.06334755842867601	8.149809779903498	3.278554944755866	1.663554927592163	4.20694954129771	4.228065124851618	0.6858426738508111	0.29415732614919005	0.007964883683375001	0.0070938873311580004	0.029133997101191002	9.289164953554595	20.34091202784667	282.44583796891493	0.08036912682295101
15.0.39.0	0.044665093770369	0.037060633732374004	1.716861920669451	0.543085019231458	1.670053060099097	1.5565719275172771	4.592380556554945	0.000145092384718	20.562312309779834	18.425559793091672	0.252549531696655	1.34543459820125	2.125109866991038	0.061465178410431004	0.068558396062513	7.877633124907198	3.063786779683268	1.689741203190664	4.197170829902898	4.216899122893265	0.7334783488536071	0.24652165114639302	0.008219793074229001	0.007239982200882001	0.028200165247177004	8.957028526421064	20.67294883555285	287.93852513314573	0.08188243715471101
15.0.66.0	0.04182488496266901	0.036836171425381	1.76461932502858	0.621379077270615	1.544001597700811	1.87073327702567	4.648997200435893	0.00013465686416600002	20.828163332713284	18.746564890905137	0.23773786748897402	1.978552305847617	2.011777233304363	0.076681981563055	0.080383633533296	7.60037832349506	3.171637060336368	1.7137003202252	4.185530674791865	4.205882407641189	0.6468049258699311	0.33319507413007005	0.008178380140974	0.007374817199505001	0.028267138988029003	8.999517464773657	20.995919069185412	292.42336850281464	0.083396857742855
15.0.930000000000001.0	0.043764861580536	0.036633198006262004	1.6683681673007191	0.48206951298357503	1.779562319715711	1.828115294003231	4.713229512884141	0.000158998194772	21.204017696662355	19.06847380045915	0.256223369275667	1.85282747005497	2.139217200129517	0.07335026576100201	0.06092605916304201	7.325288915568738	3.35174838348817	1.740831344728924	4.174049381498849	4.19466585293908	0.679554665078243	0.300445334921757	0.008353647517769	0.0074985343144040005	0.028852706109147003	9.170559607241417	21.324383182245764	297.1987895806992	0.08489485808918101
16.0.200000000000003.0	0.044926496543463	0.037018603057475	1.710156785096126	0.533629781086404	1.686213433817477	1.50649326701795	4.765447896335028	0.00014495516124500002	21.51908748637606	19.39703490252448	0.25103934634068803	1.2589953594783792	2.108811413384838	0.05929047375214701	0.063549585592027	7.056922940442279	3.123496901886428	1.766967819330645	4.164618747750453	4.183707098143425	0.743507460343617	0.236492539656383	0.008641727241347002	0.007644297686364001	0.027877593362528003	8.813557599530235	21.648078794006103	302.67344475604216	0.086393386689883
16.0.470000000000002.0	0.04140823615504	0.036783960918118	1.771781845083778	0.6349334699068541	1.523284685009375	1.842155458275563	4.8190891818883355	0.00013111725072100002	21.76902474585524	19.714702020963433	0.232855705403463	1.9245325056036702	1.9705522068896082	0.07574015717611	0.077298975176875	6.783351781741372	3.214188479438933	1.790370428096229	4.153253226294947	4.172941572691437	0.645172474261519	0.33482752573848	0.008575943893815	0.007780099147670001	0.027849797351708002	8.830763553401203	21.96122547261089	307.07563449098313	0.08789453642491701
16.0.740000000000002.0	0.043310684504130004	0.036508904484511	1.671932563661915	0.486323715003364	1.771743721334726	1.8276304949450042	4.8816822727919	0.00015640709069100002	22.141661453030146	20.032343428998892	0.251291962135459	1.8573491194733331	2.096920307438028	0.073646067479741	0.058006796189994006	6.511682051458022	3.422342920241742	1.817140448659174	4.141883638339271	4.161955095490092	0.673446063399435	0.306553936600565	0.008739498039352001	0.007901640241855001	0.028510480591781004	9.02912156395013	22.28004781962953	311.69631125586926	0.08937722292382101
17.0.01.0	0.045167601647585	0.036924026802533004	1.704518927484549	0.525873178718359	1.699607893797097	1.449530877869017	4.931827903364775	0.000144147047337	22.460280987804214	20.357715871978428	0.24869985595160302	1.164799041901605	2.08553988110701	0.05685349062129601	0.058551010405765005	6.2478537931235945	3.176898149177728	1.843166902170796	4.1328374688285034	4.151222517501342	0.754614375206291	0.22538562479371002	0.009063543002519001	0.008047048545156001	0.027474326580524	8.63997140639678	22.594567591170186	317.13765307708036	0.09085899519455601
17.0.28.0	0.040854066875896	0.036668271388081	1.7793852471347882	0.650101723159723	1.500513029705497	1.812396262859684	4.982433759627292	0.000127169764416	22.692590988542868	20.671183991959552	0.22717063785629502	1.869734504148415	1.9222290848850991	0.07480351116603001	0.07368239996104001	5.978679380679868	3.253938998579688	1.8659438405215072	4.121744046182117	4.140725994632318	0.6424365476658731	0.33756345233412705	0.008967622171375	0.008183484049759	0.027358709758278	8.635583403222725	22.896986641429724	321.4315491641703	0.092344889722253
17.0.55.0	0.042755731255874	0.036312226849803	1.674987869463871	0.490029614623171	1.764982515912966	1.8207918287181841	5.043295566346644	0.000153532826892	23.062000764862596	20.983763540745105	0.24570581642959602	1.84936926823758	2.048588246109241	0.07370181990012101	0.054523074546473003	5.711295504219166	3.489941932307698	1.892333541258375	4.110515383998165	4.129986059610509	0.6675205303975931	0.312479469602407	0.009121139610295	0.008302387200178	0.028090034739706	8.860343937697369	23.205369608825336	325.8850797947099	0.09380981316112101
17.0.82.0	0.045366519777311	0.036763034283519	1.7008371765555932	0.52086126891393	1.708301554530484	1.3847089139945101	5.091057043269759	0.00014235629427100001	23.381605151857944	21.305147998949042	0.245145083288752	1.062879860511704	2.052232796242036	0.05412940954102	0.053598335244228	5.452948715086391	3.222323872758774	1.918172252988582	4.101899452990323	4.119503501300939	0.7668153140938231	0.213184685906177	0.009484587718273001	0.008447440045334001	0.026965153057286	8.429620736747557	23.50968637497835	331.2724161394468	0.0952723140234
18.0.09.0	0.040126744915517	0.036468830616041004	1.787256996434358	0.6667721958094811	1.475970807756168	1.780877696602226	5.13857744330864	0.000122771887298	23.59458028250913	21.613274684619995	0.220504057694538	1.813171147484657	1.865136670058798	0.073858089894419	0.06938602139873201	5.189107156568423	3.291047935014971	1.940248315321834	4.091072128556826	4.109296960789821	0.638335524109095	0.34166447589090504	0.009351314871023001	0.008583960387789	0.026773180344211	8.409755343279715	23.800314264640704	335.42530162530664	0.096740346782412
18.0.36.0	0.042072343044580005	0.036021627671702	1.677400428262936	0.49300325476300705	1.759596316974065	1.8044933201227482	5.197542850670468	0.00015026075727900002	23.9605180340307	21.919767765334655	0.23925859124405002	1.8227139213931052	1.9923609187020532	0.07338848511955101	0.050416322106088006	4.927174896433504	3.553133468394302	1.966233050022896	4.080026914085053	4.098824452506877	0.662021869748408	0.31797813025159305	0.009497238297894001	0.008699680024230001	0.027564155780225003	8.657961056566709	24.0973009710283	339.6973276296279	0.09818430119290701
