time	ATIII	II	IIa	IIa_ATIII	IX	IXa	IXa_ATIII	IXa_VIIIa	IXa_VIIIa_X	TF	TFPI	TF_VII	TF_VIIa	TF_VIIa_ATIII	TF_VIIa_IX	TF_VIIa_X	TF_VIIa_Xa	TF_VIIa_Xa_TFPI	V	VII	VIII	VIIIa	VIIIa1_L	VIIIa2	VIIa	Va	X	Xa	Xa_ATIII	Xa_TFPI	Xa_Va	Xa_Va_II	mIIa	mIIa_ATIII
204.0.	2.090456390642704e-06	1.9803569952456162e-32	9.530890012813568e-08	8.550259248176603e-07	9e-08	1.0145652391059881e-10	3.8573571502137046e-11	2.9680380429535616e-11	4.0289524157735136e-11	0	8.897699442588694e-10	0	0	0	0	0	0	0	-6.106630921818268e-28	1.0353670118929422e-15	-2.685476934793571e-27	2.022251665742874e-10	4.27804928838449e-10	4.27804928838449e-10	1.009999896463299e-08	4.1321486362269173e-10	1.1131811288676381e-07	2.372464648302853e-08	3.81393591393136e-09	1.6102300557411262e-09	1.958678513637724e-08	2.0090438241854576e-34	-4.261691068179262e-22	4.506651750542051e-07
216.0.	2.0740224394676627e-06	1.8296793207212189e-34	7.981697931800732e-08	8.705178456277884e-07	9e-08	1.0049435048279911e-10	3.980948987530706e-11	3.0176705861431096e-11	3.9519453780469695e-11	0	6.849496550163116e-10	0	0	0	0	0	0	0	-3.106347910880105e-28	2.0231458972163532e-17	-1.366049075957947e-27	1.876817444718317e-10	4.426220958862749e-10	4.426220958862749e-10	1.009999997976854e-08	3.711303495424787e-10	1.073904003970594e-07	2.646542979324833e-08	4.75473036047045e-09	1.8150503449836843e-09	1.9628869650457453e-08	2.0279789342862357e-36	-1.045140204589542e-23	4.506651750542051e-07
228.0.	2.060100148219332e-06	1.135185968777523e-36	6.692942519508918e-08	8.83405399750707e-07	9e-08	9.97611194058325e-11	4.102615370985388e-11	3.058787292395614e-11	3.862485396036492e-11	0	5.145049712138456e-10	0	0	0	0	0	0	0	3.8301368560041125e-29	2.4404358235466633e-19	1.6843471163495088e-28	1.7435843167508892e-10	4.5642884144059795e-10	4.5642884144059795e-10	1.009999999975596e-08	3.383284561731061e-10	1.035449523497235e-07	2.907500540165425e-08	5.7882508220487325e-09	1.9854950287861503e-09	1.9661671543826822e-08	1.311434846475637e-38	-2.4805621074541594e-25	4.506651750542051e-07
240.0.	2.04823277081478e-06	-5.210457337850295e-39	5.618427438439103e-08	8.941505505614051e-07	9e-08	9.922449984056879e-11	4.2227607035366773e-11	3.091878846514982e-11	3.7629104658922476e-11	0	3.7839648123290763e-10	0	0	0	0	0	0	0	8.87494416873532e-30	1.873497708284929e-21	3.902839838676316e-29	1.6214533352036404e-10	4.693067733555722e-10	4.693067733555722e-10	1.009999999999812e-08	3.1221433659756574e-10	9.979282012169249e-08	3.154488562890146e-08	6.9092759625775686e-09	2.121603518767088e-09	1.968778566340236e-08	-6.20359144983241e-41	-5.870286335648571e-27	4.506651750542051e-07
252.0.	2.038052548846678e-06	-1.8218062055081639e-40	4.720840662247736e-08	9.031264183233188e-07	9e-08	9.885647217656575e-11	4.341721942031132e-11	3.117364023138934e-11	3.655266817174189e-11	0	2.736721646658708e-10	0	0	0	0	0	0	0	-2.640806593583163e-31	9.12215333733251e-24	-1.1613277999066932e-30	1.509433873493881e-10	4.813303042474895e-10	4.813303042474895e-10	1.009999999999999e-08	2.9109337474704844e-10	9.614290528776404e-08	3.386686702709666e-08	8.11244055638043e-09	2.2263278353341244e-09	1.9708906625252882e-08	-2.145841846010973e-42	-1.3833605153996479e-28	4.506651750542051e-07
264.0.	2.029261686220274e-06	-2.475357893241697e-42	3.9698497140657833e-08	9.106363278051385e-07	9e-08	9.863259973428634e-11	4.4597804666524475e-11	3.135609630647132e-11	3.54134992927266e-11	0	1.9575326688703192e-10	0	0	0	0	0	0	0	-1.912356870842049e-32	2.5805400050055682e-26	-8.409815479683821e-32	1.406630634485765e-10	4.925673409522351e-10	4.925673409522351e-10	1.0100000000000001e-08	2.738091048546532e-10	9.260222508338215e-08	3.603371067334629e-08	9.392213115720452e-09	2.304246733112962e-09	1.972619089514526e-08	-2.9478715901519053e-44	-3.250461622169834e-30	4.506651750542051e-07
276.0.	2.021617910511883e-06	-2.4574507219554415e-44	3.34065920150331e-08	9.169282329307629e-07	9e-08	9.853144926243679e-11	4.5771713874283625e-11	3.146946227570304e-11	3.422737458758555e-11	0	1.394998393880064e-10	0	0	0	0	0	0	0	-2.254098482047046e-33	4.201542068904417e-29	-9.912582105282665e-33	1.312232674022427e-10	5.030798957344787e-10	5.030798957344787e-10	1.0100000000000001e-08	2.595423958483641e-10	8.917614197588279e-08	3.803976309548889e-08	1.0742909789277051e-08	2.360500160611987e-09	1.974045760415155e-08	-2.9030805441650962e-46	-7.62107938715427e-32	4.506651750542051e-07
288.0.	2.014923369664084e-06	-1.8316854673627242e-46	2.8129045935681312e-08	9.222057790101147e-07	9e-08	9.853412740799303e-11	4.694090929080987e-11	3.151680523228446e-11	3.300815806892195e-11	0	9.996143063315742e-11	0	0	0	0	0	0	0	-1.301332361483179e-34	2.334838736232209e-32	-5.7227254664846116e-34	1.2255040656947952e-10	5.129246301293244e-10	5.129246301293244e-10	1.0100000000000001e-08	2.476947861706814e-10	8.586856417577143e-08	3.988134852065586e-08	1.2158735362307571e-08	2.400038569366836e-09	1.9752305213829244e-08	-2.183444871186209e-48	-1.7835885788670792e-33	4.506651750542051e-07
300.0.	2.0090159894110478e-06	-8.439706617764394e-49	2.369793627169081e-08	9.266368886741054e-07	9e-08	9.862390780631886e-11	4.8107023631087454e-11	3.150105057437975e-11	3.176801798822346e-11	0	7.281373712055503e-11	0	0	0	0	0	0	0	-4.185466072260315e-37	3.368658229945747e-35	-1.840581252874126e-36	1.1457759043665061e-10	5.221533410007566e-10	5.221533410007566e-10	1.0100000000000001e-08	2.3781775424386323e-10	8.268212257082992e-08	4.155690106553452e-08	1.363383983701173e-08	2.427186262879439e-09	1.9762182245756052e-08	-9.98697424874938e-51	-4.168088939969829e-35	4.506651750542051e-07
312.0.	2.0037626757556428e-06	2.251916380983002e-51	1.99743274107673e-08	9.303604975350289e-07	9e-08	9.878592937734311e-11	4.927140829219904e-11	3.142505615401538e-11	3.051760617645244e-11	0	5.453951024690114e-11	0	0	0	0	0	0	0	-7.605306594514173e-38	-3.170405370625876e-37	-3.3445001488945374e-37	1.0724394096722589e-10	5.308133967023173e-10	5.308133967023173e-10	1.0100000000000001e-08	2.2956815867100444e-10	7.961832829502239e-08	4.30668815208862e-08	1.516238024683281e-08	2.445460489753093e-09	1.977043184132891e-08	2.689473131858723e-53	-9.728563613695373e-37	4.506651750542051e-07
324.0.	1.999053920900226e-06	1.119081861997106e-52	1.684293619671827e-08	9.334918887490778e-07	9e-08	9.900695082300361e-11	5.043517298787347e-11	3.129166734915499e-11	2.926620883997807e-11	0	4.243370804791361e-11	0	0	0	0	0	0	0	-9.042413933193283e-40	-6.376660421452246e-39	-3.9764817571083174e-39	1.0049399394331612e-10	5.389481298675617e-10	5.389481298675617e-10	1.0100000000000001e-08	2.2267908947919112e-10	7.667771415127007e-08	4.441355231391191e-08	1.673858012350512e-08	2.4575662919520814e-09	1.9777320910520722e-08	1.331314791521459e-54	-2.268506914516667e-38	4.506651750542051e-07
336.0.	1.99479949014687e-06	1.637490736424289e-54	1.420787141440146e-08	9.361269535313948e-07	9e-08	9.927514963106476e-11	5.159921868969726e-11	3.110375595737739e-11	2.8021875721871028e-11	0	3.450886706603788e-11	0	0	0	0	0	0	0	-3.0147081870604045e-41	-1.509062851485236e-41	-1.325745592755205e-40	9.427717605044895e-11	5.465971922703139e-10	5.465971922703139e-10	1.0100000000000001e-08	2.169401296128215e-10	7.385996233482743e-08	4.56006827372872e-08	1.835678204884232e-08	2.465491132933958e-09	1.97830598703871e-08	1.9548871530151783e-56	-5.285487635416777e-40	4.506651750542051e-07
348.0.	1.990924950374494e-06	1.7150559909948879e-56	1.198920588110966e-08	9.383456190646866e-07	9e-08	9.957995640408388e-11	5.276426529682893e-11	3.086424535116583e-11	2.6791532947932168e-11	0	2.935929489306219e-11	0	0	0	0	0	0	0	-1.1146463716619942e-42	3.4742710941600963e-43	-4.901760926384032e-42	8.8547345383873e-11	5.537968763170405e-10	5.537968763170405e-10	1.0100000000000001e-08	2.121835572053613e-10	7.116402030691374e-08	4.6633239770917705e-08	2.001149124131902e-08	2.4706407051069336e-09	1.9787816442794562e-08	2.0420621594436672e-58	-1.23072749195934e-41	4.506651750542051e-07
360.0.	1.987368859826811e-06	1.378896557233271e-58	1.012020057756056e-08	9.402146243682354e-07	9e-08	9.991191726340006e-11	5.3930875114701803e-11	3.057612402509985e-11	2.5581083596809328e-11	0	2.6022066226889818e-11	0	0	0	0	0	0	0	-7.588760794176277e-44	3.469496932561122e-45	-3.3372281544643163e-43	8.326238535756052e-11	5.605804070205422e-10	5.605804070205422e-10	1.0100000000000001e-08	2.0827443236066033e-10	6.858820621141525e-08	4.75170993279399e-08	2.169740987563555e-08	2.4739779337731073e-09	1.9791725567639263e-08	1.646684539074355e-60	-2.864348022209576e-43	4.506651750542051e-07
372.0.	1.98408048180319e-06	7.610985028308601e-61	8.545044120516601e-09	9.417897808252794e-07	9e-08	1.0026257857778531e-10	5.5099472969687794e-11	3.024244944865087e-11	2.439549900388739e-11	0	2.3855013075942317e-11	0	0	0	0	0	0	0	-8.07325432940063e-45	9.823719420450664e-48	-3.5502886874646187e-44	7.838384382620362e-11	5.669782077212702e-10	5.669782077212702e-10	1.0100000000000001e-08	2.051033103854702e-10	6.613030488360124e-08	4.8258795096499333e-08	2.34094628443569e-08	2.4761449869240542e-09	1.979489668961446e-08	9.06929779791844e-63	-6.663998440268114e-45	4.506651750542051e-07
384.0.	1.981017916421723e-06	3.75577688429293e-64	7.217002905408777e-09	9.43117822040387e-07	9e-08	1.0062438944344181e-10	5.627036359667305e-11	2.986634397905281e-11	2.3238902980843998e-11	0	2.2439283308734448e-11	0	0	0	0	0	0	0	-1.221997084911917e-45	-1.421142748762421e-49	-5.373845847682875e-45	7.387661069633143e-11	5.730181423437839e-10	5.730181423437839e-10	1.0100000000000001e-08	2.0258078696273301e-10	6.378765524675841e-08	4.886530980044244e-08	2.514281612008972e-08	2.4775607166912633e-09	1.979741921303719e-08	4.480611296124149e-66	-1.5500030351181252e-46	4.506651750542051e-07
396.0.	1.978146568201963e-06	-6.124357747520156e-65	6.096900916274098e-09	9.442379240295219e-07	9e-08	1.009906182745183e-10	5.744374679295092e-11	2.9450984457836583e-11	2.2114650474706198e-11	0	2.150652427405803e-11	0	0	0	0	0	0	0	-2.48075346392719e-46	-2.4093960586913572e-51	-1.09093441103522e-45	6.970862848660175e-11	5.787257365808679e-10	5.787257365808679e-10	1.0100000000000001e-08	2.006333555347871e-10	6.155722971230424e-08	4.9343906549510254e-08	2.6892888967519627e-08	2.4784934757259383e-09	1.9799366644465142e-08	-7.310155588194483e-67	-3.604653134996051e-48	4.506651750542051e-07
408.0.	1.975437885015466e-06	-1.045010834078579e-66	5.1518659020292914e-09	9.451829590437666e-07	9e-08	1.0135528060823229e-10	5.861973072271538e-11	2.899958699420216e-11	2.102540167486241e-11	0	2.0887133476861798e-11	0	0	0	0	0	0	0	-6.450957113817534e-47	-1.5402637889045182e-53	-2.836868395796019e-46	6.585063126008531e-11	5.841243800708631e-10	5.841243800708631e-10	1.0100000000000001e-08	1.9920022534083012e-10	5.9435706075987666e-08	4.970199472531182e-08	2.865536115584332e-08	2.479112866523134e-09	1.98007997746591e-08	-1.2485004686510901e-68	-8.382302714740859e-50	4.506651750542051e-07
420.0.	1.9728683175134823e-06	-1.1874237523055333e-68	4.3542920061509945e-09	9.459805329396449e-07	9e-08	1.0171307582763891e-10	5.979834367305382e-11	2.8515388316287402e-11	1.9973192183032462e-11	0	2.0474905008994677e-11	0	0	0	0	0	0	0	-2.0668813565102048e-47	-9.40631428864711e-57	-9.089303020763626e-47	6.227590813840701e-11	5.892355113622865e-10	5.892355113622865e-10	1.0100000000000001e-08	1.9823085470068212e-10	5.741953232425596e-08	4.994702409427296e-08	3.042617614899771e-08	2.479525094991002e-09	1.980176914529924e-08	-1.4178198493683041e-70	-1.949249827126288e-51	4.506651750542051e-07
432.0.	1.970418458557839e-06	-1.03890447888564e-70	3.6809791722210574e-09	9.466538457735749e-07	9e-08	1.020593309889269e-10	6.097954449838392e-11	2.800162494127871e-11	1.895949957142322e-11	0	2.020363044623784e-11	0	0	0	0	0	0	0	-7.897944752356932e-48	9.97581653706372e-58	-3.473194669317131e-47	5.89600882534634e-11	5.940787872338482e-10	5.940787872338482e-10	1.0100000000000001e-08	1.9768302380110432e-10	5.550498471971082e-08	5.008640136507909e-08	3.2201541069886004e-08	2.479796369553759e-09	1.980231697619883e-08	-1.2412527057216671e-72	-4.5332171023317085e-53	4.506651750542051e-07
444.0.	1.968072330243596e-06	-6.680483924130963e-73	3.1124175518509832e-09	9.472224073939447e-07	9e-08	1.023899503318132e-10	6.216323194108696e-11	2.7461511275577788e-11	1.798530645153495e-11	0	2.00320038587077e-11	0	0	0	0	0	0	0	-3.501802830595336e-48	1.368156234558813e-59	-1.53995036754262e-47	5.588094452349554e-11	5.986722377494057e-10	5.986722377494057e-10	1.0100000000000001e-08	1.975213184796528e-10	5.368821951342391e-08	5.01274244261471e-08	3.39779240763158e-08	2.4799679961412904e-09	1.980247868152028e-08	-7.980280402777672e-75	-1.0544089252011951e-54	4.506651750542051e-07
456.0.	1.965816792390853e-06	-1.8538632968414182e-75	2.6321913036620313e-09	9.477026336421337e-07	9e-08	1.027013693686177e-10	6.334925297819456e-11	2.6898217607525858e-11	1.705116004567507e-11	0	1.993408280406059e-11	0	0	0	0	0	0	0	-1.760374310468089e-48	1.010321644607234e-61	-7.741409775367183e-48	5.30182140771732e-11	6.030324082696403e-10	6.030324082696403e-10	1.0100000000000001e-08	1.9771592962468182e-10	5.196531862693732e-08	5.0077230565612815e-08	3.575204965983295e-08	2.4800659171959373e-09	1.980228407037525e-08	-2.2149404601293798e-77	-2.453026614851277e-56	4.506651750542051e-07
468.0.	1.963641051325531e-06	2.849954055052667e-77	2.2264810181791413e-09	9.481083439276167e-07	9e-08	1.0299051270335711e-10	6.453741031476516e-11	2.631484880136865e-11	1.615722818052243e-11	0	1.989335784021823e-11	0	0	0	0	0	0	0	-9.839721570184369e-49	3.1803094113151676e-64	-4.327109086820398e-48	5.0353433508285875e-11	6.071744895098378e-10	6.071744895098378e-10	1.0100000000000001e-08	1.9824169657560392e-10	5.0332329651639274e-08	4.994275589226084e-08	3.752089228233523e-08	2.480106642159779e-09	1.980175830342433e-08	3.405266315464915e-79	-5.708340253310319e-58	4.506651750542051e-07
480.0.	1.961536251683402e-06	6.366817579854069e-79	1.8836478458697072e-09	9.484511770999262e-07	9e-08	1.0325475493731971e-10	6.572746912206064e-11	2.571442434590925e-11	1.530335159472387e-11	0	1.989911076859068e-11	0	0	0	0	0	0	0	-6.015624088816463e-49	-3.5692908683165223e-66	-2.645426648706043e-48	4.786978743780129e-11	6.111124366215804e-10	6.111124366215804e-10	1.0100000000000001e-08	1.990773403081962e-10	4.878530052285658e-08	4.9730703883277816e-08	3.928166869334767e-08	2.4801008892314063e-09	1.980092265969173e-08	7.606046806190994e-81	-1.328790740552279e-59	4.506651750542051e-07
492.0.	1.959495137094655e-06	8.018756940455116e-81	1.593885474364353e-09	9.487409394714315e-07	9e-08	1.0349188418060391e-10	6.691916310126733e-11	2.509986026003138e-11	1.4489092458111079e-11	0	1.994419740296825e-11	0	0	0	0	0	0	0	-3.967065923718832e-49	-7.0206522481033625e-68	-1.7445541404905487e-48	4.5551969100187495e-11	6.148590781816851e-10	6.148590781816851e-10	1.0100000000000001e-08	2.0020484508571151e-10	4.7320309236589887e-08	4.9447521496831116e-08	4.103182921660958e-08	2.48005580259703e-09	1.979979515491421e-08	9.584352299208679e-83	-3.094301016426322e-61	4.506651750542051e-07
504.0.	1.95751176811581e-06	7.644674044243205e-83	1.348928568380124e-09	9.489858963774161e-07	9e-08	1.037000678170835e-10	6.81121999401266e-11	2.44739532138552e-11	1.3713779028948579e-11	0	2.002370402610448e-11	0	0	0	0	0	0	0	-2.7890737597403966e-49	-7.278761482776138e-70	-1.2265211290281319e-48	4.338605186602708e-11	6.184262158911844e-10	6.184262158911844e-10	1.0100000000000001e-08	2.016089569092589e-10	4.593348898561323e-08	4.9099381643660814e-08	4.276904825263241e-08	2.479976295973893e-09	1.979839104309066e-08	9.131488992528483e-85	-7.208599941866444e-63	4.506651750542051e-07
516.0.	1.9555812878053597e-06	5.555251858349084e-85	1.1418082816141571e-09	9.49193016664182e-07	9e-08	1.038778202691202e-10	6.930626621953258e-11	2.3839367093052137e-11	1.2976546418309079e-11	0	2.013413383644174e-11	0	0	0	0	0	0	0	-2.069929402593243e-49	-4.502907402982457e-72	-9.102707086934475e-49	4.135937077066976e-11	6.218247157179845e-10	6.218247157179845e-10	1.0100000000000001e-08	2.03276774374251e-10	4.462104909684931e-08	4.869217105490587e-08	4.4491214210037225e-08	2.4798658661635562e-09	1.979672322562567e-08	6.641726207484588e-87	-1.680114722287339e-64	4.506651750542051e-07
528.0.	1.953699726990943e-06	2.4269893805449072e-87	9.666470727575895e-10	9.493681778730387e-07	9e-08	1.040239725831467e-10	7.05010318191947e-11	2.319862211723893e-11	1.2276373480433938e-11	0	2.027291249282615e-11	0	0	0	0	0	0	0	-1.608152242381031e-49	-6.28325510326258e-75	-7.071999071684266e-49	3.946041324549114e-11	6.250645911568517e-10	6.250645911568517e-10	1.0100000000000001e-08	2.0519741304583682e-10	4.337929215251542e-08	4.8231482749545495e-08	4.619641904999732e-08	2.4797270875071723e-09	1.979480258695408e-08	2.89865418035521e-89	-3.917858617753637e-66	4.506651750542051e-07
540.0.	1.951863842626479e-06	-9.016420653948081e-90	8.184863835979009e-10	9.495163385621985e-07	9e-08	1.041376437123498e-10	7.169615386530326e-11	2.255408652359968e-11	1.1612115898761618e-11	0	2.0438085007230036e-11	0	0	0	0	0	0	0	-1.2987017102446448e-49	2.2927389671098177e-76	-5.7111615723934465e-49	3.767871834980883e-11	6.28155079227846e-10	6.28155079227846e-10	1.0100000000000001e-08	2.0736172865848021e-10	4.220462767312488e-08	4.77226124213869e-08	4.788294760325517e-08	2.4795619149927684e-09	1.979263827134144e-08	-1.076584288507793e-91	-9.141036944461766e-68	4.506651750542051e-07
552.0.	1.950070983747653e-06	-3.651296095366804e-91	6.931418248426869e-10	9.496416831209532e-07	9e-08	1.042182134118735e-10	7.289128025833072e-11	2.190797074453367e-11	1.098253558527668e-11	0	2.0628127325224568e-11	0	0	0	0	0	0	0	-1.0837078119457889e-49	4.0656879118536305e-78	-4.765705906494469e-49	3.6004783882442585e-11	6.311047097877635e-10	6.311047097877635e-10	1.0100000000000001e-08	2.09762087644116e-10	4.109358273113344e-08	4.7170558151316756e-08	4.95492667969339e-08	2.479371872674773e-09	1.979023791235581e-08	-4.359335019547748e-93	-2.1340304949620477e-69	4.506651750542051e-07
564.0.	1.948318980449786e-06	-5.244691922178432e-93	5.870814107676132e-10	9.497477435350285e-07	9e-08	1.042652966884791e-10	7.408605281531429e-11	2.126232394329151e-11	1.038632655292985e-11	0	2.084182687609907e-11	0	0	0	0	0	0	0	-9.297081415056231e-50	3.4828307752524195e-80	-4.088478031116179e-49	3.442998081636588e-11	6.339213686874294e-10	6.339213686874294e-10	1.0100000000000001e-08	2.1239217595234439e-10	4.0042809850277446e-08	4.6580022917828965e-08	5.119401490816913e-08	2.479158173123899e-09	1.9787607824047592e-08	-6.26946396199471e-95	-4.985142937541238e-71	4.506651750542051e-07
576.0.	1.94660605207016e-06	-5.459197563660428e-95	4.973231233813802e-10	9.498375018224149e-07	9e-08	1.04278719763261e-10	7.528011005793304e-11	2.0619032723325792e-11	9.822137455495054e-12	0	2.1078204911721958e-11	0	0	0	0	0	0	0	-8.165118265293265e-50	1.847961083317265e-82	-3.590686706804003e-49	3.2946474551344856e-11	6.366123552698511e-10	6.366123552698511e-10	1.0100000000000001e-08	2.1524683901742032e-10	3.90490925281322e-08	4.59554194351759e-08	5.281599094316558e-08	2.478921795088276e-09	1.978475316098252e-08	-6.516259852001346e-97	-1.165326863250229e-72	4.506651750542051e-07
588.0.	1.944930731386104e-06	-4.390575753432559e-97	4.213486992827341e-10	9.499134762465138e-07	9e-08	1.042584975151691e-10	7.64730896752129e-11	1.9979821794064338e-11	9.288591015568709e-12	0	2.133646447226034e-11	0	0	0	0	0	0	0	-7.314682562885738e-50	-4.313862981208514e-86	-3.216699696155778e-49	3.154715252079185e-11	6.39184434669592e-10	6.39184434669592e-10	1.0100000000000001e-08	2.183219471956338e-10	3.8109348698905724e-08	4.530087689823999e-08	5.441414422350663e-08	2.4786635355277383e-09	1.9781678052804313e-08	-5.2494696717872604e-99	-2.7259829038396737e-74	4.506651750542051e-07
600.0.	1.943291802163787e-06	-2.435651388604959e-99	3.5703104082343843e-10	9.499777939049728e-07	9e-08	1.042048123767434e-10	7.766463068761077e-11	1.934625635625995e-11	8.784300579401014e-12	0	2.1615954335624778e-11	0	0	0	0	0	0	0	-6.6638146813575265e-50	-1.6633403293884824e-86	-2.9304744910631616e-49	3.022555772267362e-11	6.416438853416827e-10	6.416438853416827e-10	1.0100000000000001e-08	2.2161428213552414e-10	3.722063243079765e-08	4.462024925874241e-08	5.598756424635173e-08	2.478384045664373e-09	1.977838571786441e-08	-2.906527768085192e-101	-6.381533364037556e-76	4.506651750542051e-07
612.0.	1.941688247829259e-06	-1.441752694727252e-102	3.025730761012682e-10	9.500322518696947e-07	9e-08	1.041179946532484e-10	7.885437533743306e-11	1.871974596190216e-11	8.307884047431541e-12	0	2.191614315583393e-11	0	0	0	0	0	0	0	-6.157806671993015e-50	-1.857989414331085e-88	-2.707952762200459e-49	2.897582777215719e-11	6.439965422185263e-10	6.439965422185263e-10	1.0100000000000001e-08	2.251214404381294e-10	3.638013412819701e-08	4.391712469984128e-08	5.7535470871508285e-08	2.478083856844164e-09	1.977487855956181e-08	-1.738736187593623e-104	-1.495080522762894e-77	4.506651750542051e-07
624.0.	1.940119209397763e-06	1.925004810711668e-103	2.564562447091807e-10	9.50078368701087e-07	9e-08	1.0399850423363051e-10	8.004197072894786e-11	1.810154960493814e-11	7.857975432498789e-12	0	2.223660026945069e-11	0	0	0	0	0	0	0	-5.759152456249299e-50	-1.365194869514098e-90	-2.532640862657394e-49	2.779263909731015e-11	6.462478358652702e-10	6.462478358652702e-10	1.0100000000000001e-08	2.288417516635792e-10	3.558517948429468e-08	4.319483601598452e-08	5.9057204876221335e-08	2.477763399730547e-09	1.9771158248336352e-08	2.295883794969303e-105	-3.505607551555438e-79	4.506651750542051e-07
636.0.	1.93858395110218e-06	3.3093286701910643e-105	2.173970802483569e-10	9.501174278655479e-07	9e-08	1.038469136574624e-10	8.122707024009331e-11	1.749278180759639e-11	7.433234294863378e-12	0	2.257698099785129e-11	0	0	0	0	0	0	0	-5.441515189079125e-50	-3.678917771502294e-93	-2.392956919846489e-49	2.667115591981143e-11	6.48402827977746e-10	6.48402827977746e-10	1.0100000000000001e-08	2.3277420829662352e-10	3.483322740499271e-08	4.2456471642174834e-08	6.055221890783211e-08	2.477423019002147e-09	1.9767225791703312e-08	3.954173658600994e-107	-8.226810660429004e-81	4.506651750542051e-07
648.0.	1.937081832416486e-06	3.780697670654257e-107	1.843106063566733e-10	9.501505143394394e-07	9e-08	1.0366389249708471e-10	8.240933472632736e-11	1.68944194812141e-11	7.032353295389384e-12	0	2.2937015078650907e-11	0	0	0	0	0	0	0	-5.185998188811486e-50	5.9656639522662934e-95	-2.280590942231284e-49	2.560698368120562e-11	6.504662435422084e-10	6.504662435422084e-10	1.0100000000000001e-08	2.369184057211562e-10	3.412186710083255e-08	4.170488711152422e-08	6.20200688551477e-08	2.4770629849213484e-09	1.976308159427877e-08	4.507657972671295e-109	-1.932373937618226e-82	4.506651750542051e-07
