time	IkBa_cytoplasm	IkBa_mRNA_cytoplasm	IkBa_mRNA_nucleus	IkBa_pre_mRNA_1	IkBa_pre_mRNA_2	JNK	JNK_P	LPS	MSK1	MSK1_P	TNFR1_EL	TNFR1_cytoplasm	TNFa_TNFR1_EL	TNFa_TNFR1_cytoplasm	TNFa_mRNA_LSEC	TNFa_mRNA_MC	TNFa_pre_mRNA_LSEC	TNFa_pre_mRNA_MC	p38	p38_P	p65_2P	p65_IkBa_nucleus	p65_cytoplasm	p65_nucleus	s11	s14	s15	s16	s19	s3	s5	s8
0.0.	0.564988584463	2.79615255718	8.6674886725e-05	5.33067431606	5.33067431606	0.61049425493	0.38950574506999996	5.0	14.9534172138	0.0465827861592	0.00122834645669	5.5275590551200005e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.5739492183029999	0.426050781697	0.228927278358	0.847991287819	0.000334685105954	0.0167298646807	1.12997707323	0.29997629756099997	2.37024391214e-05	0.0	0.042399452680600004	0.00435353355955	0.07394809736090001	0.217657350208
900.0.	0.359734436679063	2.8062280252625893	9.44313591316062e-05	6.867187196332933	5.80772969923602	0.557108824283306	0.442891175716693	3.624226804757492	14.948515184662304	0.051484815296895005	0.00110714936815	4.98222145649374e-05	1.1909532590897991e-09	2.9599327889918385e-05	2.936487069183989e-08	1.6660188971612058e-07	0.017508379320007	0.008820795490326001	0.51734137089069	0.482658629109309	0.25632167925681404	0.6898716813168401	0.000607846495579	0.030387789915764	0.719469046338817	0.299905481732672	9.451826744932814e-05	1.899853198194938e-05	0.034493322144643006	0.007994334014511	0.20128929121302302	0.39965664628512204
1800.0.	0.024926363837834004	3.161122806729099	0.00024519877777	28.258849204169966	15.080416582656301	0.43224030153423504	0.567759698465764	2.6270039840745723	14.935580935032847	0.064419064926341	0.0007468942792130001	3.361132889190162e-05	2.272108967441144e-09	0.000117583896651	5.6679765479037435e-08	3.26989608700879e-07	0.033762568632020006	0.017123170212824	0.39478115763529803	0.605218842364701	0.401464933039106	0.35958299429154505	0.0035154284028610003	0.17576917164591901	0.049852725241018005	0.299841124989906	0.000158875010214	5.372798692968835e-05	0.017978941766819002	0.011947116612808001	0.20606428130426702	0.597298573397931
2700.0.	0.023973306234790003	6.134949568537678	0.000965512743032	89.01941871788175	59.38139574904546	0.30730905674291503	0.692690943257083	1.9041716494344572	14.923390493787345	0.07660950617183701	0.00024964348988100005	1.1235422969026311e-05	2.5256119533564124e-09	0.00023902740932800002	8.154192264852347e-08	4.754306860376296e-07	0.048556626369199	0.024804038365445	0.29026408388734803	0.7097359161126511	0.658134600357512	0.164442311480569	0.007344367429328	0.36721466939048203	0.047946498883615005	0.29982591125059205	0.00017408874952900001	0.000178679961238	0.008221974941909	0.00964709431534	0.12172761534124901	0.48232196827802504
3600.0.	0.103244720835115	13.296026848332518	0.0015532552487700002	97.32417271309937	95.52825166990564	0.342879098989383	0.657120901010615	1.380229985292188	14.92628824288109	0.07371175707808901	1.253108773220128e-05	5.648128740752678e-07	5.798537267821975e-10	0.00029693849335200005	1.0366445065502569e-07	6.100517651249615e-07	0.06171989875195501	0.031766548636181	0.33974721628126403	0.6602527837187361	0.7957357710919011	0.325297378517012	0.004547572687419	0.22737275931393303	0.20648906487804203	0.29994173068781904	5.8269312301972607e-05	0.000817255511205	0.016264684254279002	0.006040447343778001	0.114041679868567	0.302000761847181
4500.0.	0.268780095970508	19.243979935884685	0.0010669775588700002	41.35713287458265	65.62080308240093	0.43540218686605203	0.5645978131339461	1.000453300972654	14.93648164477838	0.063518355180795	4.44505456265557e-06	2.0090589390203e-07	4.665330474344037e-10	0.000298913409518	1.22866033589038e-07	7.293496990386599e-07	0.07314461348260601	0.037933335595610004	0.42711950676328203	0.5728804932367181	0.6903512021079571	0.5369451840381131	0.001199303678908	0.059963202622635006	0.537559894567842	0.29994851925625005	5.14807438710701e-05	0.0018536839073960002	0.026847086695088004	0.0052114355487730005	0.125735833179688	0.26054404388151003
5400.0.	0.42714148978362204	20.150389689491796	0.0004966089021550001	17.500357345711542	30.542202474280554	0.483931231867998	0.5160687681319991	0.7251739333917361	14.94141703548141	0.058582964477769006	2.739213840950548e-06	1.241415712672014e-07	4.595305081659342e-10	0.00029933003119500003	1.391044646497829e-07	8.324412175257883e-07	0.082805815444195	0.0432594138252	0.467872672733727	0.532127327266274	0.570023175621549	0.604560719987529	0.00067708103671	0.033851702171256	0.8542827160127471	0.29994893692476704	5.106307535424442e-05	0.002962908944232	0.03022786253377	0.005704512204204	0.14380610885511302	0.28519527541780504
6300.0.	0.5613158032737441	18.419418284816253	0.00024568965360500004	10.15265727560987	15.110311517111551	0.5086430572045381	0.49135694279545905	0.525638961022552	14.943661632596218	0.056338367362964006	1.9717207582359137e-06	8.960409880448316e-08	4.5746978532006833e-10	0.00029951747731500004	1.524852053151964e-07	9.192288769860934e-07	0.09076642908285401	0.04774064663933401	0.48638958503424506	0.513610414965755	0.49095557323218203	0.634306612907877	0.000495948420785	0.024794508366636003	1.122631368598171	0.29994905957426704	5.0940425854556876e-05	0.0040977910171690005	0.03171515573643	0.006266024070246	0.153031513146402	0.313269581133761
7200.0.	0.6669443490507571	16.043841858878213	0.000151996262635	7.474345014695561	9.348035669408294	0.521180174551515	0.47881982544848206	0.381006962090888	14.944679756076516	0.055320243882662004	1.543772538975706e-06	7.034637626495094e-08	4.566186505797595e-10	0.00029962199566	1.632416198038256e-07	9.904221061698697e-07	0.09716546565419401	0.051414659689758	0.49478810834797105	0.5052118916520291	0.44403246177995204	0.64822459759251	0.00041045585501600006	0.020519498917154003	1.333888483271389	0.299949110472699	5.0889527422235335e-05	0.005223964750019	0.032411054206032006	0.006678211345095	0.157832489172468	0.333878287794708
8100.0.	0.742955826761663	13.75664432502318	0.00011503760277000001	6.283224500489536	7.075023709265642	0.527535414544957	0.47246458545504105	0.27617112869313104	14.945141840299376	0.054858159659807004	1.275927166576831e-06	5.8293339854049825e-08	4.561938156087358e-10	0.000299687411821	1.716944015560286e-07	1.047405003142237e-06	0.102193859577241	0.05435383588038	0.49860060723272104	0.5013993927672791	0.41739444939018505	0.654891069004054	0.000365583432086	0.018275650940898003	1.4859114606783241	0.299949135783942	5.086421617907676e-05	0.006314710032216	0.032744377389321004	0.0069412353800740005	0.160482791814704	0.34702915157213804
