time	species_1	species_10	species_11	species_12	species_13	species_14	species_15	species_16	species_17	species_18	species_19	species_2	species_20	species_21	species_22	species_23	species_24	species_25	species_3	species_4	species_5	species_6	species_7	species_8	species_9
300.0.	0.7049959075755211	2.075590205857067	9.33420067811101	0.6657591954089871	0.9995012867298511	0.0009527227936330001	21.546479047404542	0.10731062591662101	0.052689374083378	4.524647051869685	0.026788865710323004	6.961751247853535	0.029759479388807002	10.99883307176393	47.87019057883531	5.948561497626724	1.289725639608366	5.658817790173996	0.623640040015848	0.17362460470985602	5.426995911637954	0.014349485776395	0.0005191909301500001	48.62709138082784	2.92440979414293
315.0.	0.164576557818591	1.251550379634595	8.927396542494467	1.072563331025538	0.99993345329762	0.000253248333145	20.56447577589478	0.07575025264795701	0.084249747352042	4.529675697998751	0.021760219581254	4.409251835236374	0.000373737909988	11.12521404363412	47.892551730864824	6.021963368934705	1.320659428988399	5.701300911498505	0.49658468484628404	0.12597085539813901	9.710756260487218	0.0037912025876500003	8.702436238240278e-05	50.424150420325844	3.748449620365399
330.0.	0.14897674290927002	1.285721898102624	9.320869293196992	0.6790905803229961	0.999878493256202	0.00021555501921600003	19.452616501364844	0.058024619296243	0.101975380703756	4.534718324456152	0.016717593123850003	2.490931376349737	0.000254609227439	11.203022420079146	47.926483586144556	6.078470440912953	1.340073662717955	5.738391837137757	0.373195849026813	0.15806433952687401	12.040420660507069	0.004226097725905	0.00014198440379900002	51.01442942279813	3.714278101897373
345.0.	0.13779716055420102	1.311579398030317	9.536213140455278	0.46374673306470005	0.9998307675909531	0.00016420346136	18.358951998251797	0.038687267836234	0.12131273216376501	4.539090785340481	0.012345132239520001	1.3051200873949051	0.000201281980069	11.26538905334756	47.965149825265144	6.144010116735739	1.351473948717309	5.792529566108037	0.27007843471673304	0.173318931628187	13.036713758384437	0.004754054747713001	0.00018971006904900002	51.35592774152086	3.688420601969681
360.0.	0.130415519706944	1.325404043545007	9.648913298992895	0.35104657452707805	0.9997948519919191	0.00011549907286000002	17.287064427894464	0.024325851384090002	0.135674148615909	4.542161222717678	0.009274694862325001	0.7156777654174401	0.00017739574178500002	11.310620945219796	48.00594861560037	6.219474911927802	1.3585366112869242	5.860930448867637	0.199942640939368	0.17352391298962402	12.976722191317743	0.005225372003072001	0.00022562566808300002	51.500069162760475	3.674595956454991
375.0.	0.12482153824523601	1.320145043641251	9.690618588074122	0.30934128544585004	0.9997822105015781	8.513659945541737e-05	16.24769443517366	0.017109312051576002	0.14289068794842302	4.543781296298946	0.007654621281053001	0.479702366721003	0.00016656841002200002	11.342701624993914	48.047123925138074	6.301059012873933	1.363682923879284	5.937367797297542	0.163655947980084	0.16323834384944502	12.319468887012475	0.005352976044666001	0.000238267158424	51.521002066462465	3.679854956358746
390.0.	0.11965782833335901	1.301209302286358	9.694607240273047	0.305352633246924	0.9997865303136461	6.921725546566358e-05	15.255021644651299	0.013874250432079	0.14612574956792002	4.544542177837801	0.006893739742197	0.38552700502324805	0.00016022864645900002	11.367483304162883	48.087660125895816	6.383008430589904	1.3682442094972251	6.014756079725034	0.146693200734274	0.14885034425016502	11.468378368489155	0.005212696579113001	0.000233947346356	51.468683212604525	3.69879069771364
405.0.	0.11469124962051401	1.276817390145104	9.684236801047486	0.31572307247249004	0.9997970210487761	5.9133433815911746e-05	14.315696426632503	0.01202783433491	0.147972165665089	4.544986873740777	0.006449043839221001	0.33512912597502703	0.000155237472842	11.388176710341353	48.12692964704035	6.462258297281162	1.372780814330939	6.089469706660163	0.136755827849182	0.13423399374673	10.610909824219025	0.0049781202378950005	0.000223456611226	51.36888798016654	3.723182609854896
420.0.	0.109945421402732	1.250954890131653	9.669419591137716	0.330540282382261	0.9998089334920671	5.1169295810738274e-05	13.42985300308108	0.010626440274825	0.14937355972517402	4.545337401814364	0.006098515765633	0.297934862165948	0.00015071327860600002	11.40597409936737	48.16451221551468	6.537900900682911	1.377470772842323	6.160422766103557	0.128932497962193	0.12068646567263501	9.80331180284743	0.004724752357406	0.000211544167935	51.23784377327882	3.749045109868349
435.0.	0.10542946958797801	1.224910134770844	9.6534361995099	0.34652367401007705	0.999820881680135	4.425439302971993e-05	12.595225460127818	0.009410990501715	0.15058900949828402	4.545658818801275	0.0057770987787210005	0.265911199006222	0.00014640236528500001	11.421360944104968	48.200133777566094	6.609791152277145	1.382350900026234	6.227433306310826	0.12179525952534301	0.108461171006482	9.057551709241814	0.004473825193120001	0.00019959597986700001	51.08740707299636	3.775089865229158
