	median_intern	median_extern	failure	n_species	n_reactions	n_submodels	run_0	run_1	run_2	run_3	run_4	run_5	run_6	run_7	run_8	run_9	run_10	run_11	run_12	run_13	run_14	run_15	run_16	run_17	run_18	run_19	run_20	run_21	run_22	run_23	run_24
tiago2010	0.0028725	0.20939616362253824	False	17.0	29.0	6.0	0.0028725	0.0029688333333333337	0.0030571666666666672	0.0030065	0.002967	0.002847500000000001	0.0027111666666666673	0.0025555	0.002655833333333333	0.0028326666666666674	0.0027041666666666672	0.002390166666666667	0.0029666666666666665	0.002945	0.002799333333333334	0.0029188333333333336	0.0027076666666666672	0.0029855000000000003	0.0027164999999999997	0.0025775	0.003004333333333333	0.0029756666666666673	0.0038275	0.0040426666666666675	0.0024656666666666672
tripathi2007	0.0009292857142857144	0.19173026084899905	False	5.0	10.0	7.0	0.0009292857142857143	0.0009324285714285712	0.000891857142857143	0.0008791428571428572	0.0008968571428571428	0.0009357142857142856	0.0009037142857142856	0.0009135714285714287	0.000903142857142857	0.0008934285714285713	0.000995857142857143	0.0009495714285714287	0.0009567142857142856	0.0009344285714285717	0.0008748571428571428	0.0009075714285714287	0.0009682857142857145	0.0008351428571428571	0.0007774285714285714	0.0009575714285714283	0.0010981428571428572	0.001013857142857143	0.0011774285714285712	0.000993	0.0009292857142857144
ueda2001	0.003069	0.21631956100463867	False	13.0	32.0	1.0	0.003736	0.003536	0.004478	0.003133	0.002978	0.002765	0.002943	0.003045	0.004734	0.002922	0.003101	0.002857	0.003125	0.002823	0.003085	0.003157	0.003069	0.002816	0.005017	0.002874	0.003258	0.002939	0.006219	0.002912	0.002916
ung2008	1.024434	1.489545822143555	False	194.0	205.0	1.0	1.1825139999999998	1.052769	0.919329	0.997414	1.104058	0.973205	0.912126	1.007864	1.021994	1.086001	1.028091	1.070572	1.075147	0.99059	0.892548	0.993399	1.040505	1.123088	1.164269	0.896259	1.024832	1.110564	1.024434	1.005158	0.999885
valero2006	0.00106	0.18586993217468264	False	6.0	4.0	1.0	0.001074	0.001259	0.001085	0.001175	0.001132	0.00111	0.001068	0.00105	0.001059	0.0008380000000000001	0.001041	0.001056	0.00126	0.001068	0.00106	0.00106	0.001186	0.001015	0.001047	0.001017	0.0011619999999999998	0.001508	0.001057	0.000995	0.000943
vanheerden2014a	0.001048	0.1864023208618164	False	7.0	5.0	1.0	0.001024	0.001076	0.001007	0.000691	3.6e-05	0.001061	0.001089	0.0010539999999999998	0.001062	0.000984	0.001041	0.000966	0.000945	0.001049	0.001215	0.001029	0.000965	0.001048	0.001103	0.001068	0.00107	0.001052	0.001075	0.0010279999999999998	0.000965
wang2012	0.005064	0.19040274620056152	False	3.0	9.0	2.0	0.0048775	0.0050425	0.0050405	0.004750000000000001	0.0050285	0.0052085000000000005	0.0048945	0.0049865000000000005	0.005064	0.010253	0.005499	0.0051425	0.0051125	0.0052265	0.005312	0.005159500000000001	0.0031200000000000004	0.005077	0.005083	0.0032454999999999997	0.00513	0.0048200000000000005	0.005028	0.0052415	0.004876999999999999
wegner2012	0.0865	0.3722827434539795	False	53.0	91.0	1.0	0.094298	0.07659099999999999	0.07559	0.074389	0.08705399999999999	0.090508	0.08769400000000001	0.073265	0.074896	0.075766	0.077026	0.077028	0.092052	0.091675	0.092232	0.092169	0.088072	0.089363	0.087473	0.091171	0.078874	0.0865	0.077529	0.074781	0.071633
xie2007	0.031983	0.2667732238769531	False	25.0	41.0	1.0	0.030125	0.030938	0.029306	0.032744	0.032635000000000004	0.034043000000000004	0.034522000000000004	0.032274000000000004	0.030473	0.034633	0.02925	0.032133	0.032451	0.032912000000000004	0.031983	0.032647	0.031382	0.033317	0.027573	0.03388	0.028288	0.029560000000000006	0.028312	0.027776	0.028991000000000006
yang2007	0.023295	0.2671482563018799	False	25.0	32.0	1.0	0.02771	0.02282	0.023295	0.02291	0.022102	0.022632	0.022196	0.022951	0.023739	0.023085	0.023268	0.023553	0.023686	0.022124	0.023857	0.023263	0.023306	0.024855	0.023956	0.024446	0.024655	0.024161	0.028068	0.022891	0.022125
zhao2013	0.000831	0.19355297088623047	False	5.0	10.0	1.0	0.000877	0.000813	0.000831	0.0008119999999999999	0.00094	0.0008179999999999999	0.000811	0.000824	0.000867	0.000975	0.00132	0.0008609999999999999	0.00082	0.001369	0.000865	0.0008449999999999999	0.000808	0.000822	0.0008300000000000001	0.000792	0.0008029999999999999	0.001015	0.000878	0.0008410000000000001	0.0008210000000000001
zi2007	0.005382	0.21209454536437988	False	16.0	26.0	1.0	0.006517	0.006448000000000001	0.004997	0.005521	0.005217	0.005087	0.005059	0.008292	0.005656	0.005	0.005793	0.005790999999999999	0.005265	0.005693999999999999	0.00548	0.005131	0.005085	0.005522	0.005101	0.00525	0.00559	0.005382	0.005586	0.005335	0.004934
kummer2000			True																												
leber2015			True																												
proctor2013			True																												
