model_name	median_intern	median_extern	failure	n_species	n_reactions	n_submodels	run_0	run_1	run_2	run_3	run_4	run_5	run_6	run_7	run_8	run_9	run_10	run_11	run_12	run_13	run_14	run_15	run_16	run_17	run_18	run_19	run_20	run_21	run_22	run_23	run_24
aguda1999	0.005595999999999998	0.005781412124633789	False	12	27	1	0.005566	0.005582999999999999	0.005596999999999997	0.005645999999999999	0.005536999999999999	0.005656999999999997	0.005520999999999997	0.005559999999999999	0.00562	0.005547999999999997	0.005561999999999997	0.005677000000000001	0.0055489999999999975	0.005617999999999999	0.005677999999999999	0.005627999999999998	0.005553999999999997	0.005550999999999997	0.0055689999999999976	0.0056009999999999975	0.005595999999999998	0.005551999999999996	0.005652	0.005799000000000001	0.005728999999999999
alexander2010	0.0006860000000000004	0.00080108642578125	False	5	12	3	0.0007030000000000004	0.0006830000000000003	0.0006860000000000004	0.0006883333333333339	0.0006933333333333339	0.0006810000000000005	0.0006986666666666673	0.0006813333333333338	0.0006903333333333339	0.0006970000000000005	0.0006846666666666671	0.0006780000000000003	0.0006790000000000005	0.0006833333333333339	0.0006820000000000004	0.0006983333333333338	0.0006856666666666673	0.0006870000000000004	0.0006926666666666671	0.0006993333333333339	0.0006776666666666671	0.0006830000000000003	0.0006876666666666673	0.0006803333333333338	0.0006983333333333338
alsheihk2011	0.0006457000000000005	0.0007526159286499022	False	5	10	10	0.0006653000000000004	0.0006474000000000003	0.0006478000000000004	0.0006465000000000004	0.0006516000000000003	0.0006457000000000004	0.0006487000000000003	0.0006485000000000004	0.0006453000000000003	0.0006490000000000004	0.0006459000000000004	0.0006496000000000004	0.0006454000000000004	0.0006469000000000004	0.0006435000000000003	0.0006451000000000003	0.0006453000000000003	0.0006434000000000004	0.0006489000000000004	0.0006456000000000003	0.0006430000000000003	0.0006437000000000003	0.0006427000000000004	0.0006457000000000005	0.0006446000000000004
bachar2004	0.00022100000000000009	0.00032520294189453125	False	4	8	1	0.00024200000000000014	0.0002160000000000001	0.0002170000000000001	0.0002300000000000001	0.00022100000000000009	0.0002230000000000001	0.0002230000000000001	0.0002220000000000001	0.0002250000000000001	0.00022100000000000009	0.00021600000000000013	0.00021400000000000013	0.0002220000000000001	0.00022100000000000009	0.0002200000000000001	0.0002260000000000001	0.0002320000000000001	0.0002170000000000001	0.00021200000000000008	0.0002200000000000001	0.0002140000000000001	0.0002160000000000001	0.0002150000000000001	0.0002220000000000001	0.0002270000000000001
bachmann2011			True	26	36	2	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan nan nan nan nan nan]"																								
bai2003	0.0015169999999999993	0.001653909683227539	False	6	12	1	0.0015179999999999992	0.0015649999999999993	0.001549999999999999	0.0015229999999999994	0.0015579999999999995	0.0017489999999999984	0.0015209999999999993	0.0015169999999999993	0.0015029999999999991	0.0015199999999999994	0.0015019999999999999	0.0015229999999999994	0.0015389999999999994	0.0014959999999999995	0.0015289999999999993	0.0015129999999999994	0.0014930000000000002	0.0015019999999999992	0.0015039999999999993	0.0015109999999999993	0.0015049999999999992	0.0015039999999999988	0.001503999999999999	0.0014959999999999995	0.0015189999999999995
balagadde2008	0.00042400000000000033	0.000532984733581543	False	7	8	2	0.00043550000000000034	0.00042150000000000027	0.0004195000000000003	0.0004270000000000003	0.00042000000000000034	0.0004255000000000003	0.00042550000000000026	0.00043100000000000034	0.0004210000000000003	0.0004180000000000003	0.0004315000000000004	0.0004265000000000003	0.00042400000000000033	0.0004205000000000003	0.0004175000000000003	0.00042350000000000027	0.0004220000000000003	0.0004250000000000003	0.00042000000000000034	0.0004205000000000003	0.0004250000000000003	0.00042900000000000034	0.0004225000000000003	0.00042400000000000033	0.0004255000000000003
band2012a	7.450000000000005e-05	0.00017178058624267578	False	1	3	2	8.350000000000005e-05	7.750000000000005e-05	7.550000000000005e-05	7.100000000000005e-05	7.550000000000005e-05	7.550000000000005e-05	7.450000000000005e-05	8.050000000000006e-05	7.200000000000006e-05	7.650000000000003e-05	7.100000000000005e-05	7.050000000000006e-05	7.150000000000006e-05	7.700000000000006e-05	7.750000000000005e-05	7.450000000000005e-05	7.550000000000005e-05	7.350000000000005e-05	7.200000000000004e-05	7.400000000000005e-05	7.150000000000006e-05	7.250000000000005e-05	7.550000000000005e-05	7.300000000000005e-05	7.200000000000006e-05
becker2010	0.0001495000000000001	0.00025260448455810547	False	6	8	2	0.0001610000000000001	0.0001515000000000001	0.0001520000000000001	0.0001495000000000001	0.0001470000000000001	0.0001500000000000001	0.0001500000000000001	0.0001530000000000001	0.0001515000000000001	0.0001500000000000001	0.0001450000000000001	0.00015150000000000008	0.0001495000000000001	0.00014850000000000009	0.0001495000000000001	0.0001470000000000001	0.0001535000000000001	0.00014350000000000007	0.0001455000000000001	0.0001460000000000001	0.0001465000000000001	0.0001470000000000001	0.00014850000000000009	0.0001490000000000001	0.0001500000000000001
beuke2017			True	33	57	30	"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan nan nan nan nan nan]"																								
