time	Ta	Tastarstar	Tm	Tmstarstar	Ttot	Tv	V
0.0.	10.0	0.0	540.0	0.0	1000.0	450.0	5e-05
40.0.15.0	9.979019569302972	6.936078791998162e-09	539.881122771564	6.44303797754215e-07	998.2203880096315	448.36024501752433	2.7121607725971676e-06
80.0.3.0	9.9650392329195	1.075135212219241e-08	539.4078637639356	9.987763363446435e-07	996.7948544875524	447.4219504811691	4.215379570985194e-06
120.0.44999999999999.0	9.951611797314069	1.67050537057002e-08	538.7969169206827	1.552119309366366e-06	995.4398696292126	446.6913393423907	6.5790649900448145e-06
160.0.6.0	9.938092107942182	2.6070075682414584e-08	538.125742383991	2.4228879795160216e-06	994.0786717117813	446.01483477088954	1.033146888889341e-05
200.0.75.0	9.92387451573073	4.094354984579892e-08	537.413606302673	3.8065393564419817e-06	992.6450186862995	445.3075340204124	1.635520117219035e-05
240.0.89999999999998.0	9.908362218616846	6.483081352939677e-08	536.6527330185196	6.030013699095928e-06	991.0764446293018	444.5153432973205	2.6147591331497432e-05
281.0.05.0	9.89093213889484	1.03680430380509e-07	535.822180099019	9.648545717645663e-06	989.3089773338708	443.5958553437303	4.228971332788053e-05
321.0.2.0	9.870896784037576	1.677474887528887e-07	534.893396575002	1.5620082756175823e-05	987.2724617369769	442.5081525901066	6.93051199062557e-05
361.0.34999999999997.0	9.847462405620849	2.75001295863896e-07	533.8317310374562	2.5624512688730114e-05	984.8859353175912	441.206715975	0.00011525829617500001
401.0.5.0	9.819681826762393	4.5745624876141694e-07	532.595883159682	4.265717858707242e-05	982.0526594298736	439.63705132879403	0.00019477952074800002
441.0.65.0	9.786400010134981	7.731162651353322e-07	531.1361950927561	7.2149481646044e-05	978.6545043257477	437.7318363002585	0.00033488283308700004
481.0.79999999999995.0	9.746190683230312	1.328846448162965e-06	529.3921570885248	0.00012411614317600002	974.5454746447049	435.40700142795964	0.0005863332960490001
521.0.9499999999999.0	9.697283257208857	2.324775069027998e-06	527.2892705083702	0.00021732642211900002	969.5442936133675	432.5575201965903	0.0010461860544810002
562.0.1.0	9.637481361653986	4.141544990919476e-06	524.7353442643729	0.000387505078027	963.4262088903541	429.0529916177036	0.0019030709610760002
