time	AC_PKA_cyto_mem	AC_active_cyto_mem	AC_cyto_mem	AMP_cyto	ATP_cyto	BAR_G_cyto_mem	BAR_cyto_mem	B_Raf_active_cyto	B_Raf_cyto	GRK_bg_cyto	GRK_cyto	G_GDP_cyto	G_a_s_cyto	G_protein_cyto	MAPK_active_cyto	MAPK_cyto	MEK_active_cyto	MEK_cyto	PDE4_P_cyto	PDE4_cyto	PDE_high_km_cyto	PKA_cyto	PP2A_cyto	PP_PDE_cyto	PTP_PKA_cyto	PTP_PP_cyto	PTP_cyto	R2C2_cyto	bg_cyto	c2_R2C2_cyto	c3_R2C2_cyto	cAMP_cyto	c_R2C2_cyto	iso_BAR_G_cyto_mem	iso_BAR_cyto_mem	iso_BAR_p_cyto_mem	iso_extra
287.0.	0	255.6461720428566	44.353827957143174	3105353.515852584	2914490.0850049383	0.588723436414991	0.011722925517178	98.1725092877011	22.227490712298938	0.16888021640502401	0.43311978359498204	0.79076352199803	6.9397885526413425	2089.611218686011	21.08832249318024	195.63167750681978	77.73935625180196	30.62064374819805	111.51429443758789	129.28570556241152	301	4.684428283438908	60.2	120.4	6.834002258688188	60.2	113.56599774131207	88.77068037029785	58.69090626680563	0.019699394194845003	0.069667882632386	110.55750282483953	26.855524069436093	93.05625071751827	0.33645284358244104	0.006850076967398	5851.880803451468
294.0.	0	255.68885922774592	44.31114077225389	3108386.291432085	2911457.3857973334	0.588722064463818	0.011722958580435	99.02773126422811	21.37226873577192	0.16891898249247803	0.43308101750752903	0.791462089856464	6.947596711102467	2089.5942180564407	21.220811784691325	195.4991882153087	78.0162468289488	30.343753171051226	114.61714463601758	126.18285536398182	301	4.884992168856363	60.2	120.4	7.141507850190974	60.2	113.25849214980929	88.15672679288069	58.7079116640156	0.020032623507113	0.072768235821694	109.25895175863295	27.26548017893423	93.05603442083395	0.33645480228614105	0.007065753835885	5851.88080104147
301.0.	0	255.72296665182694	44.27703334817289	3111419.427501623	2908424.2659501783	0.588720696528523	0.011722979599369	99.82055830308204	20.579441696917996	0.168949982694744	0.43305001730526305	0.7920211480229561	6.953846299368305	2089.5806313552253	21.345817395323504	195.3741826046765	78.26592555344276	30.09407444655728	117.61069433362978	123.18930566636962	301	5.086196543015594	60.2	120.4	7.449592658321625	60.2	112.95040734167861	87.55575331679428	58.72151079506187	0.020357000457213	0.075896707697841	108.03156145600403	27.661796432035167	93.05581863859797	0.33645621250108304	0.007281472773285001	5851.880798617019
308.0.	0	255.7502148674932	44.249785132506574	3114452.838822468	2905390.8146196078	0.588719331809707	0.011722990974148001	100.5576135191478	19.842386480852245	0.168974765579526	0.433025234420481	0.7924683546736351	6.9588459640581934	2089.5697781877293	21.46450025348039	195.25549974651963	78.49238513682678	29.867614863173266	120.49839340046609	120.30160659953332	301	5.288006724588983	60.2	120.4	7.758173651907996	60.2	112.64182634809222	86.96712277793922	58.73238252665091	0.020672957143605	0.07905144757798001	106.87088466125854	28.045146092750286	93.05560326843133	0.336457183530105	0.0074972252549300004	5851.880796181
315.0.	0	255.77197955413422	44.228020445865646	3117486.4578520292	2902357.103090828	0.5887179696663211	0.011722994629294001	101.24460760212656	19.155392397873484	0.16899457246631902	0.43300542753368704	0.7928259386052491	6.962843887742529	2089.5611130232533	21.577792186636046	195.14220781336397	78.69884455614246	29.661155443857595	123.28379683471559	117.51620316528381	301	5.490393025240978	60.2	120.4	8.067179880725362	60.2	112.33282011927488	86.3902411780678	58.741071164708224	0.020980893984797	0.08223075200499201	105.77267683367113	28.41615415070151	93.05538822823281	0.336457803014863	0.007713004456921001	5851.88079373572
322.0.	0	255.78936058441687	44.21063941558299	3120520.231139764	2899323.1883606855	0.588716609584631	0.011722992106985	101.88649221906054	18.51350778093952	0.169010397827756	0.43298960217225	0.7931117454601151	6.966039395162249	2089.5541987301444	21.686450629949128	195.0335493700509	78.88793138816706	29.472068611832988	125.97051072483205	114.82948927516735	301	5.693329843756767	60.2	120.4	8.376550293767037	60.2	112.02344970623322	85.82455480608854	58.74801285967789	0.021281182332834003	0.085433053045789	104.7329175231908	28.775401114776123	93.05517345220531	0.336458141184936	0.007928804918364	5851.8807912830325
329.0.	0	255.80323728258236	44.196762717417464	3123554.116451821	2896289.1160026216	0.588715251153145	0.011722984642402	102.48758304001105	17.912416959989038	0.169023038019558	0.43297696198044805	0.7933400895063211	6.968592418914716	2089.548685207311	21.79109860863999	194.92890139136003	79.06181529701747	29.298184702982546	128.56214949510579	112.23785050489363	301	5.8967949231752455	60.2	120.4	8.686231948157639	60.2	111.71376805184264	85.26954741442982	58.75355692691788	0.021574166914454	0.088656907127813	103.74782020792611	29.12342658835273	93.05495888764533	0.33645825428924203	0.008144622270116001	5851.88078882442
336.0.	0	255.81431262603036	44.18568737396949	3126588.080477577	2893254.9224575246	0.588713894042398	0.011722973224446001	103.05165928900901	17.348340710991046	0.169033130520332	0.43296686947967405	0.793522444452848	6.970631186923412	2089.544292166146	21.89225419368292	194.82774580631707	79.22230670539291	29.137693294607104	131.0623023745897	109.73769762540968	301	6.100768741598425	60.2	120.4	8.996178540288362	60.2	111.40382145971189	84.72473750036045	58.757983026061936	0.021860168090946	0.091900984506599	102.81383402311305	29.46073260544365	93.0547444923549	0.33645818736134103	0.008360453017156001	5851.880786361067
343.0.	0	255.82314859697345	44.17685140302638	3129622.097000768	2890220.6368653923	0.5887125379886881	0.011722958644598	103.5820449783162	16.817955021683858	0.169041185482207	0.43295881451780005	0.793668002034084	6.972258445180402	2089.5407952792893	21.990352434881363	194.7296475651186	79.37093058891223	28.989069411087783	133.47450738935822	107.32549261064125	301	6.305234012595609	60.2	120.4	9.306349202079161	60.2	111.09365079792107	84.18967572288847	58.761514981126915	0.022139483936589002	0.09516405941635901	101.92763990837499	29.787786721162977	93.05453023255862	0.33645797644423503	0.00857629436411	5851.880783893927
350.0.	0	255.83019445269426	44.16980554730562	3132656.1454414423	2887186.2825297713	0.5887111827810041	0.011722941536166001	104.08167570486401	16.31832429513605	0.169047611068903	0.43295238893110305	0.793784122605735	6.97355648178903	2089.5380150522724	22.085761893714785	194.63423810628518	79.50898237694244	28.85101762305756	135.8022314782827	104.99776852171675	301	6.510175275460566	60.2	120.4	9.616707515016373	60.2	110.78329248498389	83.66394247222611	58.76433188386465	0.022412392141175002	0.09844500092481501	101.08614302530876	30.105024859247276	93.05431608122969	0.33645765037796105	0.00879214407545	5851.880781423759
357.0.	0	255.83580933083536	44.16419066916442	3135690.2096939045	2884151.87808853	0.5887098282505341	0.011722922405793	104.55315395618071	15.846846043819347	0.169052733785327	0.43294726621467905	0.793876697950008	6.974591174917438	2089.535807891975	22.17879726791502	194.54120273208497	79.63757085778364	28.72242914221635	138.04885558139787	102.75114441860153	301	6.715578559153186	60.2	120.4	9.927220702870988	60.2	110.47277929712929	83.14714559929253	58.76657700524915	0.022679151745556	0.101742764491033	100.28646279448597	30.41285392531762	93.05410201674603	0.33645723223440505	0.00900800036354	5851.880778951169
364.0.	0	255.84028032363338	44.15971967636642	3138724.277200827	2881117.4384498475	0.588708474262249	0.011722901658727001	104.99879519098889	15.401204809011176	0.16905681477641502	0.43294318522359204	0.7939504429624981	6.975415249021097	2089.534058944083	22.26972915734032	194.45027084265962	79.75765153479142	28.602348465208586	140.21766375555285	100.5823362444466	301	6.921431106690131	60.2	120.4	10.23785897092341	60.2	110.16214102907689	82.6389183061981	58.76836494193382	0.022940004721046	0.105056384208961	99.52592152695473	30.71165419818171	93.05388802181234	0.336456740467981	0.009223861799001	5851.880776476645
