time	IkBa_cytoplasm	IkBa_mRNA_cytoplasm	IkBa_mRNA_nucleus	IkBa_pre_mRNA_1	IkBa_pre_mRNA_2	JNK	JNK_P	LPS	MSK1	MSK1_P	TNFR1_EL	TNFR1_cytoplasm	TNFa_TNFR1_EL	TNFa_TNFR1_cytoplasm	TNFa_mRNA_LSEC	TNFa_mRNA_MC	TNFa_pre_mRNA_LSEC	TNFa_pre_mRNA_MC	p38	p38_P	p65_2P	p65_IkBa_nucleus	p65_cytoplasm	p65_nucleus	s11	s14	s15	s16	s19	s3	s5	s8
0.0.	0.555550315604	2.72230801331	8.44015458469e-05	5.13954846058	5.13954846058	0.987679294125	0.0123207058754	5.0	14.9995211253	0.00047887465058900005	0.00122834645669	5.5275590551200005e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.875334949856	0.12466505014399999	0.217546751778	0.853993224618	0.00034387964807500003	0.0171895427728	1.11110053631	0.299999674464	3.2553553121799995e-07	0.0	0.0426995504736	0.00436110723082	0.0726905898815	0.218036278696
900.0.	0.35375593417823203	2.73229361711577	9.208260859781649e-05	6.634451713786332	5.607296029524721	0.9859853594599811	0.014014640540417001	3.625114958792286	14.999474045093448	0.0005259548571420001	0.001107139382003	4.9821764474829295e-05	1.1907752329373812e-09	2.9601767563414073e-05	2.936269906359112e-08	1.666346198587119e-07	0.017500044831389002	0.008821663850615	0.8602248405067581	0.13977515949324001	0.24380716381175802	0.6966648803638851	0.000625035390677	0.031247179084336003	0.7075120368561191	0.299998701196518	1.298803012369561e-06	1.8995880694068152e-05	0.034832983695815	0.007989405235993001	0.19791024785476302	0.399410700326076
1800.0.	0.02507245241879	3.081305505526278	0.00023966731127000003	27.163669789150667	14.594509725945295	0.982029113167701	0.017970886832697	2.628291686964634	14.999349471826884	0.0006505281236860001	0.000746736388596	3.360422115428345e-05	2.2716994453762206e-09	0.00011762246114000001	5.6675854237824263e-08	3.270627680260199e-07	0.033746651180266006	0.017125306574925	0.826628235477977	0.17337176452202102	0.38186808958717605	0.36657925514781703	0.003571159518	0.17855568397663002	0.050144902672183	0.299997817564011	2.1824355199209982e-06	5.372966133826195e-05	0.018328754126229002	0.012005291046522001	0.20298226099951402	0.6002074181111711
2700.0.	0.023867011828944	5.976855148749737	0.0009395680332520001	85.505240365635	57.21452850839732	0.978083538327259	0.021916461673138002	1.9055718976050602	14.99922371492032	0.0007762850302560001	0.000249180705895	1.1214591805112441e-05	2.523201317222592e-09	0.00023914044178200002	8.153724191470422e-08	4.7555354277348617e-07	0.04853429176771901	0.024807988193442	0.795359960661553	0.20464003933844502	0.627426542200693	0.168772998684073	0.0075161721773330005	0.37580484114322404	0.047733910203055	0.29999761175747003	2.388242060422838e-06	0.00017884087290000002	0.00843850843731	0.009831045903598	0.119886352491697	0.491519549640033
3600.0.	0.10207531931904301	12.952239823247405	0.0015148390819440002	94.10902964254353	92.24465474161994	0.979214997015267	0.020785002985131	1.381583434958795	14.999251268321087	0.0007487316294810001	1.2393178608562361e-05	5.585985353822368e-07	5.744200104443156e-10	0.000296972184514	1.036604854313323e-07	6.102356462378112e-07	0.0616926877866	0.031772972837837005	0.808771736400671	0.19122826359932701	0.762706898307768	0.33103845031016904	0.004731076668140001	0.23654769549769103	0.204150261168587	0.29999920483165404	7.951678767520786e-07	0.0008186061848920001	0.016551736927114	0.006211370941204	0.11136715718798801	0.31054716264368804
4500.0.	0.264523177498383	18.761638624354923	0.001040874159819	40.04937836963255	63.38261688487825	0.9821389431670701	0.017861056833327	1.001679753016959	14.999355863842563	0.000644136108	4.398571535888354e-06	1.9880602125602718e-07	4.6219412647945425e-10	0.00029892477110400004	1.22864602804427e-07	7.296066734194972e-07	0.07311430879698201	0.037942939523855	0.8344166300016801	0.16558336999831702	0.6612364202180381	0.5470857109117131	0.001243248660639	0.062160238037794004	0.5290460593941281	0.29999929663918	7.033603512261509e-07	0.001855848921896	0.027354113154299003	0.0053435454258940005	0.12274262791587401	0.267149732079051
5400.0.	0.42018395098509304	19.63713808471056	0.000481943858598	16.86319851539059	29.347288466442873	0.9836752922558111	0.016324707744586	0.7262408496008601	14.999406331544503	0.000593668406064	2.7112436002948553e-06	1.228747801268175e-07	4.5526476703571456e-10	0.00029933687136800003	1.391074328629967e-07	8.327821988267052e-07	0.082774236595767	0.043272845293371005	0.8464117118095841	0.153588288190413	0.544184538492266	0.614690869147348	0.000698159235531	0.034905441470934	0.840367640994058	0.299999302304926	6.976946052199664e-07	0.00296568675306	0.030734370786713	0.005810500230338	0.14056581431640802	0.290494949908981
6300.0.	0.552000787260166	17.937625096877348	0.00023786801972200001	9.780881949943113	14.48465999801603	0.9844592735452421	0.015540726455156001	0.5265413122776941	14.999429277903392	0.000570722047184	1.951847853793781e-06	8.870168699080741e-08	4.5322682811377854e-10	0.000299522339866	1.524941731117897e-07	9.196616582129575e-07	0.090735212983962	0.04775839023298	0.8518598692810231	0.148140130718974	0.46718393846779704	0.644169388914485	0.000510991655573	0.025546512785930002	1.10400133885593	0.299999303970968	6.960285631917166e-07	0.004101092344340001	0.032208295549999	0.0063542012401060005	0.149682160714179	0.317678765647509
7200.0.	0.655791692880042	15.61764645672314	0.00014743172441500002	7.209521674597576	8.977679660913049	0.9848578580518801	0.015142141948518002	0.38175455660238106	14.999439669203596	0.0005603307469790001	1.528339823069865e-06	6.964376978328274e-08	4.5238033120433663e-10	0.000299625773783	1.632576917535599e-07	9.909499673090374e-07	0.097135897992056	0.051436961328803	0.85432666931579	0.14567333068420701	0.42146282069808305	0.6579234050121671	0.00042279941044500005	0.021136526222794	1.311583172974969	0.29999930466302	6.953365118669396e-07	0.0052277363899510005	0.032895995667492	0.006755421933138	0.154432446483977	0.337739172100883
8100.0.	0.7305896190208571	13.388932617444569	0.000111872902166	6.065407716529131	6.812377202349823	0.9850603341477251	0.014939665852671001	0.27678083009876603	14.99944437452328	0.0005556254272900001	1.26324088704119e-06	5.7714321238386745e-08	4.5195905867941717e-10	0.00029969051918	1.7171809132749448e-07	1.048026322135624e-06	0.102166797587384	0.054380680335362	0.8554437989270951	0.144556201072903	0.39549954149530603	0.664501902363091	0.000376487246115	0.018820694798651002	1.461179046803438	0.299999305007417	6.949921149024381e-07	0.006318919537203	0.033224920190721	0.007012075764981001	0.15705922891702	0.35057154100506405
9000.0.	0.776716895187575	11.442449758068157	9.604446940180126e-05	5.4970995967790195	5.848526976753032	0.9851632218231061	0.014836778177291001	0.20067246502229003	14.999446509026344	0.000553490924215	1.084715658190524e-06	4.9680705692744945e-08	4.5172426229647276e-10	0.000299734120561	1.7823528480007292e-07	1.092709478755687e-06	0.106042050354352	0.05668416382168601	0.8559507349184641	0.144049265081533	0.38115113468702305	0.6676417244032841	0.000352654076168	0.017628910952281	1.553433619653001	0.299999305199366	6.948001651327069e-07	0.007355080191348001	0.033381911156917	0.007164618383411	0.15849563898375502	0.35819850801119
9900.0.	0.7952571928535881	9.803415269250587	8.855927412626116e-05	5.231969586581405	5.392726562332304	0.98521556323512	0.014784436765276	0.14549215060477402	14.999447480861342	0.000552519089216	9.58254084749185e-07	4.3989957683922514e-08	4.5158277096976545e-10	0.00029976500637400003	1.831673483180108e-07	1.126997174112978e-06	0.10897466227287501	0.058451029313916006	0.8561816749583051	0.143818325041691	0.373417124182079	0.66902035099468	0.00034349651266600003	0.017170965345766002	1.59051423439499	0.299999305315073	6.946844585342951e-07	0.008323127624831	0.033450842493840005	0.007250659191459	0.159150808283877	0.362500470972679
10800.0.	0.7879765153951941	8.45002828068266	8.558916589767645e-05	5.170076166127967	5.211866719878264	0.9852422437735461	0.014757756226850001	0.10548515409293101	14.999447926040009	0.0005520739105460001	8.652900579804887e-07	3.980659805506232e-08	4.5149235751915173e-10	0.000299787711046	1.868416659310115e-07	1.152846114586075e-06	0.11115935581604901	0.059782561147185005	0.8562875625338761	0.143712437466121	0.369424705654165	0.669390050638187	0.000345839767787	0.017288093708333	1.575952897475673	0.299999305388919	6.946106122458257e-07	0.009215493424157001	0.033469327601511	0.007296310582021	0.159206551969268	0.36478301410073904
11700.0.	0.757366809084374	7.350151603471834	8.5780826003239e-05	5.275995848387105	5.22353921962514	0.9852558861470021	0.014744113853394001	0.076479161842463	14.99944813194835	0.0005518680022060001	7.94992231710048e-07	3.664321493349526e-08	4.5143196499007665e-10	0.000299804879931	1.895397824700141e-07	1.172025374430306e-06	0.11276357271132001	0.060770198148316	0.8563366100888151	0.14366338991118202	0.367597779208774	0.6690709738864351	0.000358851966765	0.01793868808497	1.5147335009824139	0.299999305438059	6.945614730648848e-07	0.010029040395201002	0.033453374005823	0.007317566404281	0.158728172587996	0.36584581325699805
12600.0.	0.706707383684634	6.472908320943145	8.873817113043075e-05	5.546760178147906	5.403625308529394	0.9852628941832191	0.014737105817178001	0.055449150489626	14.999448228627022	0.0005517713235320001	7.406436321205284e-07	3.41975446392988e-08	4.5139029486633826e-10	0.000299818153523	1.914931383086143e-07	1.1860438763211528e-06	0.11392494637118701	0.061491849098721005	0.8563596906386001	0.14364030936139802	0.36711388309708604	0.66816654011839	0.000383269868931	0.019159578847532003	1.4134146639094851	0.299999305472386	6.945271456782672e-07	0.010763978676718002	0.033408152691460004	0.007323403667637	0.15770711547361901	0.36613771258571703
