time	IKK	IkBaIKK	IkBaIKKNFkB	IkBaNFkB_cytoplasm	IkBaNFkB_nucleus	IkBa_cytoplasm	IkBa_mRNA	IkBa_nucleus	IkBbIKK	IkBbIKKNFkB	IkBbNFkB_cytoplasm	IkBbNFkB_nucleus	IkBb_cytoplasm	IkBb_mRNA	IkBb_nucleus	IkBeIKK	IkBeIKKNFkB	IkBeNFkB_cytoplasm	IkBeNFkB_nucleus	IkBe_cytoplasm	IkBe_mRNA	IkBe_nucleus	NFkB_cytoplasm	NFkB_nucleus
2280.0.	0.000319529761788	6.09602274125875e-05	0.000422101434101	0.051758505078307	0.000165601679993	0.02085418470194	0.011756549060133	0.0018048904959750002	2.8465258468225763e-06	0.000127226413391	0.031113085467177004	3.882441210123285e-05	0.00315020133258	0.002542857142857	0.000211603094939	2.755252466675059e-06	6.458038499266601e-05	0.013716971940041001	2.766562481428938e-05	0.002244781134183	0.0018142857142850002	0.000150784829372	3.2738288089974854e-05	0.002532699276989
2320.0.	0.000319553328995	6.096295206832001e-05	0.00042196358862500006	0.051737828857995	0.00016557365074600002	0.020853569834648002	0.011756190374404	0.001804983063103	2.8467581636888546e-06	0.000127261634563	0.031119356641372	3.881834309966236e-05	0.0031502066547180003	0.002542857142857	0.000211616729134	2.7554994834178317e-06	6.465623810038278e-05	0.013732005522255002	2.766133994983028e-05	0.002244788134683	0.0018142857142850002	0.00015079476127600002	3.2732832620377996e-05	0.0025321413506710004
2360.0.	0.000319575795187	6.096554956421832e-05	0.00042183215669600006	0.051718118231797006	0.00016554693012100003	0.020852983818171	0.011755848516579001	0.001805071328825	2.846979592882014e-06	0.000127295141129	0.031125317098976004	3.8812556915160744e-05	0.0031502117229910004	0.002542857142857	0.00021162972745000002	2.755735010348421e-06	6.472864281996449e-05	0.013746354857049002	2.765725486103671e-05	0.002244794813793	0.0018142857142850002	0.000150804230611	3.272763187618874e-05	0.0025316094977570003
2400.0.	0.00031959721123300003	6.096802575889687e-05	0.000421706842839	0.0516993284289	0.000165521457707	0.020852425306616	0.011755522701963	0.0018051554897500002	2.8471906382901073e-06	0.000127327014268	0.031130981757978002	3.8807040537860764e-05	0.0031502165492850003	0.002542857142857	0.000211642119156	2.755959576735209e-06	6.4797755683864e-05	0.013760051155196	2.76533603563571e-05	0.00224480118623	0.0018142857142850002	0.000150813258652	3.2722674098623475e-05	0.0025311025124320004
2440.0.	0.00031961762568600004	6.097038624578788e-05	0.000421587365008	0.051681416737344006	0.000165497175839	0.020851893016603	0.011755212182276	0.001805235733728	2.8473917808415123e-06	0.00012735733141	0.031136364835896	3.8801781545395577e-05	0.0031502211449390004	0.002542857142857	0.000211653932198	2.756173687802224e-06	6.486372618125439e-05	0.013773124207142001	2.7649647659253074e-05	0.0022448072660380004	0.0018142857142850002	0.00015082186571100002	3.2717948063556906e-05	0.0025306192439100003
2480.0.	0.00031963708488300005	6.097263636477554e-05	0.00042147345398000003	0.051664342410538	0.000165474029477	0.020851385724375	0.011754916243972001	0.0018053122402220002	2.8475834795244556e-06	0.000127386166398	0.031141479881970004	3.879676807724155e-05	0.0031502255207730002	0.002542857142857	0.00021166519325700002	2.756377825794749e-06	6.492669706812468e-05	0.013785602447061	2.7646108390086524e-05	0.0022448130666260003	0.0018142857142850002	0.000150830071184	3.271344305783731e-05	0.002530158593981
2520.0.	0.00031965563304800005	6.097478121335163e-05	0.00042136485279300003	0.051648066577912	0.000165451966091	0.02085090226304	0.011754634206632001	0.0018053851806620002	2.847766172363561e-06	0.000127413589657	0.031146339807919	3.8791988810104944e-05	0.003150229687105	0.002542857142857	0.00021167592780700002	2.756572451000051e-06	6.498680466437801e-05	0.01379751301409	2.7642734548742684e-05	0.0022448186007910003	0.0018142857142850002	0.00015083789358700001	3.2709148856597304e-05	0.002529719514655
2560.0.	0.00031967331238400004	6.097682565730924e-05	0.00042126131619800005	0.051632552159544	0.00016543093555	0.020850441519939002	0.011754365421439001	0.0018054547187940002	2.8479402773549498e-06	0.000127439668341	0.031150956917327003	3.8787432934317194e-05	0.003150233653777	0.002542857142857	0.00021168616016400003	2.7567580027248767e-06	6.504417913841487e-05	0.013808881810848002	2.7639518497963803e-05	0.0022448238807450003	0.0018142857142850002	0.00015084535059600002	3.270505570152275e-05	0.0025293010059170003
2600.0.	0.000319690163164	6.0978774340991404e-05	0.00042116261013600004	0.051617763784594005	0.00016541089001	0.020850002434136	0.011754109269712001	0.0018055210110060002	2.848106193361531e-06	0.000127464466484	0.031155342933702004	3.8783090131203775e-05	0.0031502374301800003	0.002542857142857	0.00021169591353800002	2.756934900231374e-06	6.509894477967294e-05	0.013819733559364	2.7636452947369242e-05	0.002244828918147	0.0018142857142850002	0.000150852459083	3.270115428004441e-05	0.002528902113568
2640.0.	0.00031970622381700004	6.098063169711023e-05	0.00042106851123900006	0.051603667713376	0.000165391783818	0.020849583994023	0.011753865161517002	0.0018055842066480002	2.848264300969975e-06	0.000127488045142	0.031159509027287	3.8778950551392224e-05	0.003150241025268	0.002542857142857	0.000211705210085	2.7571035436330077e-06	6.5151220259583e-05	0.013830091854514	2.7633530938138043e-05	0.002244833724122	0.0018142857142850002	0.00015085923515400002	3.2697435705416484e-05	0.002528521927167
2680.0.	0.00031972153101000005	6.098240195615314e-05	0.00042097880634800006	0.051590231762913004	0.00016537357341	0.020849185235035	0.011753632534335002	0.0018056444483360002	2.8484149633108648e-06	0.000127510462524	0.031163465840647	3.877500479402609e-05	0.0031502444475790003	0.002542857142857	0.00021171407095000002	2.7572643147520617e-06	6.520111888138689e-05	0.013839979215092	2.7630745828329995e-05	0.002244838309288	0.0018142857142850002	0.00015086569418200002	3.269389149764869e-05	0.002528159578061
2720.0.	0.000319736119731	6.0984089155390763e-05	0.00042089329206200006	0.051577425235837006	0.000165356217216	0.020848805237472002	0.011753410851794	0.001805701872243	2.8485585268434744e-06	0.00012753177412600002	0.031167223513120002	3.8771243886851326e-05	0.0031502477052600003	0.002542857142857	0.000211722516314	2.757417577940183e-06	6.524874881925104e-05	0.013849417132587001	2.7628091278822263e-05	0.0022448426837780003	0.0018142857142850002	0.000150871850838	3.269051356525802e-05	0.0025278142374990003
2760.0.	0.000319750023359	6.09856971475022e-05	0.00042081177429200003	0.051565218852467	0.00016533967557700002	0.020848443124420003	0.011753199602462001	0.0018057566083830002	2.848695322106551e-06	0.00012755203285	0.031170791704146	3.8767659267142956e-05	0.0031502508060750004	0.002542857142857	0.00021173056543700002	2.75756368086345e-06	6.529421334709658e-05	0.013858426117797001	2.762556123983881e-05	0.002244846857262	0.0018142857142850002	0.000150877719124	3.268729418780832e-05	0.0025274851148270002
2800.0.	0.000319763273741	6.0987229608831755e-05	0.00042073406784600006	0.051553584685950005	0.00016532391064900002	0.020848098059767003	0.011752998298686	0.00180580878088	2.8488256644364948e-06	0.000127571289126	0.031174179615551002	3.876424276344091e-05	0.0031502537574320004	0.002542857142857	0.00021173823669700002	2.757702955253394e-06	6.533761105755349e-05	0.01386702574535	2.7623149938050514e-05	0.002244850838968	0.0018142857142850002	0.00015088331240100002	3.2684225999206356e-05	0.002527171455767
2840.0.	0.000319775901259	6.09886900472918e-05	0.000420659996028	0.051542496100319	0.00016530888633100002	0.020847769246312	0.011752806475500002	0.0018058585082240002	2.848949854654203e-06	0.00012758959102100002	0.031177396012811002	3.8760986578063854e-05	0.0031502565663930004	0.002542857142857	0.000211745547633	2.757835717625304e-06	6.537903607143364e-05	0.013875234696232001	2.762085186422426e-05	0.0022448546377030003	0.0018142857142850002	0.00015088864342000001	3.268130197172415e-05	0.002526872540769
2880.0.	0.000319787934897	6.099008180992537e-05	0.000420589390252	0.051531927691343	0.00016529456818	0.020847455923962	0.011752623689566002	0.0018059059035230001	2.8490681797218887e-06	0.000127606984352	0.031180449245358004	3.875788327037149e-05	0.0031502592396900004	0.002542857142857	0.000211752514977	2.75796226996518e-06	6.541857823810502e-05	0.013883070798411001	2.7618661761400332e-05	0.002244858261869	0.0018142857142850002	0.00015089372434800002	3.267851540071835e-05	0.0025265876834300004
2920.0.	0.00031979940230500003	6.0991408090141824e-05	0.000420522089679	0.05152185523004801	0.00016528092333800002	0.020847157368009003	0.011752449518177001	0.0018059510747360002	2.849180913371078e-06	0.000127623512783	0.031183347265951	3.875492574074617e-05	0.0031502617837450004	0.002542857142857	0.00021175915469800002	2.758082900386581e-06	6.545632332713621e-05	0.013890551065628	2.7616574613577204e-05	0.002244861719485	0.0018142857142850002	0.00015089856679500002	3.267585989001803e-05	0.002526316228998
2960.0.	0.00031981032985900005	6.099267193463887e-05	0.000420457940862	0.051512255608791004	0.00016526792046000002	0.020846872887491003	0.011752283558299001	0.0018059941249040001	2.8492883167029683e-06	0.00012763921793	0.031186097649174002	3.8752107215265445e-05	0.003150264204678	0.002542857142857	0.00021176548203000002	2.758197883758627e-06	6.549235321156815e-05	0.013897691734457	2.7614585634884307e-05	0.002244865018202	0.0018142857142850002	0.000150903181838	3.2673329337954074e-05	0.0025260575529220002
3000.0.	0.000319820742717	6.099387625002302e-05	0.000420396797417	0.051503106789779006	0.000165255529645	0.020846601823625	0.011752125425661002	0.0018060351523690001	2.849390638762315e-06	0.000127654139451	0.03118870760908	3.8749421231038756e-05	0.003150266508324	0.002542857142857	0.000211771511505	2.758307482306336e-06	6.552674604315708e-05	0.013904508299682001	2.7612690259223215e-05	0.002244868165323	0.0018142857142850002	0.000150907580044	3.267091792400325e-05	0.002525811059485
3040.0.	0.00031983066487800005	6.0995023809141224e-05	0.00042033851969300003	0.051494387755913	0.000165243722372	0.020846343548314	0.011751974753883001	0.0018060742509800002	2.849488117085911e-06	0.00012766831513500002	0.031191184016038	3.874686162218099e-05	0.003150268700249	0.002542857142857	0.00021177725699200002	2.758411946184436e-06	6.555957641992206e-05	0.013911015548090001	2.7610884130358692e-05	0.0022448711678120003	0.0018142857142850002	0.00015091177149600003	3.266862009602165e-05	0.002525576180486
3080.0.	0.000319840119231	6.099611725713518e-05	0.00042028297447800004	0.051486078463875005	0.000165232471434	0.020846097462722	0.011751831193647	0.001806111510295	2.849580978226772e-06	0.000127681780994	0.031193533412794003	3.874442250639786e-05	0.003150270785754	0.002542857142857	0.000211782731716	2.758511514025803e-06	6.559091554631601e-05	0.013917227590735002	2.7609163092441593e-05	0.0022448740323180003	0.0018142857142850002	0.00015091576581400002	3.2666430558043125e-05	0.0025253523739840003
3120.0.	0.00031984912760800005	6.099715911722958e-05	0.00042023003469600004	0.051478159799328	0.000165221750882	0.020845862995918	0.011751694411906	0.0018061470157730002	2.849669438255001e-06	0.000127694571339	0.031195762029811003	3.87420982721582e-05	0.0031502727698970003	0.002542857142857	0.000211787948298	2.758606413465535e-06	6.562083138633026e-05	0.013923157893742	2.7607523180946074e-05	0.002244876765183	0.0018142857142850002	0.00015091957217300002	3.266434425861864e-05	0.0025251391231010003
3160.0.	0.000319857710834	6.099815179626537e-05	0.000420179579132	0.05147061353417601	0.00016521153596500002	0.020845639603578003	0.011751564091131001	0.001806180848957	2.849753703236347e-06	0.00012770671886100002	0.031197875799893002	3.8739883566428935e-05	0.003150274657496	0.002542857142857	0.000211792918774	2.7586968616417307e-06	6.564938880982877e-05	0.013928819307726001	2.7605960614004134e-05	0.002244879372458	0.0018142857142850002	0.000150923199328	3.266235637967412e-05	0.002524935934873
3200.0.	0.000319865888767	6.099909758998879e-05	0.00042013149216600003	0.051463422285746005	0.00016520180307700002	0.020845426766752002	0.011751439928585001	0.0018062130876490001	2.849833969689407e-06	0.000127718254708	0.031199880372140002	3.8737773282949716e-05	0.0031502764531460004	0.002542857142857	0.00021179765462500002	2.758783065673955e-06	6.567664973239905e-05	0.013934224095874002	2.7604471784121334e-05	0.0022448818599180003	0.0018142857142850002	0.000150926655628	3.2660462325864484e-05	0.002524742339161
3240.0.	0.00031987368034800003	6.099999868810618e-05	0.00042008566351500005	0.051456569477848005	0.000165192529703	0.020845223990683	0.011751321635646001	0.0018062438060790001	2.849910425022371e-06	0.00012772920855	0.031201781125263003	3.8735762551025065e-05	0.003150278161224	0.002542857142857	0.00021180216680500002	2.758865223120334e-06	6.570267324899464e-05	0.013939383960753001	2.7603053250257712e-05	0.0022448842330700003	0.0018142857142850002	0.000150929949039	3.2658657714403094e-05	0.002524557887599
3280.0.	0.00031988110364	6.1000857179114214e-05	0.00042004198799000005	0.051450039303602	0.00016518369437100002	0.020845030803685	0.011751208937142	0.001806273075067	2.849983247950195e-06	0.00012773960865700002	0.031203583180282	3.8733846724812155e-05	0.003150279785905	0.002542857142857	0.00021180646575800002	2.758943522414201e-06	6.572751576163356e-05	0.013944310069911	2.760170173025907e-05	0.0022448864971720004	0.0018142857142850002	0.00015093308715800001	3.265693836534597e-05	0.0025243821526010003
3320.0.	0.00031988817587000004	6.100167505491562e-05	0.000420000365265	0.051443816689961	0.00016517527660300002	0.020844846756069003	0.011751101570733	0.0018063009621740002	2.850052608893041e-06	0.000127749481955	0.031205291412639002	3.87320213730837e-05	0.0031502813311660004	0.002542857142857	0.000211810561448	2.7590181432811726e-06	6.57512311014081e-05	0.013949013080308001	2.7600414093623445e-05	0.002244888657238	0.0018142857142850002	0.00015093607723200002	3.265530029231147e-05	0.0025242147264060003
3360.0.	0.00031989491346600004	6.1002454215228875e-05	0.00041996069965100004	0.051437887263861004	0.00016516725686800001	0.020844671419123002	0.011750999286314	0.0018063275318500002	2.8501186703567967e-06	0.000127758854093	0.031206910463749002	3.8730282269445736e-05	0.0031502828007990004	0.002542857142857	0.000211814463378	2.7590892571375063e-06	6.57738706450495e-05	0.013953503161645	2.759918735458916e-05	0.002244890718052	0.0018142857142850002	0.000150938926173	3.265373969361658e-05	0.0025240552201670004
3400.0.	0.000319901332094	6.1003196471801026e-05	0.00041992289988800004	0.05143223731991001	0.000165159616543	0.020844504384139	0.011750901845442	0.0018063528455770001	2.850181587296461e-06	0.000127767749504	0.031208444752022002	3.8728625382991296e-05	0.0031502841984160004	0.002542857142857	0.00021181818061000003	2.759157027470526e-06	6.579548342628276e-05	0.013957790018626001	2.7598018665530563e-05	0.002244892684179	0.0018142857142850002	0.00015094164057200002	3.265225294381165e-05	0.002523903263084
3440.0.	0.000319907446691	6.1003903552431854e-05	0.00041988687893800003	0.051426853789565005	0.00016515233786800002	0.020844345261478003	0.011750809020803001	0.0018063769620000002	2.850241507463108e-06	0.000127776191457	0.031209898483370004	3.872704686937112e-05	0.0031502855274600002	0.002542857142857	0.000211821721788	2.759221610201937e-06	6.581611624219742e-05	0.013961882912217002	2.7596905310648422e-05	0.002244894559974	0.0018142857142850002	0.000150944226716	3.2650836585596744e-05	0.0025237585015730002
3480.0.	0.000319913271505	6.1004577104817724e-05	0.00041985255379500006	0.051421724211709006	0.000165145403907	0.020844193679687	0.011750720595687	0.001806399937059	2.8502985717352018e-06	0.000127784202113	0.031211275661231004	3.872554306226389e-05	0.0031502867912120004	0.002542857142857	0.00021182509515300002	2.759283154034734e-06	6.583581375484981e-05	0.013965790679929	2.7595844699942614e-05	0.002244896349593	0.0018142857142850002	0.000150946690603	3.2649487322102294e-05	0.002523620598473
3520.0.	0.000319918820117	6.1005218700222635e-05	0.000419819845297	0.051416836704589006	0.000165138798509	0.020844049284653002	0.011750636363499	0.001806421824111	2.850352914434901e-06	0.00012779180258100001	0.031212580096119002	3.872411046522876e-05	0.0031502879928	0.002542857142857	0.00021182830856700003	2.7593418007844546e-06	6.585461858830541e-05	0.013969521755183002	2.759483436345466e-05	0.0022448980569970004	0.0018142857142850002	0.000150949037949	3.2648202009518694e-05	0.0025234892322930002
3560.0.	0.00031992410548100004	6.1005829836984084e-05	0.00041978867795000005	0.051412179939027004	0.000165132506274	0.020843911738795	0.011750556127287001	0.0018064426740440002	2.8504046636300196e-06	0.000127799012959	0.031213815414746004	3.8722745743923475e-05	0.0031502891352030004	0.002542857142857	0.000211831369525	2.7593976856954333e-06	6.58725714213196e-05	0.013973084185792002	2.7593871945768726e-05	0.0022448996859710003	0.0018142857142850002	0.00015095127420900001	3.264697765005942e-05	0.0025233640964860003
3600.0.	0.000319929139947	6.1006411943861074e-05	0.000419758979763	0.051407743112872	0.00016512651252000002	0.020843780720299	0.011750479699297002	0.0018064625353940002	2.8504539414223062e-06	0.00012780585239000001	0.031214985068706003	3.8721445718672485e-05	0.0031502902212600004	0.002542857142857	0.00021183428517400002	2.759450937742749e-06	6.58897110758486e-05	0.013976485651601001	2.759295520075983e-05	0.0022449012401200004	0.0018142857142850002	0.000150953404583	3.264581138524262e-05	0.0025232448987640003
3640.0.	0.00031993393529	6.1006966383230686e-05	0.00041973068208	0.051403515926617	0.00016512080324300002	0.02084365592238	0.011750406900541	0.001806481454452	2.850500864222606e-06	0.00012781233910000002	0.031216092342759003	3.8720207357370005e-05	0.0031502912536770004	0.002542857142857	0.000211837062332	2.7595016799204667e-06	6.59060746015732e-05	0.013979733481325002	2.75920819865787e-05	0.0022449027228880003	0.0018142857142850002	0.000150955434029	3.2644700489477886e-05	0.0025231313604380003
3680.0.	0.000319938502738	6.100749445414048e-05	0.00041970371943300005	0.051399488560139005	0.000165115365094	0.020843537052587003	0.011750337560393	0.0018064994753620002	2.850545543013521e-06	0.000127818490444	0.031217140362734003	3.871902776870316e-05	0.00315029223503	0.002542857142857	0.00021183970749700002	2.759550029516808e-06	6.592169735661086e-05	0.01398283466861	2.7591250260862622e-05	0.002244904137558	0.0018142857142850002	0.000150957367277	3.2643642363943876e-05	0.0025230232157920003
3720.0.	0.000319942852997	6.1007997395222444e-05	0.000419678029394	0.051395651650508	0.000165110185343	0.020843423832131003	0.011750271516198	0.0018065166402250002	2.850588083600094e-06	0.000127824322946	0.031218132103060004	3.8717904195681153e-05	0.0031502931677750002	0.002542857142857	0.000211842226866	2.759596098376796e-06	6.593661308458435e-05	0.013985795887377	2.759045807616276e-05	0.002244905487262	0.0018142857142850002	0.00015095920883600002	3.2642634530744514e-05	0.002522920211483
3760.0.	0.000319946996273	6.100847638747503e-05	0.000419653552431	0.051391996270814005	0.00016510525185300002	0.020843315995255	0.011750208612901	0.001806532989189	2.850628586849074e-06	0.000127829852339	0.031219070393942002	3.871683400945753e-05	0.003150294054253	0.002542857142857	0.00021184462634900002	2.75963999315298e-06	6.595085398820829e-05	0.013988623506449001	2.7589703575578453e-05	0.002244906774989	0.0018142857142850002	0.000150960963006	3.2641674627331275e-05	0.002522822105967
3800.0.	0.00031995094229700003	6.1008932556918815e-05	0.00041963023178	0.051388513909974	0.000165100553054	0.020843213288623003	0.011750148702695001	0.0018065485605370001	2.850667148917255e-06	0.00012783509360100002	0.031219957928211004	3.8715814703432156e-05	0.0031502948966930003	0.002542857142857	0.00021184691157900002	2.7596818155447076e-06	6.59644507995474e-05	0.013991323603523	2.7588984988589015e-05	0.00224490800359	0.0018142857142850002	0.000150962633887	3.264076040117939e-05	0.002522728668961
3840.0.	0.000319954700346	6.10093669771314e-05	0.000419608013312	0.051385196453461006	0.000165096077912	0.020843115470744	0.011750091644683	0.0018065633907770001	2.850703861469386e-06	0.00012784006099200002	0.031220797267845	3.8714843887620755e-05	0.0031502956972180004	0.002542857142857	0.00021184908792900003	2.759721662526514e-06	6.597743284709456e-05	0.013993901978494	2.7588300627074837e-05	0.002244909175785	0.0018142857142850002	0.00015096422538800003	3.263988970470705e-05	0.002522639680912
3880.0.	0.00031995827926600004	6.1009780671667256e-05	0.00041958684541700003	0.051382036164924004	0.00016509181591	0.02084302231142	0.011750037304556002	0.00180657751472	2.850738811886114e-06	0.000127844768086	0.031221590850194002	3.8713919283280344e-05	0.003150296457852	0.002542857142857	0.00021185116051900002	2.7597596265660832e-06	6.598982811981013e-05	0.013996364166179002	2.758764888151916e-05	0.002244910294169	0.0018142857142850002	0.000150965741237	3.2639060490426575e-05	0.002522554932511
3920.0.	0.00031996168748900004	6.101017461636707e-05	0.000419566678883	0.051379025668658006	0.00016508775702	0.02084293359122	0.011749985554287001	0.0018065909655590002	2.8507720834624147e-06	0.00012784922780300002	0.031222340993902004	3.8713038717778936e-05	0.0031502971805210003	0.002542857142857	0.000211853134233	2.7597957958322458e-06	6.600166332825786e-05	0.013998715448450001	2.7587028217382412e-05	0.0022449113612160003	0.0018142857142850002	0.000150967184987	3.2638270806317266e-05	0.0025224742242110003
3960.0.	0.00031996493305300004	6.101054974156195e-05	0.00041954746678700004	0.051376157932875005	0.00016508389168000002	0.020842849100978	0.011749936271836	0.0018066037749430001	2.850803755596927e-06	0.000127853452444	0.031223049904566	3.8712200119698907e-05	0.003150297867062	0.002542857142857	0.00021185501372600002	2.759830254393494e-06	6.601296396296666e-05	0.014000960865821001	2.758643717164187e-05	0.00224491237929	0.0018142857142850002	0.000150968560027	3.263751879140953e-05	0.0025223973657780003
4000.0.	0.00031996802362300005	6.101090693417697e-05	0.00041952916439	0.051373426253753005	0.00016508021077800002	0.020842768641317	0.011749889340876	0.0018066159730490002	2.8508339039726023e-06	0.000127857453714	0.031223719680117	3.871140151416352e-05	0.0031502985192240003	0.002542857142857	0.00021185680343700002	2.759863082407384e-06	6.602375435014303e-05	0.014003105228499001	2.7585874349488754e-05	0.002244913350641	0.0018142857142850002	0.00015096986958700002	3.2636802671571784e-05	0.00252232417586
