time	IkBa_cytoplasm	IkBa_mRNA_cytoplasm	IkBa_mRNA_nucleus	IkBa_pre_mRNA_1	IkBa_pre_mRNA_2	JNK	JNK_P	LPS	MSK1	MSK1_P	TNFR1_EL	TNFR1_cytoplasm	TNFa_TNFR1_EL	TNFa_TNFR1_cytoplasm	TNFa_mRNA_LSEC	TNFa_mRNA_MC	TNFa_pre_mRNA_LSEC	TNFa_pre_mRNA_MC	p38	p38_P	p65_2P	p65_IkBa_nucleus	p65_cytoplasm	p65_nucleus	s11	s14	s15	s16	s19	s3	s5	s8
0.0.	0.569627604156	2.76336614851	8.56782999207e-05	5.2485474919	5.2485474919	0.994439184714	0.00556081528568	5.0	14.9761065221	0.0238934779248	0.00122834645669	5.5275590551200005e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.575990279343	0.424009720657	0.229730530498	0.847353224351	0.00033741572635800004	0.0168664349986	1.1392551124599999	0.299998135947	1.86405326092e-06	0.0	0.0423675493437	0.00435886658608	0.07438122521320001	0.217923929081
900.0.	0.363274506912634	2.7733999649159333	9.339393151579356e-05	6.765107131156686	5.721214653528048	0.9936759323961091	0.0063240676035700005	3.6229016249606	14.973599257232555	0.026400742792239	0.001107095058567	4.9819771161027815e-05	1.191586050583946e-09	2.9612591307788334e-05	2.939548044084451e-08	1.665666593117781e-07	0.017517781313084003	0.008819763076007	0.5200454493756911	0.47995455062430903	0.257051042789922	0.6888697648385761	0.0006124605013250001	0.030618518845036004	0.726549188094726	0.29999257507133303	7.424928927726895e-06	1.90095589918426e-05	0.034443225951418	0.008008861452276	0.20237104492339603	0.40038291437023305
1800.0.	0.02515448805693	3.124682646868342	0.000242322236766	27.740726217106115	14.844573314427029	0.9918925418592971	0.008107458140381	2.625083230967545	14.96699035069172	0.033009649333083	0.000746742440802	3.360449771728088e-05	2.273202788197722e-09	0.000117620978492	5.673811462766998e-08	3.269072784359961e-07	0.033780245622511	0.017120489904819	0.398592001362192	0.601407998637808	0.40136834234456104	0.358596002489085	0.0035247141388800004	0.176233471802515	0.050308974792634006	0.299987524793757	1.247520650374304e-05	5.376478222888845e-05	0.017929592281658	0.011969067936511	0.20799551365812202	0.5983961643959971
2700.0.	0.024096610556421	6.060600433323036	0.0009534393776610001	87.45748868992933	58.4070002537568	0.990110946489375	0.009889053510303001	1.902083656370628	14.960734777300617	0.039265222724189	0.000249503142512	1.1229109872999412e-05	2.526355732011775e-09	0.00023906168379	8.162390679528911e-08	4.7528636508221165e-07	0.048580873888316	0.0247988736684	0.294330679206433	0.705669320793567	0.65708946649207	0.163307200701715	0.007386981856939001	0.369345406001978	0.048193108021189	0.29998633913864103	1.366086161983712e-05	0.000178833054955	0.008165220152279001	0.009654352529874	0.12250866094702301	0.48268502166494404
3600.0.	0.103983640466315	13.134030259187604	0.0015347864571910001	95.80657875417296	94.01916376124743	0.990618714532929	0.009381285466749	1.378212390922005	14.962213380135841	0.037786619888982	1.2562023097343072e-05	5.662082770712715e-07	5.815719871292649e-10	0.00029693093433	1.037649764398189e-07	6.098273394576834e-07	0.061748510712418006	0.031757888095913005	0.343033732408736	0.6569662675912641	0.7951488741016781	0.32421270456379403	0.0045974475119210005	0.22986647674014202	0.20796690322969802	0.299995419453261	4.580547000244263e-06	0.000817658603764	0.016210450461757002	0.006032733901361001	0.11479195036180301	0.301615080597679
4500.0.	0.27057208813959904	19.01099696840614	0.001053808193232	40.72605893362703	64.55460749469518	0.991937247669682	0.008062752329997001	0.9986255798890881	14.967424323680357	0.032575676344469	4.460862493115041e-06	2.0162061123079196e-07	4.683134980146961e-10	0.00029890954502000003	1.229794252551146e-07	7.290258410249286e-07	0.07317509250599301	0.037920100088773	0.42978082099964704	0.570219179000353	0.6906859167916961	0.536361181641798	0.001213307924382	0.060663426555034004	0.5411438777411041	0.29999594943664504	4.050563615713092e-06	0.0018541620815240001	0.02681788618625	0.005212288649865	0.12662372974132902	0.260586599650715
5400.0.	0.43014383846908305	19.90114538860087	0.0004897573174900001	17.22734339721069	30.001723609975446	0.9926288090591111	0.007371190940568001	0.7235844456007711	14.969951218791806	0.030048781233026	2.749143718041417e-06	1.245917761985138e-07	4.612901902463043e-10	0.000299327602302	1.392250492735995e-07	8.320002818219796e-07	0.082835679237356	0.043240610454165	0.470356512828811	0.529643487171189	0.5705571031020531	0.603831445131043	0.0006845327007690001	0.034224309405915004	0.860287412275864	0.29999598224842	4.017751840808738e-06	0.0029635118666710004	0.03019139840285	0.005712956174068	0.14475160746637802	0.285617365399828
6300.0.	0.5654018094926	18.187498675987747	0.000242356405614	10.004517322199492	14.84637690041713	0.9929809193480531	0.007019080651626	0.524295051579451	14.97110343578953	0.028896564235306003	1.978930655436075e-06	8.99319068079009e-08	4.5922648313134816e-10	0.000299515712724	1.526079166612053e-07	9.186579056008179e-07	0.090793525113481	0.047715528060997006	0.488841140931263	0.511158859068737	0.49150772541841004	0.633470437219632	0.0005013701316730001	0.025065619601845	1.130803379883168	0.29999599188763904	4.0081126217280694e-06	0.004098512354708	0.031673346559613	0.006279174770726001	0.15399512870470702	0.313927006958277
7200.0.	0.6719131433238481	15.840795052905037	0.000150181771557	7.3719566210733465	9.199921152858497	0.993159527404974	0.006840472594705001	0.379893878020429	14.971627392367894	0.028372607656938	1.549457098327222e-06	7.060554400343897e-08	4.5836981334238784e-10	0.000299620603604	1.633624465314812e-07	9.897149693338479e-07	0.097188199023334	0.05138283774911501	0.49724621951250203	0.5027537804874981	0.44453163921729805	0.64733636777587	0.000414920037259	0.020742733564108003	1.343826070908689	0.299995995889184	4.004111076674164e-06	0.005224760758911	0.032366642299429	0.00669455355707	0.15880205407386802	0.334695289639445
8100.0.	0.748593073516518	13.583094563457527	0.00011382900251900001	6.199859904569435	6.973012359866505	0.993250050498171	0.006749949501507001	0.27526362896640905	14.971865782690353	0.028134217334485002	1.2806583007477518e-06	5.8509604261393764e-08	4.5794389194814774e-10	0.00029968625262	1.718105791769711e-07	1.046563022256094e-06	0.10221128061850801	0.054315315490544004	0.501071086427869	0.49892891357213104	0.41782103606167603	0.6539804665920601	0.00036953189534500005	0.018473098962681	1.497185953423177	0.299995997877674	4.002122586740749e-06	0.00631551696034	0.032698846847312	0.00695980279541	0.161454878855311	0.34795741386078904
