time	cdhap	ce4p	cf6p	cfdp	cg1p	cg6p	cgap	cglcex	cpep	cpg	cpg2	cpg3	cpgp	cpyr	crib5p	cribu5p	csed7p	cxyl5p
34.0.	0.428199996301633	0.167763359098889	0.6965552497949731	1.6453394205841012	0.7403968933983911	4.069629786834406	0.44843800707541104	1.62074551098037	1.338071021323211	1.0746923176191001	0.20661151772890202	1.1310998375428	0.002486287158008	4.236417841445772	0.5360148409039021	0.14373802280904002	0.257471635545522	0.187826609212937
34.0.4.0	0.42627889535246605	0.16713103852236602	0.6942734728145901	1.631177815091602	0.7367748144007791	4.056157889478685	0.44706316836804905	1.616199225969106	1.334089495055712	1.0707529153322821	0.205908284045063	1.126909902515854	0.0024966671539920003	4.24114863270465	0.533735733083323	0.143310333462416	0.25637737211895	0.187306512761471
34.0.800000000000004.0	0.424380484171934	0.166588444749822	0.6925161879900871	1.6175207146796442	0.7332571732752681	4.045771954035577	0.44588783385475605	1.611623532184601	1.333092730907836	1.066816728180577	0.20566564964781603	1.125228608087905	0.002511791527082	4.246416017766932	0.531762895052568	0.142969393110322	0.255509353601519	0.18691216293239102
35.0.2.0	0.42263656790735005	0.166144351717323	0.691158515691304	1.605252152422254	0.729851792352419	4.037744578804402	0.44496139133482304	1.607022477860007	1.333915362434185	1.062903955991093	0.20570913607313002	1.125126279128856	0.002529955752384	4.251863879130447	0.530111912548189	0.14270973798820402	0.254813607792135	0.18662410339637
35.0.6.0	0.421141518443145	0.16579999589836902	0.6900778172555111	1.594973733094625	0.726559804984169	4.03135873906966	0.44430958850794405	1.602400724749149	1.335557362657208	1.059028974486055	0.20588833894848402	1.125798756726749	0.002549630748431	4.25718373076942	0.528774919595354	0.142522153254686	0.25423605031073204	0.186420786444873
36.0.	0.41995324691998703	0.165550572158463	0.6891628441016521	1.5870256632710151	0.723377039934427	4.02596237259544	0.44393739657200704	1.5977630149665711	1.33720905010244	1.055200679397064	0.206080901913638	1.126589501511522	0.002569520817143	4.262134524096286	0.5277264276372481	0.142395254477671	0.253726960556781	0.18628073233355202
36.0.4.0	0.41909745979322005	0.16538672371329102	0.688318715018929	1.581526323349479	0.720295465152829	4.020998238559033	0.44383239556486	1.5931138070328812	1.338250894241639	1.051423165124232	0.206192646555576	1.1269909522536201	0.0025885817751390003	4.2665479920566725	0.526929096745256	0.142316716827149	0.253243815510036	0.18618383860524002
36.0.800000000000004.0	0.41857345076236	0.16529594048041202	0.687468838746216	1.578418085857379	0.717304537700444	4.016015619792205	0.443968452662226	1.58845706236761	1.338239932229944	1.04769656775475	0.206155651036198	1.126634768735881	0.002606016305553	4.270323967206167	0.526338821767363	0.142274174344884	0.252752672692494	0.18611209152812402
37.0.2.0	0.41836021638034704	0.16526382092160802	0.686554891207196	1.577511862487362	0.714392380734993	4.010670441685281	0.44430947622141304	1.5837961438777182	1.336890666163361	1.044017953822601	0.20592547520477	1.125277409138216	0.002621258367354	4.273420245926107	0.525908880185739	0.142255855390095	0.252228449743479	0.186049914746995
37.0.6.0	0.41842219110103	0.165275176106599	0.685535715802388	1.578526727084022	0.711546760142565	4.00471897116515	0.44481305132775506	1.5791337873546971	1.334054800435558	1.040382182782635	0.20547819812832302	1.122784639222583	0.0026339534936130004	4.275840576242808	0.525593130732789	0.142251024366491	0.251654467881201	0.18598432382847502
38.0.	0.418714280333616	0.16531496914278002	0.6843857192928791	1.581123523903918	0.7087558635732101	3.9980085095985123	0.44543380525837	1.5744721145568041	1.329701642046011	1.036782705390682	0.20480754856627	1.119116498513042	0.0026439380004420004	4.277623040605578	0.5253483749613841	0.142250285785496	0.251021568692387	0.18590498481109202
38.0.400000000000006.0	0.419186115015921	0.16536909104959802	0.6830930780719221	1.584932783184624	0.706008898462678	3.990466963917782	0.446126398756202	1.5698126673987471	1.323899432043331	1.0332122812791371	0.20392217170218202	1.114312969140657	0.00265121767094	4.278829956352346	0.5251360325857	0.142245787995384	0.25032702730189405	0.18580421947830603
38.0.800000000000004.0	0.41978558145543904	0.165424976895494	0.681657884087654	1.589577842826945	0.7032965289581841	3.982092075540331	0.446848076959921	1.565156452045989	1.316797124774493	1.029663609426093	0.202842959441206	1.108479962230745	0.002655945201779	4.2795396011585	0.524923270605785	0.14223134706238202	0.249573401447225	0.185676963965126
39.0.2.0	0.42046172760287803	0.16547206520162902	0.6800902490766351	1.5946941145135112	0.700611169522468	3.972940423717109	0.447560736986977	1.560503988558538	1.308605975056836	1.026129868361647	0.201600345529687	1.101775088107715	0.0026583953571460003	4.279839593266821	0.524683693203784	0.142202498873076	0.24876739096921202	0.185520668281123
39.0.6.0	0.421167141086407	0.165502101538701	0.6784083395389631	1.59994517033228	0.697947149111877	3.963116037000451	0.448232480863658	1.555855365862886	1.299580541050767	1.022605162179059	0.20023150225036201	1.094392859492043	0.0026589371214230002	4.27982155006984	0.524397662484092	0.14215648022408	0.24791874047216503	0.185335118767948
40.0.	0.42185985993138503	0.16550928637631301	0.676636317856185	1.605035940291617	0.6953007567228601	3.952758455051573	0.44883863082242603	1.551210303563293	1.289999187494745	1.019084866543796	0.198777446546877	1.086549353969632	0.002658002933496	4.279576632132323	0.524052290507495	0.142092137397019	0.24703919764943102	0.18512217008334902
