time	A1	A1_2	A2	A2_2	A3	A3_2	CREB_n	DUSP_c	DUSP_n	DUSP_n_ERK_n	DUSP_n_pERK_n	DUSP_n_ppERK_n	DUSPmRNA	ERK_c	ERK_n	Elk1_n	F	FOSn	FOSn_2	FmRNA	Fn	Kin	Kin_2	MEK	PreDUSPmRNA	PreFOSmRNA	PreFmRNA	RSK_c	RsD	RsT	c_FOS_c	c_FOSmRNA	pCREB_n	pDUSP_c	pDUSP_n	pDUSP_n_ERK_n	pDUSP_n_pERK_n	pDUSP_n_ppERK_n	pERK_c	pERK_n	pElk1_n	pMEK	pRSK_c	pRSK_n	pc_FOS_c	ppERK_c	ppERK_n
0.0.	182.3524	0	25.38702	0.0	13.09262	0.0	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	570.4179	1624.9	1510.0	0.0	0.0	0.0	0.0	0.0	82.66574	0.0	637.3212	0.0	0.0	0.0	353.0	247.4035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-8.758115402030107e-47	0.0
55.0.	182.3524	0	22.068837546773192	3.318182453226738	12.960943072951558	0.13167692704845702	999.9888740687096	2.8344430467989674e-18	1.5603233659422701e-19	4.149915706371537e-19	7.239038746194496e-21	1.7491948727242967e-24	1.1256690518932971e-15	515.8967231647115	1620.355418393933	1509.9961574181596	2.727878276992828e-93	4.536130430611794e-20	1.380002967626624e-24	2.324446023513904e-90	9.363049671507044e-95	81.4723714748516	1.193368525148383	615.4602336462845	1.758650901293456e-11	9.12300350308499e-14	7.557683305471702e-86	352.9989174069598	231.90966704441777	15.49383295558219	1.236151824679039e-20	1.4814916341159852e-16	0.011125931291729	3.0576945032297492e-25	1.5896559576255212e-26	4.186510787230402e-26	7.350063103034033e-28	1.771667917935333e-31	52.87000645271033	4.348207876212585	0.0038425818406920003	21.860966353715185	0.000975446215511	0.00045780916105000004	8.298597096100212e-25	1.6702963522667211	0.114653677545306
110.0.	182.3524	0	19.366888252993256	6.020131747006682	12.831978384046417	0.260641615953599	999.4610844178809	2.3030151718368283e-10	2.1301343040490378e-11	5.638617848886947e-11	9.295004133603892e-12	1.513378600827322e-14	5.054260479369385e-08	317.46885991654915	1574.832436738811	1509.744923328231	7.009559833402207e-58	4.901694984182566e-12	5.950830595708597e-15	3.057173233232433e-55	4.094402161460395e-59	80.29797954642727	2.367760453572669	566.7724494271371	0.000431259843773	1.7632584324091568e-06	5.05929287513978e-51	352.9658953383916	221.37959714046113	26.023902859538797	7.811424944096054e-13	5.9592878285339754e-09	0.538915582120173	7.288085052248968e-16	8.28736750052658e-17	2.183425755471691e-16	3.6104936070993633e-17	5.871585332305511e-20	204.5130295647368	40.54315036031843	0.25507667176937004	70.54875057286284	0.029665929800759	0.018965490451711	1.5609866537529592e-15	48.99257688246159	7.1463566193266335
165.0.	182.3524	0	17.167804660079558	8.219215339920355	12.705669295749178	0.38695070425083405	996.177208995339	1.988312834855759e-05	2.166647420865416e-06	4.971659089633147e-06	4.0046975024534875e-06	1.95754941104278e-08	0.0029448462714600004	131.78180514086534	1352.4914007527236	1505.963810091345	3.7779371210200865e-37	2.0647982387900317e-07	2.58542458864216e-09	1.110554482591785e-34	2.8977948846163557e-38	79.1453961529959	3.520343847004127	510.19547883603434	15.963008138197154	0.030926558395607002	1.230403047056961e-30	352.8253896539907	215.22494892364728	32.17855107635317	2.604190247225578e-08	0.00015576853713200001	3.822791004662058	2.805667956492212e-10	6.436739137667519e-11	1.472467763676845e-10	1.188509404969343e-10	5.805169942009661e-13	222.76785248825965	171.1221164389419	4.036189908654758	127.12572116396665	0.14923555483259202	0.108419562300525	2.349982973725894e-10	218.4453245715735	90.27530440911384
220.0.	182.3524	0	15.378714445992397	10.008305554007533	12.58196038517473	0.5106596148252951	985.6759191204627	0.007725277762958001	0.001533427447464	0.002575387810364	0.004958916138315001	5.186073720433922e-05	0.5122987394173291	43.89441493297613	980.3467867098096	1473.0866020224817	2.853646699055525e-23	0.00027883945562900004	1.2676864022253961e-05	5.238807655132223e-21	2.8765417167513342e-24	78.01722334677957	4.648516653220499	456.7886000077543	949.4563095451588	11.248544828773106	3.5252750678043424e-17	352.6068495958638	212.4704487237324	34.93305127626888	2.8006196766445835e-05	0.116688217346326	14.324080879537988	2.0667209740014778e-07	1.986833132747755e-07	3.3286253405342397e-07	6.419900471737929e-07	6.7098544302237396e-09	114.92689349459668	298.3290165193824	36.91339797751776	180.53259999224642	0.331642609849409	0.26280603013326204	4.896321587308224e-07	414.0582524311856	335.6986041370999
275.0.	182.3524	0	13.92365625944939	11.463363740550541	12.460797416715124	0.631822583284909	969.1074896374304	0.072558439540036	0.026829315518295004	0.033093277510054	0.09656694696305701	0.0015917295463720002	2.679310791036418	19.508747024575325	717.3836195298109	1298.5408957544103	3.569359517508276e-16	0.007422998853161	0.0006048258516400001	2.963450441470722e-14	5.076658842009615e-17	76.91582985736332	5.749910142636746	412.3452645508967	2510.9066157569646	41.750054913740215	8.703627205857731e-11	352.49215524917554	212.22781319716097	35.17568680284043	0.000579947865259	1.228281605034849	30.892510362570086	2.315153751539789e-06	9.879413817291917e-06	1.2167415099949011e-05	3.5541099719770064e-05	5.856078138839046e-07	55.31808833012502	331.53381447466876	211.45910424558946	224.97593544910407	0.424548892610393	0.355900485095882	1.2458523825760691e-05	492.93560186088223	587.1973340080953
330.0.	182.3524	0	12.740581579003425	12.646438420996505	12.342127315313684	0.7504926846863571	958.0204501710399	0.23909505313217902	0.14447002244438	0.17980394777701803	0.37006655893230606	0.010222713656612	6.16088852544469	15.4766928039531	723.5067730838026	1051.710187894609	1.260891617838114e-12	0.035974827847146	0.0037050316014420005	6.075992432137836e-11	2.0919566682421502e-13	75.84334974148247	6.822390258517614	379.31577903305555	4088.7593004531172	67.81004682365105	1.024011237511043e-07	352.4679723987743	213.73372037426574	33.66977962573567	0.0025952219902660003	3.485678937766335	41.97954982896114	7.896012045067917e-06	0.000102641951638	0.00012761483479500001	0.000262832926244	7.258642135174358e-06	39.09123764313543	235.77090655009624	458.2898121053908	258.00542096694505	0.44363343625811	0.37768415940730704	5.862730135101171e-05	507.75271665942415	699.6591827115936
385.0.	182.3524	0	11.778860725671564	13.608159274328367	12.225898140425624	0.8667218595744041	954.2247730650655	0.551511607855491	0.46627366098888706	0.705576481498144	0.558645793830544	0.031921028796016	10.491735231858032	17.248500557828827	878.8153235262838	921.43112037022	2.0873695070627152e-10	0.09872606474509801	0.011068377902136	6.811298729159825e-09	3.738447369588747e-11	74.80168297275364	7.86405702724647	358.00318146548085	5657.391822134536	89.57040628424681	7.74697119856403e-06	352.468009757112	216.34080343327605	31.06269656672557	0.006862271918120001	6.660889575018321	45.77522693493581	1.8368857439331702e-05	0.0004972731928500001	0.0007521213567420001	0.00059569130802	3.4033709913862665e-05	35.82840423922785	110.23497355480951	588.56887962978	279.31801853451975	0.44338414567744006	0.37858968808201604	0.00015677961380000001	507.53741577695774	676.4401989522718
440.0.	182.3524	0	10.997217604939106	14.389802395060824	12.11205906061269	0.9805609393873371	953.8448422764394	1.03469165705881	1.003167319802065	1.7133991658523202	0.6335603423463061	0.061864468341182005	15.358048926729486	18.949575355461448	991.2633798156769	911.2985753321179	8.0242506927988e-09	0.20489275449965202	0.024787570147445002	1.996052602092531e-07	1.4963789839515261e-09	73.79249781432787	8.873242185672254	347.33725750414635	7212.982091707638	107.73508189066258	0.00017620302744000003	352.4696133658034	219.50511925883498	27.898380741166587	0.013990267589652002	10.560344005872805	46.15515772356189	3.4871239226777025e-05	0.0012258349178930002	0.002093508252066	0.000774163337104	7.559191274838497e-05	36.513883384130985	58.104643387683645	598.7014246678821	289.98394249585425	0.44206856556663904	0.377359020508016	0.00032256812222100005	506.5236492062475	609.1426846971897
495.0.	182.3524	0	10.362025736160684	15.024994263839247	12.00056032872883	1.092059671271206	954.077162646923	1.6867487521734241	1.766353074484416	3.231959940283841	0.6756785481167731	0.09861127681609201	20.553005091348744	20.324709011728437	1061.5528139580354	959.029304933516	1.514914851405368e-07	0.35749825143608405	0.050481235196560004	3.214646867021007e-06	2.881162900831791e-08	72.81723481082227	9.848505189177931	345.4174176050822	8753.724383792134	122.897588657822	0.002493648927472	352.4707208871829	222.78154425723224	24.62195574276922	0.024437583955183	15.023727793384761	45.92283735307776	5.784689512314537e-05	0.002188435413112	0.00400433333707	0.000837141766472	0.000122176438737	37.91839494656737	35.19239252248174	550.970695066484	291.9037823949184	0.44114086452648504	0.376590697237812	0.0005736261133110001	505.8039053646327	551.3646584502764
