time	RCC1	RCC1_Ran	RCC1_RanGDP	RCC1_RanGTP	RanBP1	RanGAP	RanGDP_cy	RanGDP_nuc	RanGTP_RanBP1	RanGTP_cy	RanGTP_nuc
22.0.2.0	0.07784540524769	0.035340320363723005	0.037328829413885004	0.5494854449747011	1.999944897884757	0.7000000000000001	1.7475169540072821	0.384486143836038	5.510211524542347e-05	0.006940374243529001	3.861590615856713
22.0.5.0	0.077616266661858	0.035353003540753006	0.037285750465519005	0.5497449793318671	1.9999447025663901	0.7000000000000001	1.7380680584339951	0.38501313131410403	5.52974336118626e-05	0.006964922436357	3.874970717885938
22.0.8.0	0.077396007910097	0.035365193313380006	0.037244027118207006	0.549994771658314	1.9999445136680971	0.7000000000000001	1.7289341408470071	0.38551848654427	5.5486331905189954e-05	0.006988663638335	3.887910085134067
23.0.099999999999998.0	0.07718424068153501	0.0353769113757	0.037203619593156004	0.550235228349606	1.999944330980597	0.7000000000000001	1.7201046393687212	0.38600319626691904	5.566901940508675e-05	0.0070116241618880006	3.90042314558369
23.0.4.0	0.07698059673709601	0.035388178293644004	0.03716448904504	0.550466735924218	1.9999441543013081	0.7000000000000001	1.711569350216401	0.386468197133072	5.584569869442683e-05	0.007033829477036	3.912523861509909
23.0.7.0	0.07678472665811101	0.035399013575658	0.037126597561577004	0.5506896622046521	1.999943983434139	0.7000000000000001	1.7033184153173502	0.38691437847610705	5.601656586410924e-05	0.0070553042371910004	3.924225743995461
24.0.	0.07659629868773	0.035409435738137006	0.037089908160517	0.550904357413614	1.999943818189291	0.7000000000000001	1.695342310366948	0.38734258492155305	5.6181810712399424e-05	0.007076072304262	3.935541867037345
24.0.3.0	0.076414997657183	0.035419462366051	0.037054384784368004	0.5511111551923961	1.999943658383064	0.7000000000000001	1.6876318333128921	0.387753618844622	5.634161693885461e-05	0.007096156773066	3.946484881252254
24.0.599999999999998.0	0.07624052398969701	0.035429110169164	0.037019992293162	0.5513103735479751	1.99994350383767	0.7000000000000001	1.680178093249714	0.38814824268455306	5.6496162332916636e-05	0.007115579995077	3.957067027188484
24.0.9.0	0.076072592775573	0.035438395034232004	0.036986696455504	0.551502315734689	1.999943354381046	0.7000000000000001	1.672972499708186	0.38852718112434903	5.664561895726082e-05	0.007134363601507001	3.967300148252262
25.0.2.0	0.075910932912544	0.0354473320735	0.036954463938148004	0.5516872710758061	1.999943209846677	0.7000000000000001	1.666006752324928	0.38889112314393404	5.679015332599439e-05	0.007152528525739001	3.977195703256625
25.0.5.0	0.07575528630606701	0.035455935669803006	0.036923262294309006	0.551865515729819	1.999943070073425	0.7000000000000001	1.659272830878032	0.389240723954318	5.69299265778023e-05	0.007170095025119	3.986764778601146
25.0.8.0	0.075605407124712	0.035464219518553004	0.036893059950885	0.552037313405849	1.9999429349053592	0.7000000000000001	1.6527629856751491	0.38957660681987405	5.70650946441405e-05	0.007187082702133	3.996018100090925
26.0.099999999999998.0	0.075461061106249	0.035472196666853	0.036863826194759	0.552202916032137	1.99994280419159	0.7000000000000001	1.646469728280954	0.389899364775436	5.7195808412579924e-05	0.0072035105249580005	4.004966044403295
26.0.4.0	0.07532202491042801	0.035479879549970006	0.036835531158338	0.5523625643812621	1.9999426777861171	0.7000000000000001	1.640385822571466	0.39020956224449305	5.7322213885405654e-05	0.007219396847426	4.013618650210727
26.0.7.0	0.075188085514794	0.035487280025374004	0.03680814580444	0.55251648865539	1.999942555547669	0.7000000000000001	1.634504276103172	0.390507736564404	5.744445233357752e-05	0.007234759428399001	4.021985628968481
27.0.	0.07505903965023601	0.035494409404526	0.036781641910667004	0.55266490903457	1.999942437339556	0.7000000000000001	1.628818331785384	0.39079439942418503	5.7562660446158424e-05	0.007249615450574001	4.030076375375383
27.0.3.0	0.07493469327321	0.035501278482593004	0.036755992053355	0.5528080361908411	1.999942323029527	0.7000000000000001	1.623321459844684	0.391070038220094	5.767697047531729e-05	0.007263981538728001	4.037899977516215
27.0.599999999999998.0	0.074814861071891	0.035507897566248	0.036731169591196	0.552946071770662	1.9999422124896251	0.7000000000000001	1.6180073500708012	0.391335117333916	5.778751037701424e-05	0.007277873777421001	4.045465226693999
27.0.9.0	0.07469936600369201	0.035514276499693	0.036707148648624004	0.553079208847989	1.999942105596054	0.7000000000000001	1.612869904333611	0.39159007933855805	5.789440394747376e-05	0.007291307728165001	4.052780626960463
28.0.2.0	0.07458803886185	0.035520424689038	0.036683904099017006	0.5532076323500931	1.9999420022290462	0.7000000000000001	1.607903229361403	0.39183534613528503	5.799777095555252e-05	0.007304298446081001	4.059854404352812
28.0.5.0	0.07448071786895201	0.035526351125160005	0.036661411547812	0.553331519458074	1.99994190227273	0.7000000000000001	1.603101629770911	0.392071320026667	5.809772727110665e-05	0.007316860496048001	4.06669451584484
28.0.799999999999997.0	0.074377248295438	0.035532064405150006	0.036639647315558	0.553451039983853	1.9999418056150111	0.7000000000000001	1.598459601339981	0.39229838472905004	5.819438498946282e-05	0.007329007968363	4.073308658020284
29.0.099999999999998.0	0.07427748210130701	0.035537572752452	0.036618588420977004	0.553566356725263	1.999941712147448	0.7000000000000001	1.593971824514092	0.392516906328146	5.8287852552095625e-05	0.007340754493918001	4.079704275476208
29.0.4.0	0.07418127759937401	0.035542884035777	0.036598212564078005	0.5536776258007691	1.9999416217651371	0.7000000000000001	1.589633158138303	0.39272723418111405	5.8378234863613545e-05	0.0073521132589220006	4.085888568964012
29.0.7.0	0.074088499138571	0.035548005786898006	0.036578498109353	0.553784996965177	1.9999415343665952	0.7000000000000001	1.5854386334064872	0.392929701768288	5.8465633405152455e-05	0.007363097019163001	4.091868503275577
30.0.	0.073999016805893	0.035552945217376	0.036559424069099004	0.553888613907631	1.999941449853656	0.7000000000000001	1.581383448020092	0.39312462749754	5.8550146344275436e-05	0.007373718113832001	4.097650814881823
