time	IkBa_cytoplasm	IkBa_mRNA_cytoplasm	IkBa_mRNA_nucleus	IkBa_pre_mRNA_1	IkBa_pre_mRNA_2	JNK	JNK_P	LPS	MSK1	MSK1_P	TNFR1_EL	TNFR1_cytoplasm	TNFa_TNFR1_EL	TNFa_TNFR1_cytoplasm	TNFa_mRNA_LSEC	TNFa_mRNA_MC	TNFa_pre_mRNA_LSEC	TNFa_pre_mRNA_MC	p38	p38_P	p65_2P	p65_IkBa_nucleus	p65_cytoplasm	p65_nucleus	s11	s14	s15	s16	s19	s3	s5	s8
0.0.	0.522763709334	2.63517227234	6.73276010851e-05	3.10058189527	3.10058189527	0.616670811977	0.383329188023	5.0	14.9999767369	2.32630763426e-05	0.00122834645669	5.5275590551200005e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.9762217620329999	0.023778237966600002	2.44073607086e-08	0.995677006901	0.0008378329288910001	0.0418838902102	1.04552727286	0.299986453439	1.3546560986100001e-05	0.0	0.0497836762523	0.00376873197835	0.07100767868670001	0.188408277732
900.0.	0.41254105995435303	2.641776578388105	7.296289019698695e-05	3.843318186194858	3.360109660063368	0.5673052179856121	0.43269478201438805	3.47388806365597	14.999974480027621	2.5519948709866072e-05	0.001113666811361	5.0115453414723306e-05	1.1186160403732762e-09	2.8007628227602004e-05	2.8593703937417043e-08	1.557820511435254e-07	0.017256328107878003	0.008545292468176001	0.9733927111498121	0.026607288849787	2.533321471967324e-08	0.896347019477408	0.001345115097277	0.067246836081261	0.825082133697265	0.29996552024434503	3.447975564069157e-05	1.7740150723476082e-05	0.04481702219005201	0.005981052331663001	0.135897215288485	0.298987132265478
1800.0.	0.076705270665485	2.918240452002286	0.000183796876994	13.423672733631006	8.464352069081782	0.450362736272014	0.549637263727985	2.4135796536815732	14.99996888731566	3.111266067645778e-05	0.0007702580794450001	3.466257102401709e-05	2.1345534159720702e-09	0.000111877894032	5.4925032632630526e-08	3.045220836307207e-07	0.033116285813062	0.016527663011029002	0.967510371140561	0.032489628859038	2.970593418468582e-08	0.5805604699719601	0.006000931785346	0.30003911742260003	0.153410524674106	0.29993454536986003	6.545463012554983e-05	4.894420964327603e-05	0.029027646218218003	0.009990550896425001	0.184793178764455	0.499444624052279
2700.0.	0.033971797408462005	5.061999947036132	0.0007002367905010001	44.96959327309861	32.247697515937396	0.32830003610527003	0.6716999638947301	1.676901108474107	14.999963499699767	3.650027656592091e-05	0.00028404007520800004	1.278309226191974e-05	2.469331964278055e-09	0.000230626893094	7.851455128260419e-08	4.404766706987872e-07	0.047324061014064	0.023820189257619	0.9622671641339651	0.037732835865634	3.5559388434301525e-08	0.280382805121138	0.015591709195542001	0.7795776105323271	0.06794340236179	0.29991491314761903	8.508685236611586e-05	0.000153542748696	0.014018859051337	0.008734414918518	0.11247711587772001	0.436667167903421
3600.0.	0.07037651842267101	10.599579176165124	0.001209172357508	59.57057626534796	55.68509111070528	0.34728772318460804	0.652712276815392	1.16507334792589	14.999965177930715	3.482204562386944e-05	1.3046896777330292e-05	5.878287144131703e-07	5.265876507311222e-10	0.00029681272309100003	9.903071869578893e-08	5.614780119365423e-07	0.059680068766169006	0.030306770887854002	0.9652126259090991	0.0347873740905	3.8099315526596804e-08	0.375700835905288	0.015399221123693001	0.769946977906599	0.140752593506576	0.29995088789623003	4.9112103755771925e-05	0.0007128370670700001	0.018784717065184	0.006504841279048001	0.112503967186104	0.325201006212106
4500.0.	0.19607400257544202	16.20723795915873	0.0009646715260120001	33.076283188647444	44.42496730463281	0.44438021815937606	0.555619781840624	0.8094668786314261	14.999970879497429	2.912047891203208e-05	3.637607899400864e-06	1.643528756695868e-07	3.519348847634225e-10	0.000299110853587	1.1630525012184209e-07	6.659418084832138e-07	0.070083141072242	0.03590310991495	0.9706414970469991	0.029358502952599	3.3742161443883394e-08	0.779521050406343	0.005231978639006	0.261584972592997	0.392147537303396	0.299973948571551	2.605142843452213e-05	0.0017087411466230001	0.038975728214309	0.005732082850818001	0.10017609143924601	0.286560647187249
5400.0.	0.349674462218796	17.756642840901385	0.00040985675317000006	11.541658239207628	18.87463220514283	0.49771273843878405	0.5022872615612171	0.562399465036411	14.99997313654578	2.6863430553071972e-05	2.197515276215265e-06	9.95470776817825e-08	3.45563651088614e-10	0.00029946257141600003	1.3037351215157951e-07	7.532145688973042e-07	0.07855481516356001	0.040575248099165004	0.972689711184571	0.027310288815027003	2.997422367184105e-08	0.891901259177011	0.0019847029595870002	0.09922470247703301	0.699348584627805	0.29997608843621604	2.3911563769173084e-05	0.002777320771803	0.044594785882426005	0.005926244978826	0.11013426150499	0.29626704193706005
6300.0.	0.475395300786881	16.587501864886374	0.00018129325506200002	6.200075700727482	8.348900506437268	0.52592340511572	0.47407659488428006	0.39074255737795405	14.999973954650757	2.60453255740309e-05	1.569043292684816e-06	7.126547553123699e-08	3.437654944748065e-10	0.000299616064333	1.414664101910816e-07	8.237335420585076e-07	0.08523438986375301	0.044347892387335004	0.9734314347267251	0.026568565272873	2.8159469224614753e-08	0.9097059978047031	0.001400267403678	0.070003214453816	0.9507902953205201	0.29997631566662203	2.3684333363585196e-05	0.0038695214208150004	0.045485025957889	0.006027562801651	0.11891027606099301	0.301332543324615
7200.0.	0.569651830205217	14.794412519282268	0.000115789391235	4.674188291479319	5.332338033757005	0.5407968543311951	0.45920314566880605	0.27147918097155804	14.999974250651228	2.5749325103865524e-05	1.223481411359246e-06	5.571507953340972e-08	3.430271006342719e-10	0.00029970046143500004	1.499576441505824e-07	8.789232388367046e-07	0.09034711202671	0.047298564044457	0.97369985619398	0.026300143805618	2.7404378964853572e-08	0.9166229885753161	0.001160589456529	0.058019358925974006	1.139303375908233	0.29997635860877603	2.3641391209818734e-05	0.004951785094166001	0.045830875391766	0.0060775222971430004	0.12394257491536201	0.30383028336677903
8100.0.	0.6372633989671961	13.046341379942481	9.319090453915143e-05	4.020604774913598	4.291637166804074	0.548631896402701	0.4513681035973	0.18861765715867201	14.999974358186364	2.564178997618623e-05	1.008865116664456e-06	4.6057311211755395e-08	3.426619219838102e-10	0.000299752877446	1.562899943790616e-07	9.208779795280548e-07	0.09415976173736701	0.049540365114684	0.973797451482972	0.026202548516627	2.7100571035448492e-08	0.9201286331115931	0.001035138856432	0.05174684078609101	1.274526531061511	0.299976374108585	2.362589140026946e-05	0.005998775643301001	0.046006157367269006	0.006104512189877001	0.12682223512323001	0.30517964802872205
