time	EGF	GS	Grb	PLCg	PLCgP	PLCgl	R	R2	RG	RGS	RP	RPLCg	RPLCgP	RSh	RShG	RShGS	RShP	Ra	SOS	ShG	ShGS	ShP	Shc
31.0.200000000000003.0	580.4389973542536	1.939169944995128	16.554060314316985	18.192601286527875	4.482975380091759	71.75559482075103	0.438997354254397	18.357188518789513	1.585919177516343	0.541137247606438	2.243878762765038	2.484429802882876	8.08439870974663	0.360563645549613	1.268633545282434	1.396216082455815	6.9962546000125165	12.92376246053123	1.829605696720457	33.42099265960467	28.293871028222235	68.73250749380631	9.530960945066285
32.0.	580.4477983710825	1.912648356574834	16.308308876613967	16.704042668959417	4.473243820388633	73.59419818643147	0.44779837108283604	19.0212778399054	1.614602405242731	0.5413624911086431	2.325015696032154	2.379948834156367	7.8485664900643215	0.333032855791737	1.201919405332922	1.320684963552716	6.599915965316511	13.179547735910216	1.8194570171338582	33.6946263299442	28.405847171630025	69.99287296645959	8.45110034197216
32.0.800000000000004.0	580.4565873364521	1.8889354047755562	16.08802255688165	15.29493088256481	4.457301573052104	75.37903661437558	0.45658733645293104	19.68752350473198	1.6437333307497242	0.5421967867545711	2.406031339879175	2.271431056423593	7.597299873584136	0.306826572053477	1.139051262062839	1.248870818219067	6.211665696219883	13.43415218219022	1.8106618757358142	33.93985472604157	28.509335114515075	71.16095245373961	7.483443357148391
33.0.6.0	580.4653233467607	1.8677972686853561	15.89084673495975	13.966744672229463	4.435294803836203	77.10652777174707	0.46532334676159604	20.352286174963115	1.67334122564694	0.543622682625241	2.486452908510681	2.159674019519865	7.331758732667593	0.282083565756223	1.079929242354261	1.180692085787371	5.834316320979636	13.686362735616578	1.8030552588425461	34.15893805588157	28.60483270405957	72.23787133028573	6.621336694895549
34.0.4.0	580.4739646600403	1.849011548735528	15.714620961601161	12.720263159415508	4.407460352076398	78.77332574268021	0.473964660040799	21.01181410310501	1.703437541053046	0.545620275834878	2.565803404606659	2.045556524784142	7.0533942210439164	0.25891502225878205	1.024465512539436	1.116071027499662	5.470461436577839	13.93495720135248	1.7964954495598051	34.35397143436613	28.692801698370214	73.22562211140908	5.85769175697878
35.0.2.0	580.4824694909383	1.8323671194240512	15.557358216466865	11.555546160989687	4.374124895511739	80.37638699247707	0.48246949093918806	21.662334713060893	1.734016705310027	0.5481672601636001	2.643614339704578	1.9300145655347762	6.76392738548691	0.23740143492880703	0.9725801132239871	1.054933217405287	5.122410723331602	14.178729592759886	1.790859633427762	34.52690459842685	28.773672769579385	74.12697931373422	5.185117829369776
36.0.	580.4907968905467	1.817664029097803	15.417227901341246	10.471937603671789	4.335700582540864	81.91303271527089	0.49079689054733106	22.300150905193828	1.765057240296052	0.5512390194470931	2.719438413371773	1.814013790395554	6.465315308121107	0.21759097975105401	0.9241965732367431	0.9972064780073661	4.792134369256482	14.416516955298562	1.7860404663678071	34.67955875149373	28.847850007080012	74.9454008010496	4.596062040124928
36.0.800000000000004.0	580.4989076604912	1.804713474096245	15.292542090997541	9.468091964870393	4.292677112448448	83.38100483365032	0.49890766049216406	22.9217366409033	1.796523177391647	0.554808773359321	2.792861390173451	1.698520179017966	6.159705910013095	0.199499467411363	0.879237622761691	0.9428194283006631	4.481220538143139	14.647226084556554	1.781943388090259	34.81364049693935	28.915714936153595	75.68491838857922	4.082949121710901
37.0.6.0	580.5067652470544	1.793337842586503	15.181744517653987	8.542022101893076	4.245610510573967	84.77851307329901	0.5067652470553511	23.523826303573056	1.828365735980586	0.558847777044437	2.8635124766345292	1.5844708119787092	5.849383502255477	0.183111825415181	0.8376212928785961	0.8916998172200781	4.190848566698512	14.869858533586324	1.778484518726231	34.93075297221304	28.977630044422835	76.35002128599632	3.638314195155359
38.0.400000000000006.0	580.5143365621357	1.7833708032221982	15.083401744255596	7.691165435213781	4.195109104349902	86.10427089635171	0.5143365621364651	24.103492820270333	1.860525211386427	0.5633255713708061	2.9310726345959663	1.472746601735858	5.536707962348996	0.16838492771788402	0.7992576418970561	0.8437728115328861	3.921779317455016	15.083532437241054	1.775589014033869	35.032404416494785	29.033941799840335	76.94553648986643	3.254922595195553
39.0.2.0	580.5215926837664	1.77465740319213	14.996195989980073	6.9124643815209765	4.141817426189132	87.3575186205032	0.5215926837675611	24.658210496538953	1.892933007153248	0.568210276661377	2.995280452964694	1.364148633323697	5.22405093846324	0.15525148255558102	0.7640462884596421	0.798959393064636	3.674362714972708	15.287499947916873	1.773189781070427	35.120014495477434	29.08498314601152	77.47651042690642	2.9258720525519752
40.0.	580.5285093989538	1.767054137468252	14.91891910793635	6.202456289120465	4.086398923543753	88.53803273073784	0.5285093989552481	25.18589982998603	1.925513739744408	0.573468919819558	3.055935410408821	1.259379378907338	4.913732677690853	0.143624623633756	0.731874860952025	0.7571749964398561	3.448561140264326	15.481159445350803	1.771226475600897	35.19491876696807	29.13107547067152	77.94809598537744	2.6446741556929103
40.0.800000000000004.0	580.5350675646397	1.760428954323755	14.85046727607264	5.557367945932688	4.029518427528072	89.64612114399553	0.535067564641682	25.68495304970006	1.958187342487125	0.57906778294143	3.112898569111944	1.159029560883943	4.607962921660001	0.133402830379163	0.702618398106263	0.7183284871741541	3.243986221964553	15.664062106541056	1.769644717262962	35.2583717005969	29.172530058297788	78.3654485856496	2.405313717831469
41.0.6.0	580.5412532769293	1.754661169637939	14.789836041167701	4.973209977712357	3.9718253137473862	90.68260494355346	0.5412532769313151	26.154240592194128	1.9908710996442642	0.584972760792708	3.166090920013058	1.063570916273937	4.308788848713098	0.12447482625712301	0.676139663718278	0.6823215439275581	3.059945765437329	15.835912849125739	1.768395470257941	35.311548665727685	29.209649055383956	78.73363420408715	2.202286275460861
42.0.400000000000006.0	580.5470578527452	1.749641272327713	14.736115444203692	4.445867048418285	3.913938189202517	91.64878779102065	0.5470578527468071	26.59310000856003	2.023481549971224	0.591149714832904	3.2154897360671892	0.9733546295994071	4.01805234175939	0.11672416054338701	0.652290275790394	0.6490484714976631	2.895497162278839	15.996566045452347	1.767434547104152	35.355547277138825	29.242725994237666	79.05755137285944	2.030615285653694
43.0.2.0	580.5524776402827	1.7452706137952072	14.688485044923581	3.971180602344389	3.856431774495711	92.54641479256203	0.5524776402843861	27.001309786527216	2.055936210757769	0.597564812606551	3.261123373948098	0.8886148059141431	3.737358024683985	0.11003325534465401	0.6309125024440011	0.6183964361347141	2.7495036169211913	16.146016709150963	1.766722201369187	35.39138844324382	29.27204593609443	79.34186823531509	1.8858515745020341
44.0.	580.5575136839796	1.74146098419673	14.64620874643036	3.545021826949854	3.799826444839134	93.37762300305751	0.557513683981549	27.37905120683208	2.088155086753596	0.6041848430601251	3.303064996721017	0.809476081865466	3.468052643288263	0.10428678263527401	0.611841546768294	0.590246084897567	2.620689854831646	16.2843880607118	1.7662227826077852	35.420017402655525	29.297885305237877	79.59097483687081	1.764058186102992
44.0.800000000000004.0	580.5621712756483	1.738134086639338	14.608629391583486	3.163353455671906	3.744580672590903	94.14488597904584	0.562171275650114	27.726861632463844	2.12006194218002	0.6109775004377851	3.341425677343141	0.7359643293791861	3.211215563312367	0.09937431424088401	0.594908131100355	0.564472488048205	2.507694544323183	16.411916478691975	1.765904433116056	35.44230496825217	29.320511491758708	79.80895004951162	1.661784012764869
45.0.6.0	580.5664594259332	1.735220926528683	14.575163158236055	2.822279884763581	3.691086402346998	94.85095484069146	0.5664594259350281	28.045582592631234	2.151585327095627	0.6179116316311101	3.376347296335986	0.6680193831151411	2.967659489083068	0.09519225313661901	0.579941196563016	0.5409463288690051	2.409117364753863	16.52893484763566	1.765738811619605	35.45904912972487	29.340182301351692	79.9995419121718	1.576029513429137
46.0.400000000000006.0	580.5703902897145	1.732661137038218	14.545293818835354	2.51808579059019	3.639667206144522	95.4987981940356	0.5703902897163721	28.336305739391438	2.182659360865836	0.6249574440170971	3.407995578886759	0.605508795443478	2.737940013786483	0.09164510305295401	0.566770552825928	0.519535258742939	2.323559387686923	16.635855240883988	1.7657008336543791	35.47097710112721	29.357145326547464	80.16615974055999	1.504207529456584
47.0.2.0	580.5739785761297	1.730402263168024	14.518566952301134	2.247263976447731	3.59057892355493	96.09154302893042	0.573978576132116	28.60031930424384	2.213224284862552	0.63208667277357	3.436553538518592	0.548241761343367	2.522372309723815	0.08864616446805601	0.555229341838395	0.500105336002943	2.249656123569738	16.733151749178177	1.7657684221855532	35.47874784318343	29.37163730587	80.31187611583509	1.444101769232374
48.0.	580.5772409693321	1.7283990264479172	14.494584204517551	2.006533548107882	3.5440123948876643	96.63241838311663	0.577240969335146	28.839057143142035	2.243226803567882	0.639272708321305	3.4622155158052292	0.49598253018290706	2.321053143705207	0.08611776033365501	0.545156213300468	0.48252247351803	2.186103169557765	16.821344107795902	1.765922264972749	35.4829550435868	29.38388352674009	80.43943678168955	1.393825031273642
48.0.800000000000004.0	580.5801955806695	1.726612590467457	14.472997691149343	1.792849730063962	3.5000978447925712	97.12470318766294	0.580195580672006	29.05405189856966	2.272620237998631	0.6464906858632931	3.485181928242253	0.448462805756412	2.133886431724409	0.08399109746064601	0.536397144840502	0.466653830554395	2.131674845292574	16.900982606722447	1.766145577387542	35.48413050339902	29.39409731572741	80.55127653279484	1.351778729930604
