time	C3	C3_star	C8	C8_star	FL	FS	IKK	L	L_RF	L_RF_C8	L_RF_C8_FS	L_RF_FL	L_RF_FL_FL	L_RF_FL_FS	L_RF_FS	L_RF_FS_FS	NF_kB_IkB	NF_kB_IkB_P	NF_kB_star	RF	p43_FLIP	p43_FLIP_IKK_star	p43_p41
165.0.6.0	0.5552939810841431	0.039699318978539004	3.078750538568491	4.308940083075277	-2.288989045175516e-109	3.8324915145163825e-63	5.146104586683564	21.954080000000115	52.152756405054994	11.771489047386446	0.29376050099205303	0.173702155104311	0.46548358372427706	4.788854525412442	7.785444757256495e-05	0.000615059573965	0.002710341549546	4.3669717806139273e-05	2.257443714237537	-1.7444252978750933e-100	0.878317738718242	0.16270506945295302	11.127116139113124
169.0.20000000000002.0	0.5364482846653921	0.037628652493948006	2.881236205201793	4.216481752822344	-1.1941876201648142e-111	-3.335323001941598e-64	5.134465614174756	21.954080000000115	52.081375872863866	11.767818828445916	0.29376099586147203	0.172598044969897	0.46548358372427706	4.788854525412442	7.735957815357333e-05	0.000615059573965	0.0021985016353040002	3.5121406200556235e-05	2.206396480922751	6.081092273632005e-102	0.8677828763438471	0.161337120578289	10.900846842172298
172.0.8.0	0.518639804570817	0.03562372973241	2.69889181621252	4.119708027264786	-2.9172680949360103e-115	1.211781366150946e-65	5.122992350854639	21.954080000000115	52.01463247373792	11.764315345951857	0.293761456344721	0.17157065430450302	0.46548358372427706	4.788854525412442	7.689909490483374e-05	0.000615059573965	0.0017865383948600002	2.8285628395408463e-05	2.156414817285976	2.8414255353236763e-103	0.857337003689126	0.159915475845992	10.678294139573048
176.0.4.0	0.5018228471989711	0.033692428677773	2.530346864914522	4.01955285849392	3.8249190247324033e-116	2.316527928507133e-67	5.111682593209158	21.954080000000115	51.95216288404523	11.760973643197016	0.29376188538902803	0.17061340750366602	0.46548358372427706	4.788854525412442	7.647005059720857e-05	0.000615059573965	0.0014544843480990002	2.2814112637235085e-05	2.107494459105412	6.452910155694805e-105	0.8469844928444841	0.158446394901783	10.459924551201196
180.0.	0.48595045177072804	0.031840282597733	2.374363202153608	3.9168668404905853	4.484383125914628e-118	-6.070479941210833e-68	5.100534110872697	21.954080000000115	51.89363765571807	11.757788229925115	0.293762285635753	0.16972041139670002	0.46548358372427706	4.788854525412442	7.606980387286277e-05	0.000615059573965	0.0011864292644050002	1.842986773244582e-05	2.059627160155174	7.65245378150921e-107	0.8367290066149861	0.15693568026867102	10.24609727919232
183.0.6.0	0.47097521396093806	0.030070829569798	2.229823677451846	3.812418251288305	1.441142576668057e-120	3.7861633871781676e-69	5.089544655439824	21.954080000000115	51.83875775449261	11.75475328672213	0.293762659456315	0.168886375072132	0.46548358372427706	4.788854525412442	7.569598331050026e-05	0.000615059573965	0.000969689246373	1.491264989146349e-05	2.012801618547176	-5.708426196924591e-109	0.8265735875066801	0.155388704150091	10.037079618832557
187.0.20000000000002.0	0.45684995018280405	0.028385938323818003	2.095721148770993	3.706895458005368	-7.698634926376563e-123	-7.900859139374024e-71	5.078711968053086	21.954080000000115	51.787251437430385	11.751862820082259	0.293763008983699	0.168106539600822	0.46548358372427706	4.788854525412442	7.534645592680193e-05	0.000615059573965	0.0007941456659750001	1.2087341160414771e-05	1.967004211204806	-5.55126945071487e-110	0.816520735591253	0.15381043434052302	9.833060804473758
190.0.8.0	0.443528222585711	0.026786104811522	1.971148045698992	3.600910335069086	-9.071410759764175e-125	-6.978148029483617e-72	5.068033785926277	21.954080000000115	51.73887144651487	11.74911077893615	0.293763336140047	0.167376616463486	0.46548358372427706	4.788854525412442	7.501929957923938e-05	0.000615059573965	0.000651719737892	9.814678337392631e-06	1.922219575214332	-1.5566354123155253e-111	0.8065724766017781	0.152205459159326	9.634164307740054
194.0.4.0	0.430964744212942	0.025270716750505	1.8552866008828781	3.4950023991479773	-5.882131947076176e-127	8.183942039975782e-73	5.057507847942483	21.954080000000115	51.69339249354588	11.746491141189207	0.29376364266083405	0.166692733615424	0.46548358372427706	4.788854525412442	7.471277879192796e-05	0.000615059573965	0.00053595517678	7.983871234768755e-06	1.8784310672330071	-2.470798012506577e-113	0.7967304214660481	0.150578011349416	9.440458654257798
198.0.	0.41911568252532405	0.023838285514934002	1.747399811084942	3.389643414500059	-1.012333824209402e-129	-3.832242315427766e-74	5.04713189944836	21.954080000000115	51.65060901115478	11.743997977016878	0.293763930116047	0.166051388239011	0.46548358372427706	4.788854525412442	7.442532357898691e-05	0.000615059573965	0.00044168683641100003	6.506734193260334e-06	1.835621125950126	-6.83004963712782e-116	0.7869958183483421	0.148931990904064	9.25196685633008
201.0.6.0	0.40793887788890904	0.022486646258379	1.6468231496050652	3.285242268180775	1.719948902436732e-131	1.0418036053552008e-76	5.036903696350348	21.954080000000115	51.61033314521025	11.741625494223609	0.29376419992873704	0.16544940534336502	0.46548358372427706	4.788854525412442	7.415551088863477e-05	0.000615059573965	0.00036477765819000006	5.313026051368692e-06	1.793771557578848	9.594744856015694e-117	0.7773695981459791	0.14727098680299403	9.068674576644181
205.0.20000000000002.0	0.397393991841806	0.021213128164529003	1.552957023387602	3.182149955107611	1.393697071932922e-133	1.2329993779513659e-76	5.026821008604746	21.954080000000115	51.572392964909696	11.739368069825757	0.29376445339129004	0.16488390146991302	0.46548358372427706	4.788854525412442	7.390204833578778e-05	0.000615059573965	0.000301909835723	4.3467528433653115e-06	1.752863760305314	3.4910111967005162e-118	0.7678524142738311	0.145598297653658	8.890537145816086
